CATEGORY,START_TIME,ROAD
3,2024-10-25 20:00:00,Западно-Сибирская
1,2024-10-26 02:08:00,Западно-Сибирская
1,2024-10-26 06:42:00,Забайкальская
3,2024-10-26 13:10:00,Западно-Сибирская
1,2024-10-26 15:06:00,Забайкальская
2,2024-10-27 13:11:00,Забайкальская
2,2024-10-27 21:12:00,Забайкальская
2,2024-10-27 21:41:00,Забайкальская
2,2024-10-28 02:09:00,Западно-Сибирская
3,2024-10-28 02:41:00,Северная
3,2024-10-28 04:42:00,Южно-Уральская
2,2024-10-28 05:44:00,Западно-Сибирская
2,2024-10-28 09:39:00,Западно-Сибирская
1,2024-10-28 10:47:00,Забайкальская
2,2024-10-29 06:35:00,Красноярская
2,2024-10-29 10:20:00,Забайкальская
2,2024-10-29 15:20:00,Северная
2,2024-10-29 21:37:00,Дальневосточная
1,2024-10-29 21:52:00,Забайкальская
3,2024-10-30 04:55:00,Красноярская
3,2024-10-30 08:45:00,Западно-Сибирская
3,2024-10-30 14:57:00,Восточно-Сибирская
2,2024-10-30 17:14:00,Свердловская
2,2024-10-30 19:20:00,Дальневосточная
3,2024-10-30 20:30:00,Западно-Сибирская
3,2024-10-30 23:00:00,Южно-Уральская
3,2024-10-30 23:00:00,Южно-Уральская
3,2024-10-31 00:50:00,Западно-Сибирская
2,2024-10-31 04:51:00,Восточно-Сибирская
2,2024-10-31 07:11:00,Забайкальская
3,2024-10-31 16:46:00,Восточно-Сибирская
2,2024-10-31 19:49:00,Западно-Сибирская
1,2024-10-31 23:11:00,Западно-Сибирская
2,2024-01-11 01:36:00,Северная
3,2024-02-11 09:45:00,Красноярская
2,2024-03-11 11:17:00,Забайкальская
3,2024-03-11 12:44:00,Южно-Уральская
3,2024-03-11 17:36:00,Южно-Уральская
2,2024-03-11 19:06:00,Забайкальская
3,2024-04-11 01:55:00,Западно-Сибирская
3,2024-04-11 02:00:00,Северная
1,2024-04-11 02:22:00,Забайкальская
2,2024-04-11 02:54:00,Западно-Сибирская
2,2024-04-11 11:43:00,Южно-Уральская
2,2024-04-11 16:02:00,Восточно-Сибирская
3,2024-04-11 18:56:00,Красноярская
1,2024-04-11 19:00:00,Западно-Сибирская
3,2024-05-11 09:00:00,Северная
3,2024-05-11 13:46:00,Южно-Уральская
2,2024-05-11 17:22:00,Забайкальская
3,2024-05-11 22:35:00,Восточно-Сибирская
2,2024-06-11 04:40:00,Красноярская
3,2024-06-11 04:45:00,Южно-Уральская
2,2024-06-11 06:40:00,Восточно-Сибирская
3,2024-06-11 11:27:00,Восточно-Сибирская
2,2024-06-11 13:48:00,Восточно-Сибирская
2,2024-06-11 23:20:00,Восточно-Сибирская
1,2024-06-11 23:31:00,Западно-Сибирская
2,2024-07-11 04:36:00,Свердловская
3,2024-08-11 05:50:00,Забайкальская
2,2024-09-11 09:08:00,Свердловская
2,2024-09-11 10:18:00,Свердловская
3,2024-09-11 10:20:00,Дальневосточная
3,2024-09-11 14:19:00,Южно-Уральская
2,2024-09-11 20:13:00,Восточно-Сибирская
1,2024-10-11 17:55:00,Западно-Сибирская
3,2024-11-11 01:04:00,Красноярская
1,2024-11-11 07:16:00,Западно-Сибирская
1,2024-11-11 08:56:00,Западно-Сибирская
2,2024-11-11 13:41:00,Восточно-Сибирская
3,2024-11-11 14:52:00,Западно-Сибирская
1,2024-11-11 21:21:00,Западно-Сибирская
2,2024-11-11 21:59:00,Западно-Сибирская
3,2024-12-11 02:00:00,Забайкальская
3,2024-12-11 10:17:00,Восточно-Сибирская
3,2024-11-13 00:18:00,Западно-Сибирская
2,2024-11-13 00:47:00,Восточно-Сибирская
3,2024-11-13 06:00:00,Забайкальская
1,2024-11-13 09:58:00,Октябрьская
3,2024-11-13 14:50:00,Восточно-Сибирская
2,2024-11-13 15:41:00,Свердловская
3,2024-11-14 02:39:00,Западно-Сибирская
1,2024-11-14 03:30:00,Дальневосточная
3,2024-11-14 22:09:00,Юго-Восточная
1,2024-11-15 17:03:00,Забайкальская
2,2024-11-15 17:45:00,Восточно-Сибирская
2,2024-11-15 19:50:00,Северная
2,2024-11-15 20:35:00,Восточно-Сибирская
2,2024-11-15 21:55:00,Восточно-Сибирская
3,2024-11-15 22:16:00,Южно-Уральская
3,2024-11-16 00:10:00,Восточно-Сибирская
3,2024-11-16 03:18:00,Южно-Уральская
3,2024-11-16 03:19:00,Южно-Уральская
3,2024-11-16 07:08:00,Октябрьская
2,2024-11-16 11:49:00,Забайкальская
3,2024-11-16 12:16:00,Южно-Уральская
2,2024-11-18 01:15:00,Северная
1,2024-11-18 09:20:00,Красноярская
3,2024-11-19 19:17:00,Западно-Сибирская
3,2024-11-19 21:09:00,Западно-Сибирская
2,2024-11-19 23:06:00,Восточно-Сибирская
1,2024-11-21 05:41:00,Октябрьская
1,2024-11-21 07:47:00,Забайкальская
3,2024-11-23 01:20:00,Южно-Уральская
3,2024-11-23 19:42:00,Забайкальская
1,2024-11-24 00:26:00,Северная
3,2024-11-24 00:50:00,Забайкальская
1,2024-11-24 17:50:00,Западно-Сибирская
3,2024-11-24 22:55:00,Октябрьская
3,2024-11-25 06:00:00,Московская
3,2024-11-25 06:34:00,Октябрьская
3,2024-11-25 18:25:00,Южно-Уральская
1,2024-11-25 18:33:00,Западно-Сибирская
3,2024-11-26 18:47:00,Красноярская
3,2024-11-26 21:15:00,Свердловская
2,2024-11-26 23:35:00,Дальневосточная
2,2024-11-27 00:11:00,Красноярская
3,2024-11-27 01:05:00,Свердловская
3,2024-11-27 13:01:00,Южно-Уральская
1,2024-11-27 17:15:00,Дальневосточная
2,2024-11-27 17:48:00,Восточно-Сибирская
3,2024-11-27 21:46:00,Западно-Сибирская
3,2024-11-27 23:59:00,Южно-Уральская
3,2024-11-28 13:00:00,Красноярская
3,2024-11-28 21:05:00,Южно-Уральская
1,2024-11-28 21:50:00,Забайкальская
3,2024-11-29 03:27:00,Октябрьская
3,2024-11-29 04:00:00,Южно-Уральская
3,2024-11-29 06:40:00,Красноярская
3,2024-11-29 07:04:00,Свердловская
3,2024-11-29 19:20:00,Забайкальская
3,2024-11-30 00:27:00,Южно-Уральская
3,2024-11-30 01:07:00,Красноярская
2,2024-11-30 09:00:00,Северная
2,2024-11-30 11:00:00,Восточно-Сибирская
3,2024-11-30 17:33:00,Западно-Сибирская
3,2024-11-30 18:45:00,Восточно-Сибирская
2,2024-01-12 09:08:00,Восточно-Сибирская
3,2024-02-12 04:20:00,Южно-Уральская
3,2024-02-12 05:00:00,Восточно-Сибирская
2,2024-02-12 10:19:00,Восточно-Сибирская
3,2024-02-12 11:25:00,Южно-Уральская
2,2024-02-12 14:08:00,Забайкальская
2,2024-02-12 15:10:00,Восточно-Сибирская
2,2024-02-12 16:00:00,Восточно-Сибирская
3,2024-02-12 16:40:00,Северная
1,2024-03-12 04:43:00,Восточно-Сибирская
3,2024-03-12 05:20:00,Западно-Сибирская
2,2024-03-12 09:53:00,Дальневосточная
3,2024-03-12 17:11:00,Октябрьская
3,2024-04-12 07:48:00,Южно-Уральская
1,2024-04-12 10:00:00,Красноярская
3,2024-04-12 10:00:00,Красноярская
3,2024-04-12 13:10:00,Западно-Сибирская
1,2024-04-12 16:07:00,Красноярская
2,2024-04-12 18:45:00,Восточно-Сибирская
2,2024-05-12 21:20:00,Октябрьская
3,2024-06-12 03:15:00,Западно-Сибирская
3,2024-06-12 10:20:00,Южно-Уральская
3,2024-06-12 22:00:00,Октябрьская
3,2024-07-12 07:26:00,Куйбышевская
3,2024-07-12 15:03:00,Южно-Уральская
3,2024-07-12 16:00:00,Западно-Сибирская
3,2024-07-12 17:40:00,Западно-Сибирская
3,2024-08-12 05:47:00,Забайкальская
3,2024-08-12 09:51:00,Свердловская
3,2024-08-12 10:11:00,Южно-Уральская
3,2024-08-12 13:59:00,Западно-Сибирская
2,2024-08-12 15:44:00,Восточно-Сибирская
2,2024-09-12 04:15:00,Дальневосточная
3,2024-09-12 04:40:00,Южно-Уральская
3,2024-09-12 11:34:00,Северная
3,2024-09-12 12:24:00,Западно-Сибирская
2,2024-09-12 15:40:00,Свердловская
1,2024-09-12 20:24:00,Забайкальская
1,2024-11-12 01:30:00,Октябрьская
1,2024-11-12 08:20:00,Забайкальская
3,2024-11-12 10:40:00,Западно-Сибирская
2,2024-12-12 01:41:00,Южно-Уральская
1,2024-12-12 02:12:00,Забайкальская
3,2024-12-12 06:38:00,Красноярская
2,2024-12-12 16:18:00,Восточно-Сибирская
1,2024-12-12 16:20:00,Забайкальская
3,2024-12-12 19:40:00,Восточно-Сибирская
2,2024-12-13 03:16:00,Южно-Уральская
3,2024-12-13 15:30:00,Западно-Сибирская
1,2024-12-13 20:02:00,Октябрьская
3,2024-12-14 04:57:00,Южно-Уральская
3,2024-12-14 17:27:00,Забайкальская
1,2024-12-14 18:43:00,Дальневосточная
2,2024-12-14 19:36:00,Восточно-Сибирская
1,2024-12-15 01:05:00,Западно-Сибирская
3,2024-12-15 06:47:00,Октябрьская
3,2024-12-15 17:10:00,Южно-Уральская
2,2024-12-16 04:57:00,Западно-Сибирская
3,2024-12-16 06:23:00,Западно-Сибирская
3,2024-12-16 06:26:00,Западно-Сибирская
3,2024-12-16 06:28:00,Западно-Сибирская
2,2024-12-16 12:00:00,Восточно-Сибирская
2,2024-12-17 07:28:00,Красноярская
1,2024-12-17 18:00:00,Западно-Сибирская
2,2024-12-18 03:20:00,Дальневосточная
2,2024-12-19 03:36:00,Северная
3,2024-12-19 04:55:00,Восточно-Сибирская
3,2024-12-19 08:30:00,Восточно-Сибирская
3,2024-12-19 11:53:00,Свердловская
2,2024-12-19 20:54:00,Красноярская
3,2024-12-20 01:25:00,Западно-Сибирская
3,2024-12-20 07:50:00,Западно-Сибирская
2,2024-12-20 10:06:00,Западно-Сибирская
2,2024-12-20 12:50:00,Восточно-Сибирская
1,2024-12-20 17:57:00,Забайкальская
2,2024-12-20 18:50:00,Октябрьская
1,2024-12-20 19:59:00,Западно-Сибирская
2,2024-12-21 00:30:00,Западно-Сибирская
2,2024-12-21 02:52:00,Забайкальская
1,2024-12-21 11:08:00,Восточно-Сибирская
2,2024-12-22 04:45:00,Восточно-Сибирская
2,2024-12-22 05:34:00,Северная
2,2024-12-22 05:58:00,Западно-Сибирская
2,2024-12-22 07:58:00,Западно-Сибирская
3,2024-12-22 10:10:00,Забайкальская
1,2024-12-22 16:31:00,Дальневосточная
2,2024-12-22 18:55:00,Восточно-Сибирская
2,2024-12-23 00:52:00,Октябрьская
2,2024-12-23 07:23:00,Забайкальская
2,2024-12-23 10:38:00,Забайкальская
3,2024-12-23 15:33:00,Октябрьская
3,2024-12-23 16:26:00,Октябрьская
2,2024-12-24 06:11:00,Забайкальская
3,2024-12-24 13:25:00,Забайкальская
2,2024-12-24 14:00:00,Западно-Сибирская
1,2024-12-24 22:10:00,Забайкальская
3,2024-12-25 06:27:00,Восточно-Сибирская
3,2024-12-25 19:55:00,Западно-Сибирская
3,2024-12-25 20:07:00,Дальневосточная
3,2024-12-25 21:50:00,Красноярская
3,2024-12-25 21:55:00,Западно-Сибирская
2,2024-12-26 10:30:00,Забайкальская
1,2024-12-26 12:14:00,Куйбышевская
2,2024-12-27 02:11:00,Северная
2,2024-12-27 07:17:00,Дальневосточная
3,2024-12-27 22:00:00,Красноярская
3,2024-12-28 00:16:00,Южно-Уральская
2,2024-12-28 09:05:00,Забайкальская
2,2024-12-28 10:05:00,Красноярская
2,2024-12-28 14:53:00,Забайкальская
3,2024-12-28 14:57:00,Южно-Уральская
2,2024-12-28 15:50:00,Красноярская
2,2024-12-29 03:01:00,Восточно-Сибирская
2,2024-12-29 23:11:00,Западно-Сибирская
3,2024-12-30 03:08:00,Северо-Кавказская
2,2024-12-30 04:30:00,Красноярская
3,2024-12-30 04:51:00,Забайкальская
2,2024-12-30 07:10:00,Дальневосточная
2,2024-12-30 08:01:00,Дальневосточная
1,2024-12-30 10:41:00,Дальневосточная
3,2024-12-30 16:01:00,Куйбышевская
3,2024-12-31 01:05:00,Красноярская
2,2024-12-31 11:10:00,Западно-Сибирская
