CATEGORY,START_TIME,ROAD
3,2024-05-16 14:41:00,Свердловская
2,2024-05-16 17:14:00,Южно-Уральская
2,2024-05-17 03:22:00,Восточно-Сибирская
3,2024-05-18 19:00:00,Московская
3,2024-05-19 00:30:00,Красноярская
3,2024-05-19 02:10:00,Западно-Сибирская
3,2024-05-19 04:00:00,Красноярская
3,2024-05-19 06:24:00,Свердловская
3,2024-05-19 12:50:00,Забайкальская
2,2024-05-19 20:47:00,Дальневосточная
3,2024-05-20 00:55:00,Северная
1,2024-05-20 02:59:00,Дальневосточная
2,2024-05-20 05:38:00,Восточно-Сибирская
3,2024-05-20 08:35:00,Южно-Уральская
3,2024-05-20 08:56:00,Красноярская
3,2024-05-20 09:22:00,Забайкальская
3,2024-05-20 14:42:00,Восточно-Сибирская
3,2024-05-21 06:43:00,Октябрьская
3,2024-05-21 11:09:00,Куйбышевская
3,2024-05-21 13:36:00,Красноярская
1,2024-05-21 15:59:00,Октябрьская
3,2024-05-21 17:23:00,Красноярская
3,2024-05-22 22:15:00,Южно-Уральская
3,2024-05-23 09:30:00,Красноярская
3,2024-05-23 11:50:00,Западно-Сибирская
2,2024-05-23 22:39:00,Южно-Уральская
2,2024-05-24 06:28:00,Северная
1,2024-05-24 12:11:00,Октябрьская
2,2024-05-24 17:34:00,Северная
2,2024-05-24 20:06:00,Восточно-Сибирская
3,2024-05-25 01:06:00,Южно-Уральская
3,2024-05-25 04:45:00,Южно-Уральская
3,2024-05-25 07:00:00,Дальневосточная
3,2024-05-25 19:30:00,Юго-Восточная
3,2024-05-25 21:30:00,Куйбышевская
3,2024-05-25 21:42:00,Восточно-Сибирская
2,2024-05-26 07:18:00,Восточно-Сибирская
3,2024-05-26 13:16:00,Южно-Уральская
2,2024-05-26 20:20:00,Восточно-Сибирская
3,2024-05-26 22:42:00,Южно-Уральская
2,2024-05-26 22:45:00,Забайкальская
2,2024-05-27 05:50:00,Дальневосточная
2,2024-05-27 08:55:00,Восточно-Сибирская
2,2024-05-27 14:23:00,Забайкальская
3,2024-05-27 19:46:00,Восточно-Сибирская
3,2024-05-28 00:17:00,Дальневосточная
3,2024-05-28 15:07:00,Северная
3,2024-05-28 15:16:00,Красноярская
3,2024-05-28 18:14:00,Забайкальская
3,2024-05-28 23:59:00,Забайкальская
2,2024-05-29 01:50:00,Свердловская
3,2024-05-29 09:05:00,Западно-Сибирская
2,2024-05-29 11:44:00,Свердловская
2,2024-05-29 21:50:00,Красноярская
2,2024-05-30 00:38:00,Восточно-Сибирская
2,2024-05-30 00:40:00,Северная
3,2024-05-30 01:57:00,Октябрьская
3,2024-05-30 07:49:00,Московская
2,2024-05-30 10:32:00,Дальневосточная
3,2024-05-30 20:10:00,Западно-Сибирская
3,2024-05-30 20:29:00,Куйбышевская
1,2024-05-30 23:16:00,Забайкальская
3,2024-05-31 00:19:00,Свердловская
3,2024-05-31 04:40:00,Восточно-Сибирская
2,2024-05-31 10:25:00,Дальневосточная
3,2024-05-31 11:57:00,Южно-Уральская
3,2024-05-31 15:51:00,Южно-Уральская
3,2024-05-31 18:02:00,Красноярская
3,2024-05-31 18:45:00,Красноярская
2,2024-01-06 07:40:00,Забайкальская
2,2024-01-06 10:21:00,Восточно-Сибирская
3,2024-01-06 16:20:00,Восточно-Сибирская
3,2024-01-06 23:25:00,Восточно-Сибирская
2,2024-02-06 03:09:00,Забайкальская
3,2024-03-06 07:09:00,Восточно-Сибирская
3,2024-03-06 16:18:00,Куйбышевская
3,2024-04-06 15:21:00,Восточно-Сибирская
3,2024-04-06 16:36:00,Южно-Уральская
3,2024-04-06 18:52:00,Свердловская
2,2024-04-06 19:29:00,Северная
3,2024-04-06 21:50:00,Красноярская
3,2024-05-06 02:30:00,Южно-Уральская
1,2024-05-06 07:50:00,Горьковская
3,2024-05-06 10:48:00,Восточно-Сибирская
2,2024-05-06 10:51:00,Забайкальская
2,2024-05-06 11:44:00,Свердловская
3,2024-05-06 17:10:00,Западно-Сибирская
3,2024-05-06 21:50:00,Свердловская
3,2024-06-06 02:45:00,Забайкальская
3,2024-06-06 09:59:00,Свердловская
2,2024-06-06 17:59:00,Красноярская
3,2024-06-06 18:42:00,Куйбышевская
2,2024-06-06 23:44:00,Восточно-Сибирская
1,2024-07-06 07:34:00,Забайкальская
2,2024-07-06 10:31:00,Забайкальская
3,2024-08-06 08:50:00,Восточно-Сибирская
3,2024-08-06 09:50:00,Красноярская
3,2024-08-06 16:23:00,Западно-Сибирская
2,2024-08-06 18:40:00,Восточно-Сибирская
2,2024-08-06 19:30:00,Восточно-Сибирская
2,2024-09-06 00:39:00,Восточно-Сибирская
3,2024-09-06 02:07:00,Куйбышевская
3,2024-09-06 06:30:00,Красноярская
3,2024-09-06 07:15:00,Свердловская
3,2024-09-06 14:29:00,Красноярская
3,2024-09-06 15:28:00,Красноярская
2,2024-09-06 22:00:00,Восточно-Сибирская
2,2024-10-06 07:39:00,Восточно-Сибирская
2,2024-10-06 10:08:00,Дальневосточная
3,2024-10-06 13:18:00,Красноярская
3,2024-10-06 17:29:00,Юго-Восточная
3,2024-11-06 01:10:00,Красноярская
2,2024-11-06 02:17:00,Забайкальская
3,2024-11-06 02:25:00,Красноярская
3,2024-11-06 12:03:00,Октябрьская
3,2024-11-06 22:10:00,Западно-Сибирская
2,2024-11-06 22:22:00,Восточно-Сибирская
3,2024-12-06 03:22:00,Красноярская
2,2024-12-06 11:55:00,Красноярская
3,2024-12-06 13:10:00,Красноярская
3,2024-12-06 13:54:00,Западно-Сибирская
2,2024-12-06 21:58:00,Восточно-Сибирская
3,2024-12-06 22:32:00,Восточно-Сибирская
3,2024-06-13 11:38:00,Южно-Уральская
3,2024-06-13 12:48:00,Западно-Сибирская
3,2024-06-13 13:57:00,Красноярская
3,2024-06-14 00:20:00,Западно-Сибирская
3,2024-06-14 01:07:00,Свердловская
3,2024-06-14 02:03:00,Красноярская
1,2024-06-14 13:39:00,Октябрьская
3,2024-06-14 17:13:00,Красноярская
2,2024-06-14 18:25:00,Дальневосточная
3,2024-06-14 18:33:00,Забайкальская
2,2024-06-14 20:10:00,Восточно-Сибирская
3,2024-06-14 21:13:00,Свердловская
3,2024-06-14 22:48:00,Южно-Уральская
2,2024-06-15 09:40:00,Восточно-Сибирская
2,2024-06-15 18:37:00,Красноярская
2,2024-06-16 21:11:00,Дальневосточная
2,2024-06-16 23:05:00,Восточно-Сибирская
2,2024-06-17 00:35:00,Восточно-Сибирская
3,2024-06-17 06:57:00,Южно-Уральская
2,2024-06-17 10:52:00,Западно-Сибирская
3,2024-06-17 11:15:00,Красноярская
3,2024-06-17 11:33:00,Восточно-Сибирская
2,2024-06-18 00:18:00,Забайкальская
3,2024-06-18 03:30:00,Красноярская
3,2024-06-18 05:10:00,Красноярская
2,2024-06-18 10:47:00,Восточно-Сибирская
3,2024-06-18 17:20:00,Красноярская
2,2024-06-19 00:02:00,Восточно-Сибирская
2,2024-06-19 05:26:00,Восточно-Сибирская
3,2024-06-19 19:45:00,Южно-Уральская
2,2024-06-19 19:49:00,Восточно-Сибирская
2,2024-06-20 01:09:00,Восточно-Сибирская
3,2024-06-20 02:31:00,Красноярская
3,2024-06-20 07:41:00,Свердловская
3,2024-06-20 08:48:00,Свердловская
1,2024-06-20 09:13:00,Горьковская
3,2024-06-20 09:13:00,Южно-Уральская
3,2024-06-20 11:20:00,Западно-Сибирская
3,2024-06-20 19:31:00,Южно-Уральская
3,2024-06-21 03:03:00,Южно-Уральская
2,2024-06-21 14:23:00,Октябрьская
2,2024-06-21 16:41:00,Красноярская
3,2024-06-22 04:10:00,Красноярская
3,2024-06-22 13:00:00,Красноярская
2,2024-06-22 20:15:00,Северная
3,2024-06-23 01:04:00,Свердловская
2,2024-06-23 09:50:00,Восточно-Сибирская
2,2024-06-23 20:00:00,Восточно-Сибирская
1,2024-06-23 23:10:00,Октябрьская
3,2024-06-24 07:22:00,Западно-Сибирская
2,2024-06-24 07:38:00,Восточно-Сибирская
2,2024-06-24 15:05:00,Восточно-Сибирская
2,2024-06-25 17:01:00,Северная
3,2024-06-25 17:05:00,Восточно-Сибирская
3,2024-06-25 21:02:00,Восточно-Сибирская
3,2024-06-26 01:59:00,Западно-Сибирская
3,2024-06-26 07:25:00,Южно-Уральская
1,2024-06-26 07:37:00,Дальневосточная
2,2024-06-26 12:15:00,Восточно-Сибирская
2,2024-06-26 22:50:00,Восточно-Сибирская
3,2024-06-27 00:17:00,Восточно-Сибирская
2,2024-06-27 02:35:00,Дальневосточная
2,2024-06-27 07:50:00,Восточно-Сибирская
1,2024-06-28 03:12:00,Западно-Сибирская
2,2024-06-28 22:20:00,Западно-Сибирская
2,2024-06-29 19:05:00,Забайкальская
2,2024-06-30 01:58:00,Дальневосточная
1,2024-06-30 04:21:00,Западно-Сибирская
2,2024-06-30 05:40:00,Красноярская
3,2024-06-30 10:36:00,Куйбышевская
2,2024-06-30 13:38:00,Октябрьская
3,2024-06-30 21:10:00,Дальневосточная
3,2024-06-30 23:10:00,Восточно-Сибирская
2,2024-01-07 09:05:00,Восточно-Сибирская
3,2024-01-07 10:26:00,Октябрьская
3,2024-02-07 07:26:00,Дальневосточная
1,2024-02-07 11:08:00,Западно-Сибирская
3,2024-02-07 14:50:00,Куйбышевская
2,2024-02-07 18:59:00,Горьковская
2,2024-03-07 06:58:00,Восточно-Сибирская
2,2024-03-07 08:40:00,Дальневосточная
2,2024-03-07 09:38:00,Дальневосточная
2,2024-03-07 11:00:00,Дальневосточная
2,2024-03-07 14:00:00,Дальневосточная
3,2024-04-07 08:00:00,Восточно-Сибирская
2,2024-04-07 10:04:00,Восточно-Сибирская
2,2024-04-07 10:07:00,Восточно-Сибирская
3,2024-04-07 15:08:00,Забайкальская
3,2024-05-07 03:46:00,Свердловская
3,2024-05-07 11:10:00,Свердловская
2,2024-05-07 12:00:00,Восточно-Сибирская
2,2024-06-07 02:40:00,Красноярская
3,2024-06-07 09:45:00,Свердловская
2,2024-06-07 14:39:00,Дальневосточная
3,2024-07-07 02:50:00,Красноярская
2,2024-07-07 04:52:00,Западно-Сибирская
1,2024-07-07 14:48:00,Забайкальская
2,2024-07-07 16:50:00,Восточно-Сибирская
3,2024-07-07 22:55:00,Свердловская
2,2024-08-07 04:56:00,Октябрьская
2,2024-08-07 10:08:00,Восточно-Сибирская
2,2024-08-07 12:36:00,Северная
3,2024-08-07 13:00:00,Восточно-Сибирская
1,2024-08-07 17:02:00,Дальневосточная
2,2024-08-07 17:15:00,Восточно-Сибирская
2,2024-08-07 20:40:00,Красноярская
3,2024-08-07 23:46:00,Восточно-Сибирская
3,2024-09-07 04:41:00,Красноярская
1,2024-09-07 09:21:00,Западно-Сибирская
2,2024-09-07 13:37:00,Дальневосточная
3,2024-09-07 15:35:00,Западно-Сибирская
2,2024-10-07 11:48:00,Восточно-Сибирская
2,2024-10-07 15:40:00,Восточно-Сибирская
2,2024-10-07 15:50:00,Восточно-Сибирская
2,2024-11-07 11:01:00,Забайкальская
3,2024-11-07 20:10:00,Западно-Сибирская
3,2024-11-07 21:01:00,Забайкальская
3,2024-12-07 10:30:00,Восточно-Сибирская
3,2024-12-07 10:40:00,Забайкальская
2,2024-12-07 23:09:00,Дальневосточная
2,2024-12-07 23:16:00,Восточно-Сибирская
3,2024-07-13 07:39:00,Красноярская
3,2024-07-13 12:28:00,Забайкальская
3,2024-07-14 22:08:00,Восточно-Сибирская
3,2024-07-15 08:40:00,Северная
3,2024-07-15 09:58:00,Дальневосточная
1,2024-07-15 10:58:00,Северная
3,2024-07-15 14:04:00,Северная
1,2024-07-15 21:58:00,Забайкальская
3,2024-07-16 05:29:00,Свердловская
2,2024-07-16 15:00:00,Свердловская
2,2024-07-17 13:38:00,Восточно-Сибирская
3,2024-07-17 14:42:00,Северная
3,2024-07-17 21:48:00,Свердловская
2,2024-07-18 04:42:00,Восточно-Сибирская
3,2024-07-18 13:31:00,Дальневосточная
3,2024-07-18 21:06:00,Западно-Сибирская
2,2024-07-19 05:41:00,Забайкальская
2,2024-07-19 11:22:00,Западно-Сибирская
3,2024-07-19 23:44:00,Свердловская
3,2024-07-20 10:00:00,Западно-Сибирская
2,2024-07-20 12:48:00,Восточно-Сибирская
3,2024-07-20 18:20:00,Куйбышевская
3,2024-07-20 20:40:00,Красноярская
3,2024-07-21 18:04:00,Московская
3,2024-07-21 20:19:00,Дальневосточная
3,2024-07-22 00:20:00,Западно-Сибирская
3,2024-07-22 17:54:00,Забайкальская
3,2024-07-23 02:54:00,Западно-Сибирская
2,2024-07-23 05:08:00,Дальневосточная
2,2024-07-23 19:06:00,Восточно-Сибирская
2,2024-07-23 21:54:00,Восточно-Сибирская
3,2024-07-23 22:42:00,Свердловская
3,2024-07-24 18:50:00,Красноярская
3,2024-07-24 20:35:00,Западно-Сибирская
3,2024-07-25 22:40:00,Западно-Сибирская
2,2024-07-25 23:50:00,Западно-Сибирская
3,2024-07-26 15:23:00,Восточно-Сибирская
3,2024-07-26 15:24:00,Восточно-Сибирская
3,2024-07-26 23:30:00,Западно-Сибирская
3,2024-07-26 23:30:00,Западно-Сибирская
3,2024-07-26 23:30:00,Западно-Сибирская
3,2024-07-27 00:59:00,Западно-Сибирская
3,2024-07-27 02:30:00,Западно-Сибирская
3,2024-07-27 16:50:00,Красноярская
3,2024-07-27 20:53:00,Красноярская
3,2024-07-28 06:44:00,Забайкальская
1,2024-07-28 07:54:00,Дальневосточная
3,2024-07-28 21:35:00,Западно-Сибирская
3,2024-07-28 21:48:00,Западно-Сибирская
2,2024-07-29 07:04:00,Восточно-Сибирская
3,2024-07-29 07:27:00,Западно-Сибирская
3,2024-07-29 20:15:00,Западно-Сибирская
3,2024-07-29 20:32:00,Забайкальская
2,2024-07-30 06:25:00,Восточно-Сибирская
3,2024-07-30 14:15:00,Западно-Сибирская
3,2024-07-30 20:00:00,Куйбышевская
1,2024-07-30 22:50:00,Забайкальская
1,2024-07-31 07:41:00,Свердловская
3,2024-07-31 08:50:00,Южно-Уральская
2,2024-07-31 14:42:00,Западно-Сибирская
2,2024-07-31 14:45:00,Восточно-Сибирская
2,2024-07-31 16:32:00,Забайкальская
3,2024-07-31 19:20:00,Дальневосточная
2,2024-01-08 00:41:00,Забайкальская
3,2024-01-08 05:57:00,Западно-Сибирская
3,2024-01-08 06:50:00,Октябрьская
3,2024-01-08 07:30:00,Восточно-Сибирская
1,2024-01-08 11:05:00,Забайкальская
3,2024-02-08 01:41:00,Московская
2,2024-02-08 05:08:00,Восточно-Сибирская
3,2024-02-08 23:38:00,Октябрьская
3,2024-03-08 06:36:00,Московская
2,2024-03-08 10:37:00,Восточно-Сибирская
3,2024-03-08 15:21:00,Красноярская
2,2024-03-08 23:05:00,Восточно-Сибирская
2,2024-04-08 01:59:00,Забайкальская
2,2024-04-08 02:28:00,Дальневосточная
3,2024-04-08 08:19:00,Западно-Сибирская
3,2024-04-08 18:00:00,Западно-Сибирская
2,2024-04-08 21:19:00,Свердловская
3,2024-06-08 08:13:00,Южно-Уральская
3,2024-06-08 12:00:00,Московская
3,2024-06-08 12:40:00,Северная
3,2024-06-08 14:46:00,Красноярская
3,2024-06-08 17:58:00,Восточно-Сибирская
3,2024-08-08 03:45:00,Южно-Уральская
3,2024-09-08 00:44:00,Свердловская
3,2024-09-08 19:20:00,Южно-Уральская
3,2024-09-08 23:26:00,Западно-Сибирская
2,2024-10-08 00:24:00,Восточно-Сибирская
3,2024-10-08 09:40:00,Южно-Уральская
2,2024-10-08 10:53:00,Восточно-Сибирская
2,2024-10-08 11:00:00,Восточно-Сибирская
2,2024-10-08 13:57:00,Красноярская
2,2024-10-08 17:09:00,Октябрьская
2,2024-11-08 07:07:00,Свердловская
3,2024-11-08 14:19:00,Октябрьская
3,2024-11-08 18:40:00,Восточно-Сибирская
3,2024-12-08 17:28:00,Забайкальская
3,2024-08-13 00:12:00,Красноярская
2,2024-08-13 05:40:00,Восточно-Сибирская
1,2024-08-13 07:55:00,Октябрьская
3,2024-08-13 15:37:00,Красноярская
1,2024-08-13 16:41:00,Западно-Сибирская
3,2024-08-14 01:47:00,Западно-Сибирская
3,2024-08-14 02:40:00,Октябрьская
2,2024-08-14 08:16:00,Свердловская
2,2024-08-14 09:32:00,Восточно-Сибирская
2,2024-08-14 09:40:00,Октябрьская
2,2024-08-15 05:32:00,Восточно-Сибирская
2,2024-08-15 07:05:00,Дальневосточная
3,2024-08-15 12:05:00,Восточно-Сибирская
2,2024-08-15 12:21:00,Восточно-Сибирская
2,2024-08-15 14:11:00,Восточно-Сибирская
2,2024-08-15 14:37:00,Красноярская
3,2024-08-15 16:29:00,Восточно-Сибирская
3,2024-08-16 02:40:00,Северная
3,2024-08-16 04:49:00,Южно-Уральская
2,2024-08-16 11:58:00,Забайкальская
3,2024-08-16 14:09:00,Красноярская
3,2024-08-16 15:30:00,Западно-Сибирская
2,2024-08-16 21:11:00,Восточно-Сибирская
3,2024-08-17 03:07:00,Красноярская
2,2024-08-18 06:30:00,Забайкальская
2,2024-08-18 09:51:00,Забайкальская
2,2024-08-18 10:05:00,Забайкальская
2,2024-08-18 12:00:00,Восточно-Сибирская
3,2024-08-18 13:27:00,Северная
3,2024-08-18 16:13:00,Свердловская
2,2024-08-19 17:30:00,Западно-Сибирская
2,2024-08-20 02:45:00,Восточно-Сибирская
2,2024-08-20 23:46:00,Восточно-Сибирская
2,2024-08-21 01:10:00,Восточно-Сибирская
2,2024-08-21 10:30:00,Восточно-Сибирская
2,2024-08-21 17:25:00,Красноярская
2,2024-08-22 00:59:00,Северная
3,2024-08-22 02:32:00,Октябрьская
3,2024-08-23 00:52:00,Западно-Сибирская
2,2024-08-23 04:29:00,Дальневосточная
3,2024-08-23 08:00:00,Северная
1,2024-08-23 09:55:00,Забайкальская
2,2024-08-23 17:12:00,Свердловская
2,2024-08-23 21:19:00,Октябрьская
3,2024-08-23 23:12:00,Красноярская
2,2024-08-24 12:24:00,Восточно-Сибирская
2,2024-08-25 10:59:00,Восточно-Сибирская
3,2024-08-25 18:20:00,Красноярская
2,2024-08-25 19:55:00,Дальневосточная
2,2024-08-26 00:03:00,Восточно-Сибирская
3,2024-08-26 12:44:00,Свердловская
2,2024-08-26 15:06:00,Восточно-Сибирская
3,2024-08-27 04:37:00,Южно-Уральская
3,2024-08-27 04:37:00,Южно-Уральская
3,2024-08-27 04:51:00,Свердловская
2,2024-08-27 05:32:00,Восточно-Сибирская
2,2024-08-27 10:05:00,Восточно-Сибирская
3,2024-08-27 17:32:00,Южно-Уральская
2,2024-08-27 21:46:00,Восточно-Сибирская
2,2024-08-27 21:52:00,Восточно-Сибирская
3,2024-08-28 01:02:00,Западно-Сибирская
2,2024-08-28 04:05:00,Забайкальская
2,2024-08-28 08:16:00,Восточно-Сибирская
2,2024-08-28 08:56:00,Восточно-Сибирская
3,2024-08-28 10:53:00,Западно-Сибирская
3,2024-08-28 11:32:00,Западно-Сибирская
3,2024-08-28 12:32:00,Свердловская
3,2024-08-28 19:10:00,Южно-Уральская
3,2024-08-28 19:43:00,Западно-Сибирская
2,2024-08-29 06:20:00,Красноярская
3,2024-08-29 06:28:00,Южно-Уральская
2,2024-08-29 17:09:00,Октябрьская
2,2024-08-29 18:28:00,Восточно-Сибирская
2,2024-08-29 19:00:00,Восточно-Сибирская
2,2024-08-30 07:25:00,Свердловская
3,2024-08-30 07:27:00,Южно-Уральская
3,2024-08-30 09:45:00,Свердловская
2,2024-08-30 11:24:00,Восточно-Сибирская
3,2024-08-30 15:29:00,Октябрьская
3,2024-08-30 17:08:00,Красноярская
3,2024-08-31 03:48:00,Забайкальская
2,2024-08-31 07:40:00,Северная
3,2024-08-31 09:23:00,Красноярская
2,2024-08-31 10:02:00,Дальневосточная
2,2024-08-31 12:27:00,Красноярская
2,2024-08-31 16:18:00,Октябрьская
3,2024-08-31 19:45:00,Свердловская
1,2024-08-31 23:49:00,Октябрьская
3,2024-01-09 00:55:00,Октябрьская
3,2024-01-09 12:37:00,Забайкальская
3,2024-02-09 14:32:00,Красноярская
2,2024-02-09 19:22:00,Восточно-Сибирская
1,2024-03-09 06:40:00,Западно-Сибирская
3,2024-03-09 10:10:00,Красноярская
2,2024-03-09 18:25:00,Октябрьская
2,2024-04-09 00:36:00,Октябрьская
3,2024-04-09 12:33:00,Красноярская
2,2024-04-09 16:44:00,Восточно-Сибирская
2,2024-04-09 21:20:00,Восточно-Сибирская
3,2024-04-09 22:41:00,Московская
2,2024-05-09 11:05:00,Восточно-Сибирская
3,2024-05-09 13:40:00,Южно-Уральская
3,2024-05-09 13:40:00,Южно-Уральская
3,2024-05-09 13:40:00,Южно-Уральская
2,2024-06-09 00:28:00,Северная
2,2024-06-09 03:37:00,Восточно-Сибирская
3,2024-06-09 04:21:00,Южно-Уральская
2,2024-06-09 09:34:00,Забайкальская
3,2024-06-09 09:55:00,Дальневосточная
1,2024-06-09 11:40:00,Западно-Сибирская
3,2024-06-09 19:50:00,Западно-Сибирская
3,2024-07-09 07:14:00,Красноярская
2,2024-07-09 15:16:00,Западно-Сибирская
3,2024-07-09 20:05:00,Южно-Уральская
3,2024-07-09 21:07:00,Московская
1,2024-08-09 05:40:00,Забайкальская
3,2024-08-09 12:34:00,Южно-Уральская
3,2024-08-09 19:16:00,Восточно-Сибирская
3,2024-09-09 03:27:00,Южно-Уральская
2,2024-09-09 14:50:00,Восточно-Сибирская
2,2024-09-09 15:40:00,Восточно-Сибирская
1,2024-10-09 00:01:00,Забайкальская
3,2024-10-09 09:15:00,Дальневосточная
3,2024-11-09 04:30:00,Восточно-Сибирская
2,2024-11-09 05:05:00,Восточно-Сибирская
1,2024-11-09 10:51:00,Забайкальская
3,2024-11-09 12:54:00,Юго-Восточная
2,2024-11-09 13:41:00,Забайкальская
3,2024-12-09 01:35:00,Западно-Сибирская
2,2024-12-09 09:50:00,Восточно-Сибирская
3,2024-12-09 11:00:00,Южно-Уральская
3,2024-12-09 12:54:00,Южно-Уральская
3,2024-12-09 17:39:00,Свердловская
3,2024-12-09 18:54:00,Красноярская
2,2024-09-13 11:02:00,Свердловская
1,2024-09-13 15:11:00,Забайкальская
3,2024-09-14 07:20:00,Октябрьская
3,2024-09-14 18:48:00,Юго-Восточная
2,2024-09-15 07:08:00,Дальневосточная
3,2024-09-15 11:26:00,Забайкальская
3,2024-09-17 02:42:00,Московская
1,2024-09-17 20:53:00,Забайкальская
3,2024-09-17 22:25:00,Октябрьская
3,2024-09-18 02:43:00,Западно-Сибирская
2,2024-09-18 02:51:00,Октябрьская
2,2024-09-18 12:40:00,Забайкальская
3,2024-09-19 03:53:00,Дальневосточная
3,2024-09-19 12:15:00,Свердловская
2,2024-09-19 14:08:00,Свердловская
2,2024-09-20 02:47:00,Забайкальская
2,2024-09-20 06:03:00,Забайкальская
2,2024-09-20 22:06:00,Красноярская
2,2024-09-21 08:15:00,Красноярская
3,2024-09-21 16:14:00,Восточно-Сибирская
3,2024-09-22 08:19:00,Южно-Уральская
3,2024-09-22 08:19:00,Южно-Уральская
2,2024-09-22 16:23:00,Октябрьская
3,2024-09-22 21:00:00,Западно-Сибирская
3,2024-09-23 02:12:00,Красноярская
3,2024-09-23 08:00:00,Красноярская
3,2024-09-23 13:09:00,Северная
3,2024-09-23 16:04:00,Восточно-Сибирская
1,2024-09-23 17:19:00,Красноярская
3,2024-09-23 23:37:00,Южно-Уральская
1,2024-09-24 03:12:00,Октябрьская
3,2024-09-24 14:39:00,Южно-Уральская
3,2024-09-24 17:33:00,Южно-Уральская
2,2024-09-25 00:04:00,Октябрьская
1,2024-09-25 06:39:00,Забайкальская
2,2024-09-25 16:00:00,Красноярская
3,2024-09-25 18:35:00,Красноярская
3,2024-09-25 19:38:00,Южно-Уральская
3,2024-09-25 19:40:00,Южно-Уральская
2,2024-09-26 10:03:00,Забайкальская
3,2024-09-27 02:41:00,Свердловская
2,2024-09-27 14:45:00,Свердловская
2,2024-09-27 14:55:00,Забайкальская
2,2024-09-27 18:56:00,Октябрьская
3,2024-09-28 00:25:00,Красноярская
3,2024-09-28 05:51:00,Восточно-Сибирская
2,2024-09-28 12:59:00,Восточно-Сибирская
2,2024-09-28 16:15:00,Свердловская
2,2024-09-28 17:10:00,Красноярская
2,2024-09-29 06:31:00,Восточно-Сибирская
2,2024-09-29 06:57:00,Восточно-Сибирская
3,2024-09-29 10:56:00,Южно-Уральская
3,2024-09-29 19:37:00,Западно-Сибирская
2,2024-09-29 19:41:00,Красноярская
3,2024-09-30 12:41:00,Московская
3,2024-09-30 14:40:00,Южно-Уральская
3,2024-09-30 21:21:00,Западно-Сибирская
3,2024-01-10 04:38:00,Южно-Уральская
3,2024-01-10 12:32:00,Октябрьская
2,2024-02-10 07:49:00,Забайкальская
3,2024-02-10 19:50:00,Западно-Сибирская
3,2024-02-10 22:30:00,Забайкальская
2,2024-02-10 23:33:00,Свердловская
2,2024-03-10 05:24:00,Дальневосточная
3,2024-03-10 08:57:00,Красноярская
3,2024-03-10 20:24:00,Красноярская
1,2024-05-10 17:14:00,Забайкальская
2,2024-05-10 21:01:00,Октябрьская
3,2024-06-10 02:05:00,Южно-Уральская
3,2024-06-10 02:05:00,Южно-Уральская
2,2024-07-10 02:24:00,Дальневосточная
1,2024-07-10 23:11:00,Забайкальская
3,2024-08-10 19:43:00,Западно-Сибирская
3,2024-08-10 20:35:00,Забайкальская
2,2024-08-10 20:59:00,Восточно-Сибирская
3,2024-08-10 21:57:00,Южно-Уральская
2,2024-09-10 08:25:00,Забайкальская
2,2024-10-10 09:10:00,Свердловская
3,2024-10-10 23:03:00,Свердловская
2,2024-11-10 05:25:00,Дальневосточная
3,2024-11-10 05:47:00,Западно-Сибирская
1,2024-11-10 08:40:00,Забайкальская
3,2024-12-10 01:38:00,Октябрьская
1,2024-12-10 18:18:00,Забайкальская
3,2024-10-13 02:03:00,Дальневосточная
3,2024-10-13 10:10:00,Куйбышевская
3,2024-10-13 13:05:00,Восточно-Сибирская
2,2024-10-13 15:51:00,Забайкальская
3,2024-10-13 18:29:00,Восточно-Сибирская
3,2024-10-14 04:57:00,Дальневосточная
2,2024-10-14 07:15:00,Красноярская
3,2024-10-14 10:52:00,Октябрьская
3,2024-10-14 14:30:00,Забайкальская
3,2024-10-14 21:49:00,Южно-Уральская
2,2024-10-15 00:58:00,Восточно-Сибирская
3,2024-10-15 04:55:00,Красноярская
3,2024-10-15 06:01:00,Свердловская
3,2024-10-15 21:12:00,Северо-Кавказская
2,2024-10-16 10:25:00,Северная
3,2024-10-17 00:45:00,Западно-Сибирская
3,2024-10-17 09:43:00,Южно-Уральская
3,2024-10-17 15:05:00,Южно-Уральская
3,2024-10-18 12:02:00,Южно-Уральская
2,2024-10-18 13:21:00,Западно-Сибирская
1,2024-10-19 13:17:00,Западно-Сибирская
3,2024-10-19 21:10:00,Восточно-Сибирская
2,2024-10-21 05:51:00,Забайкальская
3,2024-10-21 16:40:00,Южно-Уральская
3,2024-10-22 01:41:00,Западно-Сибирская
2,2024-10-22 05:26:00,Красноярская
3,2024-10-22 07:41:00,Южно-Уральская
3,2024-10-22 08:29:00,Южно-Уральская
3,2024-10-22 11:30:00,Октябрьская
3,2024-10-22 18:12:00,Южно-Уральская
3,2024-10-23 04:09:00,Красноярская
2,2024-10-23 04:34:00,Северная
3,2024-10-23 15:35:00,Западно-Сибирская
3,2024-10-23 15:48:00,Западно-Сибирская
3,2024-10-23 23:21:00,Западно-Сибирская
2,2024-10-24 02:55:00,Забайкальская
3,2024-10-24 07:00:00,Восточно-Сибирская
2,2024-10-24 07:51:00,Красноярская
3,2024-10-24 10:34:00,Красноярская
2,2024-10-24 12:41:00,Забайкальская
3,2024-10-24 17:30:00,Западно-Сибирская
2,2024-10-24 22:46:00,Красноярская
