INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
180,2024-06-05 10:13:00,Лето,0.0009182188048225,0.0012557917983804616,1.367638945951687,5.018691896743693,4.1,30,
