CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0,CUSUM_ALARM
2,13589522,2024-10-20 12:36:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-11","1шт ч(к учету 0,32ч)",,,"Контактная система, потеря контакта",CSH,2024,1.0,"0,32ч",,,,,292 days 07:42:00,420942.0,5423.0,136,0.8083832335329342,Осень,0.0002687429548287,0
3,13595453,2024-10-25 13:44:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,,"Срабатывание (перегорание), воздействие тягового тока",CSH,2024,,,,,,,297 days 08:50:00,428210.0,7268.0,137,0.8143712574850299,Осень,0.0002687429548287,0
3,13595658,2024-10-25 19:07:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-11",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,297 days 14:13:00,428533.0,323.0,138,0.8203592814371258,Осень,0.0002687429548287,0
2,13595659,2024-10-25 19:10:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)","1шт ч(к учету 0,43ч)","4шт ч(к учету 0,82ч)",,"Стрелочный ОК, МОТ1, неисправность",CSH,2024,1.0,"0,43ч",4.0,"0,82ч",,,297 days 14:16:00,428536.0,3.0,139,0.8263473053892215,Осень,0.0002687429548287,0
3,13600438,2024-10-30 17:57:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,,302 days 13:03:00,435663.0,7127.0,140,0.8323353293413174,Осень,0.0002687429548287,0
2,13603707,2024-11-02 13:53:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7",,,"2шт ч(к учету 0,37)ч","Контактная система, потеря контакта",CSH,2024,,,,,2.0,"0,37ч",305 days 08:59:00,439739.0,4076.0,141,0.8383233532934131,Осень,0.0002687429548287,0
2,13604129,2024-11-03 00:49:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,"2шт (к учету 1) ч(к учету 0,95ч)",,"Диод, обрыв",CSH,2024,,,1.0,"0,95ч",,,305 days 19:55:00,440395.0,656.0,142,0.844311377245509,Осень,0.0002687429548287,0
2,13604847,2024-11-03 20:35:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7",,"4шт ч(к учету 0,97ч)",,"Не срабатывание (не перегорание), коммутационные перенапряжения",CSH,2024,,,4.0,"0,97ч",,,306 days 15:41:00,441581.0,1186.0,143,0.8502994011976048,Осень,0.0002687429548287,0
3,13609764,2024-11-07 02:40:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,"Конденсатор, обрыв",CSH,2024,,,,,,,309 days 21:46:00,446266.0,4685.0,144,0.8562874251497006,Осень,0.0002687429548287,0
2,13620085,2024-11-13 23:25:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15","4шт (к учету 2) ч(к учету 1,73ч)","1шт ч(к учету 0,27ч)",,Обрыв обмотки,CSH,2024,2.0,"1,73ч",1.0,"0,27ч",,,316 days 18:31:00,456151.0,9885.0,145,0.8622754491017964,Осень,0.0002687429548287,0
3,13624964,2024-11-14 22:09:00,Юго-Восточная,"С-КАВ, ВЧДЭ-5 БАТАЙСК",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,,317 days 17:15:00,457515.0,1364.0,146,0.8682634730538922,Осень,0.0002687429548287,0
2,13623005,2024-11-16 02:07:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15",,"1шт ч(к учету 0,32ч)",,Излом повода под гайкой,CSH,2024,,,1.0,"0,32ч",,,318 days 21:13:00,459193.0,1678.0,147,0.874251497005988,Осень,0.0002687429548287,0
2,13629395,2024-11-22 11:27:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,"1шт ч(к учету 0,5)ч","Жилы, внутренний обрыв",CSH,2024,,,,,1.0,"0,5ч",325 days 06:33:00,468393.0,9200.0,148,0.8802395209580839,Осень,0.0002687429548287,0
3,13631729,2024-11-25 12:08:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15",,,,Отсутствие смазки на башмаках,CSH,2024,,,,,,,328 days 07:14:00,472754.0,4361.0,149,0.8862275449101796,Осень,0.0002687429548287,0
3,13631939,2024-11-25 13:34:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15",,,,Нарушение контакта,CSH,2024,,,,,,,328 days 08:40:00,472840.0,86.0,150,0.8922155688622755,Осень,0.0002687429548287,0
