INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
624,2024-07-27 01:30:00,Лето,0.0023837448402967,0.0032508998026239406,1.3637784328541254,4.334886616835967,4.1,30,
