CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0,CUSUM_ALARM
2,13214285,2024-02-09 01:07:00,Горьковская,"ГОРЬК, ИЧ-5 ИЖЕВСК Ш","1шт ч(к учету 0,52ч)",,"2шт (к учету 1) ч(к учету 0,25)ч","Контактная система, подгар контактов",CSH,2024,1.0,"0,52ч",,,1.0,"0,25ч",38 days 04:51:00,55011.0,362.0,65,0.0926193921852387,Зима,0.0014048012986607,0
2,13217329,2024-02-11 06:23:00,Горьковская,"СВЕРД, ТЧЭ-17","1шт ч(к учету 0,53ч)",,,Прочая неисправность изолятора токоприемника,CT,2024,1.0,"0,53ч",,,,,40 days 10:07:00,58207.0,3196.0,66,0.0940665701881331,Зима,0.0014048012986607,0
2,13217178,2024-02-11 10:35:00,Горьковская,"ГОРЬК, ШЧ-8","2шт (к учету 1) ч(к учету 1,13ч)","1шт ч(к учету 0,4ч)",,"Контактная система, увеличенное сопротивление контакта",CSH,2024,1.0,"1,13ч",1.0,"0,4ч",,,40 days 14:19:00,58459.0,252.0,67,0.0955137481910275,Зима,0.0014048012986607,0
3,13217882,2024-02-12 02:27:00,Горьковская,"ГОРЬК, ИЧ-5 ИЖЕВСК Ш",,,,Механические повреждения,CSH,2024,,,,,,,41 days 06:11:00,59411.0,952.0,68,0.0969609261939218,Зима,0.0014048012986607,0
2,13218607,2024-02-12 12:30:00,Горьковская,"ГОРЬК, ШЧ-7","1шт ч(к учету 0,22ч)",,"1шт ч(к учету 0,15)ч","Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,1.0,"0,22ч",,,1.0,"0,15ч",41 days 16:14:00,60014.0,603.0,69,0.0984081041968162,Зима,0.0014048012986607,0
2,13220235,2024-02-13 12:20:00,Горьковская,"ГОРЬК, ШЧ-3","2шт ч(к учету 0,48ч)",,"1шт ч(к учету 0,15)ч","Нарушение контакта в штепсельных розетках, сообщение",CSH,2024,2.0,"0,48ч",,,1.0,"0,15ч",42 days 16:04:00,61444.0,1430.0,70,0.0998552821997105,Зима,0.0014048012986607,0
2,13220885,2024-02-13 16:34:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)","2шт ч(к учету 1,25ч)",,,"Обмотка, короткое замыкание",CSH,2024,2.0,"1,25ч",,,,,42 days 20:18:00,61698.0,254.0,71,0.1013024602026049,Зима,0.0014048012986607,0
2,13221018,2024-02-13 21:10:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)","3шт ч(к учету 1,22ч)",,,"Нарушение контакта штепсельного разъема, нарушение контакта",CSH,2024,3.0,"1,22ч",,,,,43 days 00:54:00,61974.0,276.0,72,0.1027496382054992,Зима,0.0014048012986607,0
2,13245003,2024-02-14 10:10:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)","1шт ч(к учету 0,25ч)",,,"Нарушение контакта в штепсельных розетках, замятие контакта",CSH,2024,1.0,"0,25ч",,,,,43 days 13:54:00,62754.0,780.0,73,0.1041968162083936,Зима,0.0014048012986607,0
2,13223583,2024-02-15 07:07:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)","3шт ч(к учету 1,13ч)",,,"Обрыв троса, при путевых работах",CSH,2024,3.0,"1,13ч",,,,,44 days 10:51:00,64011.0,1257.0,74,0.1056439942112879,Зима,0.0014048012986607,0
3,13225220,2024-02-16 08:45:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)",,,,"Контактная система, увеличенное сопротивление",CSH,2024,,,,,,,45 days 12:29:00,65549.0,1538.0,75,0.1070911722141823,Зима,0.0014048012986607,0
2,13225546,2024-02-16 12:54:00,Горьковская,"ГОРЬК, ШЧ-14","4шт ч(к учету 2,05ч)",,,"Срабатывание, несоответствие номинала",CSH,2024,4.0,"2,05ч",,,,,45 days 16:38:00,65798.0,249.0,76,0.1085383502170767,Зима,0.0014048012986607,0
3,13225743,2024-02-16 16:15:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)",,,,"Лампочки индикации, нарушение контакта",CSH,2024,,,,,,,45 days 19:59:00,65999.0,201.0,77,0.109985528219971,Зима,0.0014048012986607,0
2,13226173,2024-02-17 06:29:00,Горьковская,"ГОРЬК, ШЧ-12","5шт ч(к учету 1,78ч)","4шт (к учету 3) ч(к учету 1,02ч)","1шт ч(к учету 0,15)ч",Ослабление затяжки болтов,CSH,2024,5.0,"1,78ч",3.0,"1,02ч",1.0,"0,15ч",46 days 10:13:00,66853.0,854.0,78,0.1114327062228654,Зима,0.0014048012986607,0
2,13226443,2024-02-17 11:12:00,Горьковская,"ГОРЬК, ШЧ-7",,"1шт ч(к учету 0,15ч)",,"Обмотка, короткое замыкание обмотки",CSH,2024,,,1.0,"0,15ч",,,46 days 14:56:00,67136.0,283.0,79,0.1128798842257597,Зима,0.0014048012986607,0
2,13227105,2024-02-18 06:10:00,Горьковская,"ГОРЬК, ШЧ-10","3шт ч(к учету 1,68ч)",,"1шт ч(к учету 0,35)ч","Кнопки, механическое заедание кнопки",CSH,2024,3.0,"1,68ч",,,1.0,"0,35ч",47 days 09:54:00,68274.0,1138.0,80,0.1143270622286541,Зима,0.0014048012986607,0
3,13228419,2024-02-19 11:41:00,Горьковская,"ГОРЬК, ШЧ-3",,,,"Срабатывание, несоответствие номинала",CSH,2024,,,,,,,48 days 15:25:00,70045.0,1771.0,81,0.1157742402315484,Зима,0.0014048012986607,0
2,13228634,2024-02-19 12:50:00,Горьковская,"ГОРЬК, ШЧ-3","3шт (к учету 2) ч(к учету 1,65ч)",,"1шт ч(к учету 0,12)ч",Обрыв,CSH,2024,2.0,"1,65ч",,,1.0,"0,12ч",48 days 16:34:00,70114.0,69.0,82,0.1172214182344428,Зима,0.0014048012986607,0
2,13228881,2024-02-19 17:25:00,Горьковская,"ГОРЬК, ШЧ-10",,,"2шт ч(к учету 0,23)ч","Релейный ОК, МПК, неисправность",CSH,2024,,,,,2.0,"0,23ч",48 days 21:09:00,70389.0,275.0,83,0.1186685962373371,Зима,0.0014048012986607,0
