INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
604,2024-10-29 22:31:00,Осень,0.0013536899588509,0.0016290304460173015,1.2033999627212484,4.269697268781752,4.1,30,
