INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
209,2024-04-08 03:29:00,Весна,0.0015608425519018,0.0017594275995542782,1.1272293912095832,4.725126907804864,4.1,30,
445,2024-07-04 05:00:00,Лето,0.00225522510767,0.00322234156820623,1.4288336704159046,4.262979179484008,4.1,30,
