,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 09:35:00,110943.0,2024-01-01 16:03:00,Line 1: y = 0.00000219x + (0.00000000),0.09593
1,110943.0,2024-01-01 16:03:00,248106.0,2024-01-02 02:30:00,Line 2: y = 0.00000184x + (0.03889070),0.08058
2,248106.0,2024-01-02 02:30:00,376025.0,2024-01-04 01:40:00,Line 3: y = 0.00000197x + (0.00590656),0.0864
3,376025.0,2024-01-04 01:40:00,525695.0,2024-01-04 02:26:00,Line 4: y = 0.00000167x + (0.11839942),0.0733
