,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2023-01-01 13:33:00,50845.0,2023-01-01 17:22:00,Line 1: y = 0.00000376x + (0.00000000),0.16461
1,50845.0,2023-01-01 17:22:00,88957.0,2023-01-01 21:03:00,Line 2: y = 0.00000501x + (-0.06383967),0.2196
2,88957.0,2023-01-01 21:03:00,169167.0,2023-01-01 21:40:00,Line 3: y = 0.00000238x + (0.17024499),0.10434
3,169167.0,2023-01-01 21:40:00,268593.0,2023-01-03 12:26:00,Line 4: y = 0.00000192x + (0.24813320),0.08418
4,268593.0,2023-01-03 12:26:00,407756.0,2023-01-04 03:24:00,Line 5: y = 0.00000137x + (0.39552985),0.06014
5,407756.0,2023-01-04 03:24:00,436485.0,2023-01-05 11:07:00,Line 6: y = 0.00000133x + (0.41299932),0.05826
