,START_TIME,CATEGORY,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX
0,2023-01-01 13:33:00,1,0 days 00:00:00,0.0,0.0,0.0
1,2023-01-01 17:22:00,1,0 days 03:49:00,229.0,229.0,0.006369426751592357
2,2023-01-01 21:03:00,1,0 days 07:30:00,450.0,221.0,0.012738853503184714
3,2023-01-01 21:40:00,1,0 days 08:07:00,487.0,37.0,0.019108280254777073
4,2023-01-03 12:26:00,1,1 days 22:53:00,2813.0,2326.0,0.025477707006369428
5,2023-01-04 03:24:00,1,2 days 13:51:00,3711.0,898.0,0.03184713375796178
6,2023-01-05 11:07:00,1,3 days 21:34:00,5614.0,1903.0,0.038216560509554146
7,2023-01-06 04:35:00,1,4 days 15:02:00,6662.0,1048.0,0.0445859872611465
8,2023-01-06 08:46:00,1,4 days 19:13:00,6913.0,251.0,0.050955414012738856
9,2023-01-06 10:34:00,1,4 days 21:01:00,7021.0,108.0,0.05732484076433121
10,2023-01-07 14:45:00,1,6 days 01:12:00,8712.0,1691.0,0.06369426751592357
11,2023-01-09 03:22:00,1,7 days 13:49:00,10909.0,2197.0,0.07006369426751592
12,2023-01-09 19:22:00,1,8 days 05:49:00,11869.0,960.0,0.07643312101910829
13,2023-01-12 18:00:00,1,11 days 04:27:00,16107.0,4238.0,0.08280254777070065
14,2023-01-17 08:08:00,1,15 days 18:35:00,22715.0,6608.0,0.089171974522293
15,2023-01-17 14:35:00,1,16 days 01:02:00,23102.0,387.0,0.09554140127388536
16,2023-01-17 19:17:00,1,16 days 05:44:00,23384.0,282.0,0.10191082802547771
17,2023-01-18 05:12:00,1,16 days 15:39:00,23979.0,595.0,0.10828025477707007
18,2023-01-19 23:49:00,1,18 days 10:16:00,26536.0,2557.0,0.11464968152866242
19,2023-01-21 01:48:00,1,19 days 12:15:00,28095.0,1559.0,0.12101910828025478
20,2023-01-22 09:09:00,1,20 days 19:36:00,29976.0,1881.0,0.12738853503184713
21,2023-01-24 03:24:00,1,22 days 13:51:00,32511.0,2535.0,0.1337579617834395
22,2023-01-24 04:47:00,1,22 days 15:14:00,32594.0,83.0,0.14012738853503184
23,2023-01-26 12:30:00,1,24 days 22:57:00,35937.0,3343.0,0.1464968152866242
24,2023-01-26 13:25:00,1,24 days 23:52:00,35992.0,55.0,0.15286624203821658
25,2023-01-27 12:19:00,1,25 days 22:46:00,37366.0,1374.0,0.15923566878980894
26,2023-01-29 15:08:00,1,28 days 01:35:00,40415.0,3049.0,0.1656050955414013
27,2023-02-01 14:39:00,1,31 days 01:06:00,44706.0,4291.0,0.17197452229299365
28,2023-02-04 08:00:00,1,33 days 18:27:00,48627.0,3921.0,0.178343949044586
29,2023-02-04 22:05:00,1,34 days 08:32:00,49472.0,845.0,0.18471337579617836
30,2023-02-05 20:58:00,1,35 days 07:25:00,50845.0,1373.0,0.1910828025477707
31,2023-02-06 11:05:00,1,35 days 21:32:00,51692.0,847.0,0.19745222929936307
32,2023-02-08 02:50:00,1,37 days 13:17:00,54077.0,2385.0,0.20382165605095542
33,2023-02-09 01:44:00,1,38 days 12:11:00,55451.0,1374.0,0.21019108280254778
34,2023-02-09 06:40:00,1,38 days 17:07:00,55747.0,296.0,0.21656050955414013
35,2023-02-09 13:16:00,1,38 days 23:43:00,56143.0,396.0,0.2229299363057325
