arl0_target,delta_target,n_runs_mc,h_an,ARL1_an,E_an,ARL0_mc,ARL1_mc,E_mc,a,b
100,2.0,3000,2.6434651450147943,13.429023700182364,7.446557712057804,95.74166666666666,12.716,7.529228268847646,-8.736144747029403,4.658274044312349
250,2.0,3000,3.505694723708373,17.86387084245327,13.994727246117234,247.7453333333333,16.984333333333332,14.586697544796186,-8.736144747029403,4.658274044312349
100,3.0,3000,3.099856441896354,8.297684620333087,12.051554689720875,100.21366666666668,7.301333333333333,13.725392622352082,-2.8677036533491047,2.2081783247931264
250,3.0,3000,3.995988777669276,10.368501674368675,24.111487643196256,252.419,9.324666666666667,27.07002931293344,-2.8677036533491047,2.2081783247931264
