CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0
3,13266549,2024-03-19 07:35:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Контактная система, сваривание",CSH,2024,,,,,,,78 days 00:14:00,112334.0,1360.0,145,0.1956521739130435,Весна,0.0012170920028528
3,13271416,2024-03-19 12:25:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,"Срабатывание (перегорание), несоответствие номинала",CSH,2024,,,,,,,78 days 05:04:00,112624.0,290.0,146,0.1970108695652173,Весна,0.0012170920028528
2,13268940,2024-03-20 17:42:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,"2шт ч(к учету 0,63)ч","IPU 950 R3, сбой программного обеспечения",CSH,2024,,,,,2.0,"0,63ч",79 days 10:21:00,114381.0,1757.0,147,0.1983695652173913,Весна,0.0012170920028528
3,13270402,2024-03-21 21:47:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,80 days 14:26:00,116066.0,1685.0,148,0.1997282608695652,Весна,0.0012170920028528
3,13271202,2024-03-22 12:53:00,Северо-Кавказская,"С-КАВ, ШЧ-15 (Р)",,,,"Электродвигатель, постоянного тока (МСП, ДСП), неисправность коллектора",CSH,2024,,,,,,,81 days 05:32:00,116972.0,906.0,149,0.2010869565217391,Весна,0.0012170920028528
3,13271922,2024-03-23 08:01:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,Неисправность ПО АРМ,CSH,2024,,,,,,,82 days 00:40:00,118120.0,1148.0,150,0.202445652173913,Весна,0.0012170920028528
3,13277395,2024-03-24 11:44:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,"Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,,,83 days 04:23:00,119783.0,1663.0,151,0.2038043478260869,Весна,0.0012170920028528
2,13275592,2024-03-26 14:05:00,Северо-Кавказская,"С-КАВ, ШЧ-10","1шт ч(к учету 0,85ч)","2шт ч(к учету 0,15ч)",,"Не срабатывание (не перегорание), несоответствие номинала",CSH,2024,1.0,"0,85ч",2.0,"0,15ч",,,85 days 06:44:00,122804.0,3021.0,152,0.2051630434782608,Весна,0.0012170920028528
3,13279839,2024-03-26 17:32:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,,85 days 10:11:00,123011.0,207.0,153,0.2065217391304347,Весна,0.0012170920028528
3,13276061,2024-03-26 20:15:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,"Ключ-жезл в т.ч. с электрозащелкой, износ механических частей ключа-жезла",CSH,2024,,,,,,,85 days 12:54:00,123174.0,163.0,154,0.2078804347826087,Весна,0.0012170920028528
3,13279303,2024-03-27 00:42:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,Потеря контакта в манжете,CSH,2024,,,,,,,85 days 17:21:00,123441.0,267.0,155,0.2092391304347826,Весна,0.0012170920028528
1,13278673,2024-03-27 08:24:00,Северо-Кавказская,"С-КАВ, ТЧЭ-16",,,,"Ползун, выбоина на поверхности катания бандажа колесной пары локомотива",CT,2024,,,,,,,86 days 01:03:00,123903.0,462.0,156,0.2105978260869565,Весна,0.0012170920028528
3,13278618,2024-03-28 12:03:00,Северо-Кавказская,"С-КАВ, ИЧ-2 ТАГАНРОГ Ш",,,,"Жилы, обрыв",CSH,2024,,,,,,,87 days 04:42:00,125562.0,1659.0,157,0.2119565217391304,Весна,0.0012170920028528
2,13278754,2024-03-28 16:28:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,"1шт ч(к учету 0,1ч)","3шт ч(к учету 0,85)ч","Контактная система, сваривание",CSH,2024,,,1.0,"0,1ч",3.0,"0,85ч",87 days 09:07:00,125827.0,265.0,158,0.2133152173913043,Весна,0.0012170920028528
3,13278903,2024-03-28 20:35:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,Излом наконечника,CSH,2024,,,,,,,87 days 13:14:00,126074.0,247.0,159,0.2146739130434782,Весна,0.0012170920028528
1,13279965,2024-03-29 16:26:00,Северо-Кавказская,"С-КАВ, ТЧЭ-11","6шт ч(к учету 5,83ч)","2шт ч(к учету 0,82ч)",,Неисправность вставки токоприемника,CT,2024,6.0,"5,83ч",2.0,"0,82ч",,,88 days 09:05:00,127265.0,1191.0,160,0.2160326086956521,Весна,0.0012170920028528
2,13280072,2024-03-29 20:09:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,"1шт ч(к учету 0,12ч)","1шт ч(к учету 0,48)ч","Срабатывание, несоответствие номинала",CSH,2024,,,1.0,"0,12ч",1.0,"0,48ч",88 days 12:48:00,127488.0,223.0,161,0.217391304347826,Весна,0.0012170920028528
3,13281237,2024-03-31 05:30:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, сообщение",CSH,2024,,,,,,,89 days 22:09:00,129489.0,2001.0,162,0.21875,Весна,0.0012170920028528
3,13286563,2024-03-31 10:27:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,Неисправность устройства сопряжения с объектами,CSH,2024,,,,,,,90 days 03:06:00,129786.0,297.0,163,0.2201086956521739,Весна,0.0012170920028528
3,13290764,2024-03-31 16:00:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,,90 days 08:39:00,130119.0,333.0,164,0.2214673913043478,Весна,0.0012170920028528
2,13281623,2024-03-31 17:25:00,Северо-Кавказская,"С-КАВ, ШЧ-10","2шт ч(к учету 0,7ч)",,"1шт ч(к учету 0,1)ч","Срабатывание, воздействие тягового тока",CSH,2024,2.0,"0,7ч",,,1.0,"0,1ч",90 days 10:04:00,130204.0,85.0,165,0.2228260869565217,Весна,0.0012170920028528
