CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0
3,13288782,2024-04-04 00:35:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,,"Не срабатывание (не перегорание), воздействие тягового тока",CSH,2024,,,,,,,93 days 17:14:00,134954.0,164.0,173,0.233695652173913,Весна,0.0012170920028528
2,13289186,2024-04-04 06:57:00,Северо-Кавказская,"С-КАВ, ШЧ-18","2шт ч(к учету 1,12ч)","2шт ч(к учету 0,2ч)",,Неисправность ПО УВК,CSH,2024,2.0,"1,12ч",2.0,"0,2ч",,,93 days 23:36:00,135336.0,382.0,174,0.2350543478260869,Весна,0.0012170920028528
3,13290929,2024-04-04 16:40:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,94 days 09:19:00,135919.0,583.0,175,0.2364130434782608,Весна,0.0012170920028528
3,13291380,2024-04-05 01:05:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Диод, короткое замыкание  диода",CSH,2024,,,,,,,94 days 17:44:00,136424.0,505.0,176,0.2377717391304347,Весна,0.0012170920028528
3,13297483,2024-04-06 15:55:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,,96 days 08:34:00,138754.0,2330.0,177,0.2391304347826087,Весна,0.0012170920028528
3,13307063,2024-04-10 11:55:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,100 days 04:34:00,144274.0,5520.0,178,0.2404891304347826,Весна,0.0012170920028528
3,13303412,2024-04-11 04:45:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,Неисправность,CSH,2024,,,,,,,100 days 21:24:00,145284.0,1010.0,179,0.2418478260869565,Весна,0.0012170920028528
3,13305134,2024-04-11 15:30:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,"Внутренний монтаж, короткое замыкание",CSH,2024,,,,,,,101 days 08:09:00,145929.0,645.0,180,0.2432065217391304,Весна,0.0012170920028528
3,13305223,2024-04-11 16:04:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,Неисправность аппаратной части АРМ,CSH,2024,,,,,,,101 days 08:43:00,145963.0,34.0,181,0.2445652173913043,Весна,0.0012170920028528
3,13307465,2024-04-12 19:41:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,Нарушение контакта трос/штепсель,CSH,2024,,,,,,,102 days 12:20:00,147620.0,1657.0,182,0.2459239130434782,Весна,0.0012170920028528
3,13307489,2024-04-12 20:14:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,"Обрыв, коррозия металла",CSH,2024,,,,,,,102 days 12:53:00,147653.0,33.0,183,0.2472826086956521,Весна,0.0012170920028528
3,13314805,2024-04-13 21:41:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,Отсутствие,CSH,2024,,,,,,,103 days 14:20:00,149180.0,1527.0,184,0.248641304347826,Весна,0.0012170920028528
2,13344131,2024-04-13 23:38:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,"1шт ч(к учету 0,25ч)",,"Кнопки, повреждение крепления",CSH,2024,,,1.0,"0,25ч",,,103 days 16:17:00,149297.0,117.0,185,0.25,Весна,0.0012170920028528
3,13309021,2024-04-14 12:20:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Диод, пробой",CSH,2024,,,,,,,104 days 04:59:00,150059.0,762.0,186,0.2513586956521739,Весна,0.0012170920028528
2,13344151,2024-04-14 21:24:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,"1шт ч(к учету 0,25ч)",,"Резистор, обрыв",CSH,2024,,,1.0,"0,25ч",,,104 days 14:03:00,150603.0,544.0,187,0.2527173913043478,Весна,0.0012170920028528
3,13311101,2024-04-15 21:50:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Неисправность оборудования рельсовой цепи,CSH,2024,,,,,,,105 days 14:29:00,152069.0,1466.0,188,0.2540760869565217,Весна,0.0012170920028528
3,13311895,2024-04-16 10:00:00,Северо-Кавказская,"С-КАВ, ИЧ-2 ТАГАНРОГ Ш",,,,Неисправность,CSH,2024,,,,,,,106 days 02:39:00,152799.0,730.0,189,0.2554347826086957,Весна,0.0012170920028528
3,13312198,2024-04-16 12:25:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,Излом наконечника,CSH,2024,,,,,,,106 days 05:04:00,152944.0,145.0,190,0.2567934782608695,Весна,0.0012170920028528
3,13312831,2024-04-16 21:00:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,"1шт ч(к учету 0,03ч)",,"Лампы, перегорание основной нити",CSH,2024,,,1.0,"0,03ч",,,106 days 13:39:00,153459.0,515.0,191,0.2581521739130434,Весна,0.0012170920028528
3,13312860,2024-04-16 21:40:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Неисправность оборудования рельсовой цепи,CSH,2024,,,,,,,106 days 14:19:00,153499.0,40.0,192,0.2595108695652174,Весна,0.0012170920028528
3,13313584,2024-04-17 08:54:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Ламподержатель, нарушение контакта",CSH,2024,,,,,,,107 days 01:33:00,154173.0,674.0,193,0.2608695652173913,Весна,0.0012170920028528
3,13316650,2024-04-18 18:15:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,"Нарушение контакта в штепсельных розетках, сообщение",CSH,2024,,,,,,,108 days 10:54:00,156174.0,2001.0,194,0.2622282608695652,Весна,0.0012170920028528
3,13316913,2024-04-19 00:41:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,"Системный блок, сбой программного обеспечения",CSH,2024,,,,,,,108 days 17:20:00,156560.0,386.0,195,0.2635869565217391,Весна,0.0012170920028528
3,13318033,2024-04-19 13:40:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,,,109 days 06:19:00,157339.0,779.0,196,0.264945652173913,Весна,0.0012170920028528
3,13318440,2024-04-19 22:30:00,Северо-Кавказская,"С-КАВ, ШЧ-15 (Р)",,,,"Диод, обрыв",CSH,2024,,,,,,,109 days 15:09:00,157869.0,530.0,197,0.266304347826087,Весна,0.0012170920028528
3,13319316,2024-04-20 15:00:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,Ослабление затяжки болтов,CSH,2024,,,,,,,110 days 07:39:00,158859.0,990.0,198,0.2676630434782608,Весна,0.0012170920028528
3,13319498,2024-04-20 20:21:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,,,110 days 13:00:00,159180.0,321.0,199,0.2690217391304347,Весна,0.0012170920028528
3,13328814,2024-04-22 04:34:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,111 days 21:13:00,161113.0,1933.0,200,0.2703804347826087,Весна,0.0012170920028528
3,13321367,2024-04-22 06:22:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Контактная система, сваривание",CSH,2024,,,,,,,111 days 23:01:00,161221.0,108.0,201,0.2717391304347826,Весна,0.0012170920028528
3,13322488,2024-04-22 17:54:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,,Обрыв монтажного провода,CSH,2024,,,,,,,112 days 10:33:00,161913.0,692.0,202,0.2730978260869565,Весна,0.0012170920028528
3,13324339,2024-04-23 00:04:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,112 days 16:43:00,162283.0,370.0,203,0.2744565217391304,Весна,0.0012170920028528
2,13323908,2024-04-23 11:19:00,Северо-Кавказская,"С-КАВ, ШЧ-19","2шт ч(к учету 1,13ч)","3шт ч(к учету 0,72ч)","1шт ч(к учету 0,25)ч","Диод, пробой",CSH,2024,2.0,"1,13ч",3.0,"0,72ч",1.0,"0,25ч",113 days 03:58:00,162958.0,675.0,204,0.2758152173913043,Весна,0.0012170920028528
3,13324791,2024-04-23 22:52:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,Излом провода под гайкой,CSH,2024,,,,,,,113 days 15:31:00,163651.0,693.0,205,0.2771739130434782,Весна,0.0012170920028528
3,13329278,2024-04-26 02:25:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)",,,,"Контактная система, увеличенное сопротивление контакта",CSH,2024,,,,,,,115 days 19:04:00,166744.0,3093.0,206,0.2785326086956521,Весна,0.0012170920028528
3,13330793,2024-04-26 18:33:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,Излом провода под гайкой,CSH,2024,,,,,,,116 days 11:12:00,167712.0,968.0,207,0.2798913043478261,Весна,0.0012170920028528
3,13332097,2024-04-26 19:27:00,Северо-Кавказская,"С-КАВ, ШЧ-5 (Р)",,,,"Не срабатывание (не перегорание), воздействие тягового тока",CSH,2024,,,,,,,116 days 12:06:00,167766.0,54.0,208,0.28125,Весна,0.0012170920028528
3,13333440,2024-04-28 18:02:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,Излом провода под гайкой,CSH,2024,,,,,,,118 days 10:41:00,170561.0,2795.0,209,0.2826086956521739,Весна,0.0012170920028528
2,13344449,2024-04-28 20:00:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,"1шт ч(к учету 0,12)ч",Неисправность аппаратной части АРМ,CSH,2024,,,,,1.0,"0,12ч",118 days 12:39:00,170679.0,118.0,210,0.2839673913043478,Весна,0.0012170920028528
3,13337987,2024-04-29 08:44:00,Северо-Кавказская,"С-КАВ, ШЧ-5 (Р)",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,119 days 01:23:00,171443.0,764.0,211,0.2853260869565217,Весна,0.0012170920028528
3,13334097,2024-04-29 11:40:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,"1шт ч(к учету 0,08)ч",Излом повода под гайкой,CSH,2024,,,,,1.0,"0,08ч",119 days 04:19:00,171619.0,176.0,212,0.2866847826086957,Весна,0.0012170920028528
3,13334133,2024-04-29 12:09:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,"Курбельный контакт, разрегулировка",CSH,2024,,,,,,,119 days 04:48:00,171648.0,29.0,213,0.2880434782608695,Весна,0.0012170920028528
3,13334752,2024-04-30 05:12:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,Излом наконечника,CSH,2024,,,,,,,119 days 21:51:00,172671.0,1023.0,214,0.2894021739130434,Весна,0.0012170920028528
3,13339931,2024-04-30 15:50:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,Нарушение контакта наконечник/вывод ДТ,CSH,2024,,,,,,,120 days 08:29:00,173309.0,638.0,215,0.2907608695652174,Весна,0.0012170920028528
2,13335421,2024-04-30 20:02:00,Северо-Кавказская,"С-КАВ, ШЧ-12","6шт ч(к учету 1,17ч)",,"1шт ч(к учету 0,18)ч","Контактная система, Потеря контакта",CSH,2024,6.0,"1,17ч",,,1.0,"0,18ч",120 days 12:41:00,173561.0,252.0,216,0.2921195652173913,Весна,0.0012170920028528
3,13336200,2024-05-01 20:00:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Обрыв, коррозия металла",CSH,2024,,,,,,,121 days 12:39:00,174999.0,1438.0,217,0.2934782608695652,Весна,0.0012170920028528
3,13338230,2024-05-02 16:45:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, сообщение",CSH,2024,,,,,,,122 days 09:24:00,176244.0,1245.0,218,0.2948369565217391,Весна,0.0012170920028528
3,13338670,2024-05-03 04:16:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Пакетные переключатели, наличие переходного сопротивления",CSH,2024,,,,,,,122 days 20:55:00,176935.0,691.0,219,0.296195652173913,Весна,0.0012170920028528
3,13341930,2024-05-04 21:09:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,"Контактная система, увеличенное сопротивление",CSH,2024,,,,,,,124 days 13:48:00,179388.0,2453.0,220,0.297554347826087,Весна,0.0012170920028528
2,13343423,2024-05-06 04:57:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,"1шт ч(к учету 0,23ч)",,Неисправность,CSH,2024,,,1.0,"0,23ч",,,125 days 21:36:00,181296.0,1908.0,221,0.2989130434782608,Весна,0.0012170920028528
3,13349238,2024-05-06 18:29:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,"Не срабатывание (не перегорание), несоответствие номинала",CSH,2024,,,,,,,126 days 11:08:00,182108.0,812.0,222,0.3002717391304347,Весна,0.0012170920028528
2,13345514,2024-05-06 20:05:00,Северо-Кавказская,"С-КАВ, ШЧ-9","1шт ч(к учету 0,52ч)",,,"Автопереключатель, разрегулировка контактов",CSH,2024,1.0,"0,52ч",,,,,126 days 12:44:00,182204.0,96.0,223,0.3016304347826087,Весна,0.0012170920028528
3,13345527,2024-05-06 20:55:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)",,,,"Контактная система, увеличенное сопротивление контакта",CSH,2024,,,,,,,126 days 13:34:00,182254.0,50.0,224,0.3029891304347826,Весна,0.0012170920028528
3,13347808,2024-05-07 13:47:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, излом розеток",CSH,2024,,,,,,,127 days 06:26:00,183266.0,1012.0,225,0.3043478260869565,Весна,0.0012170920028528
3,13351239,2024-05-09 10:21:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,Неисправность монтажа,CSH,2024,,,,,,,129 days 03:00:00,185940.0,2674.0,226,0.3057065217391304,Весна,0.0012170920028528
3,13351489,2024-05-09 16:55:00,Северо-Кавказская,"С-КАВ, ШЧ-15 (Р)",,,,"Срабатывание (перегорание), воздействие тягового тока",CSH,2024,,,,,,,129 days 09:34:00,186334.0,394.0,227,0.3070652173913043,Весна,0.0012170920028528
3,13352230,2024-05-10 11:51:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,"Жилы, внутренний обрыв",CSH,2024,,,,,,,130 days 04:30:00,187470.0,1136.0,228,0.3084239130434782,Весна,0.0012170920028528
3,13352932,2024-05-11 07:51:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,,Неисправность приёмной капсулы,CSH,2024,,,,,,,131 days 00:30:00,188670.0,1200.0,229,0.3097826086956521,Весна,0.0012170920028528
3,13353443,2024-05-11 18:18:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,"Срабатывание, несоответствие номинала",CSH,2024,,,,,,,131 days 10:57:00,189297.0,627.0,230,0.3111413043478261,Весна,0.0012170920028528
3,13354111,2024-05-12 11:49:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,,132 days 04:28:00,190348.0,1051.0,231,0.3125,Весна,0.0012170920028528
3,13354517,2024-05-12 19:47:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Ламподержатель, нарушение контакта",CSH,2024,,,,,,,132 days 12:26:00,190826.0,478.0,232,0.3138586956521739,Весна,0.0012170920028528
3,13354794,2024-05-13 02:59:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в штепсельных розетках, излом розеток",CSH,2024,,,,,,,132 days 19:38:00,191258.0,432.0,233,0.3152173913043478,Весна,0.0012170920028528
2,13356172,2024-05-13 10:49:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,"2шт ч(к учету 0,52)ч","Бокс магистрального кабеля, неисправность дужки",CSH,2024,,,,,2.0,"0,52ч",133 days 03:28:00,191728.0,470.0,234,0.3165760869565217,Весна,0.0012170920028528
3,13362613,2024-05-13 20:51:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,"Нарушение контакта в разъемах блоков, излом розеток",CSH,2024,,,,,,,133 days 13:30:00,192330.0,602.0,235,0.3179347826086957,Весна,0.0012170920028528
3,13358341,2024-05-14 14:49:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,"Не срабатывание (не перегорание), воздействие тягового тока",CSH,2024,,,,,,,134 days 07:28:00,193408.0,1078.0,236,0.3192934782608695,Весна,0.0012170920028528
3,13358867,2024-05-15 00:35:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Кнопки, повреждение крепления",CSH,2024,,,,,,,134 days 17:14:00,193994.0,586.0,237,0.3206521739130434,Весна,0.0012170920028528
3,13360949,2024-05-15 22:00:00,Северо-Кавказская,"С-КАВ, ШЧ-15 (Р)",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,,135 days 14:39:00,195279.0,1285.0,238,0.3220108695652174,Весна,0.0012170920028528
3,13361258,2024-05-16 03:10:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,,,"Срабатывание, воздействие тягового тока",CSH,2024,,,,,,,135 days 19:49:00,195589.0,310.0,239,0.3233695652173913,Весна,0.0012170920028528
3,13362485,2024-05-16 16:27:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,"1шт ч(к учету 0,05ч)",,"Жилы, внутренний обрыв",CSH,2024,,,1.0,"0,05ч",,,136 days 09:06:00,196386.0,797.0,240,0.3247282608695652,Весна,0.0012170920028528
3,13362844,2024-05-17 01:27:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,Обрыв монтажного провода,CSH,2024,,,,,,,136 days 18:06:00,196926.0,540.0,241,0.3260869565217391,Весна,0.0012170920028528
3,13363495,2024-05-17 10:53:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)",,,,"Срабатывание, коммутационные перенапряжения",CSH,2024,,,,,,,137 days 03:32:00,197492.0,566.0,242,0.327445652173913,Весна,0.0012170920028528
3,13364044,2024-05-17 16:40:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,,"Кнопки, механическое заедание кнопки",CSH,2024,,,,,,,137 days 09:19:00,197839.0,347.0,243,0.328804347826087,Весна,0.0012170920028528
3,13364301,2024-05-18 00:30:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в штепсельных розетках, замятие контакта",CSH,2024,,,,,,,137 days 17:09:00,198309.0,470.0,244,0.3301630434782608,Весна,0.0012170920028528
3,13364975,2024-05-18 14:59:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,Неисправность монтажа в путевом ящике,CSH,2024,,,,,,,138 days 07:38:00,199178.0,869.0,245,0.3315217391304347,Весна,0.0012170920028528
2,13367445,2024-05-20 14:46:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,"4шт ч(к учету 1,25ч)",3шт ч(к учету 1)ч,Излом наконечника,CSH,2024,,,4.0,"1,25ч",1.0,1ч,140 days 07:25:00,202045.0,2867.0,246,0.3328804347826087,Весна,0.0012170920028528
2,13367656,2024-05-20 18:35:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,"1шт ч(к учету 0,18ч)","1шт ч(к учету 0,18)ч","Не срабатывание (не перегорание), воздействие тягового тока",CSH,2024,,,1.0,"0,18ч",1.0,"0,18ч",140 days 11:14:00,202274.0,229.0,247,0.3342391304347826,Весна,0.0012170920028528
3,13368779,2024-05-20 19:15:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,140 days 11:54:00,202314.0,40.0,248,0.3355978260869565,Весна,0.0012170920028528
2,13388560,2024-05-21 06:12:00,Северо-Кавказская,"С-КАВ, ШЧ-12","1шт ч(к учету 0,32ч)","2шт ч(к учету 0,67ч)",,"Контактная система, подгар контактов",CSH,2024,1.0,"0,32ч",2.0,"0,67ч",,,140 days 22:51:00,202971.0,657.0,249,0.3369565217391304,Весна,0.0012170920028528
3,13368202,2024-05-21 07:13:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Неисправность ПО объектного контроллера,CSH,2024,,,,,,,140 days 23:52:00,203032.0,61.0,250,0.3383152173913043,Весна,0.0012170920028528
3,13368550,2024-05-21 09:40:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта штепсельного разъема, нарушение контакта",CSH,2024,,,,,,,141 days 02:19:00,203179.0,147.0,251,0.3396739130434782,Весна,0.0012170920028528
3,13369170,2024-05-21 14:11:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Ламподержатель, нарушение контакта",CSH,2024,,,,,,,141 days 06:50:00,203450.0,271.0,252,0.3410326086956521,Весна,0.0012170920028528
3,13369396,2024-05-21 17:10:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,,141 days 09:49:00,203629.0,179.0,253,0.3423913043478261,Весна,0.0012170920028528
3,13369542,2024-05-21 20:02:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,,,Излом провода под гайкой,CSH,2024,,,,,,,141 days 12:41:00,203801.0,172.0,254,0.34375,Весна,0.0012170920028528
3,13371344,2024-05-22 21:40:00,Северо-Кавказская,"С-КАВ, ШЧ-10",,,,"Нарушение контакта в разъемах блоков, сообщение",CSH,2024,,,,,,,142 days 14:19:00,205339.0,1538.0,255,0.3451086956521739,Весна,0.0012170920028528
3,13372657,2024-05-23 09:10:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,"Нарушение контакта в разъемах блоков, сообщение",CSH,2024,,,,,,,143 days 01:49:00,206029.0,690.0,256,0.3464673913043478,Весна,0.0012170920028528
2,13372239,2024-05-23 11:18:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)","5шт ч(к учету 0,98ч)",,"1шт ч(к учету 0,32)ч","Контактная система, подгар контактов",CSH,2024,5.0,"0,98ч",,,1.0,"0,32ч",143 days 03:57:00,206157.0,128.0,257,0.3478260869565217,Весна,0.0012170920028528
3,13373029,2024-05-23 21:56:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,"1шт ч(к учету 0,03ч)",,"Не срабатывание (не перегорание), несоответствие номинала",CSH,2024,,,1.0,"0,03ч",,,143 days 14:35:00,206795.0,638.0,258,0.3491847826086957,Весна,0.0012170920028528
3,13373166,2024-05-24 01:11:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,,,"Срабатывание, воздействие тягового тока",CSH,2024,,,,,,,143 days 17:50:00,206990.0,195.0,259,0.3505434782608695,Весна,0.0012170920028528
3,13374845,2024-05-25 10:15:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,,145 days 02:54:00,208974.0,1984.0,260,0.3519021739130434,Весна,0.0012170920028528
3,13377385,2024-05-27 10:20:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Конденсатор, обрыв",CSH,2024,,,,,,,147 days 02:59:00,211859.0,2885.0,261,0.3532608695652174,Весна,0.0012170920028528
2,13377320,2024-05-27 15:50:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,"1шт ч(к учету 0,2)ч","Курбельный контакт, потеря контакта",CSH,2024,,,,,1.0,"0,2ч",147 days 08:29:00,212189.0,330.0,262,0.3546195652173913,Весна,0.0012170920028528
3,13377723,2024-05-28 03:28:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Клеммная колодка резьб, неисправность болтового соединения",CSH,2024,,,,,,,147 days 20:07:00,212887.0,698.0,263,0.3559782608695652,Весна,0.0012170920028528
3,13377819,2024-05-28 05:40:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,,147 days 22:19:00,213019.0,132.0,264,0.3573369565217391,Весна,0.0012170920028528
3,13381814,2024-05-29 10:00:00,Северо-Кавказская,"С-КАВ, ИЧ-2 ТАГАНРОГ Ш",,,,Неисправность,CSH,2024,,,,,,,149 days 02:39:00,214719.0,1700.0,265,0.358695652173913,Весна,0.0012170920028528
2,13399080,2024-05-30 11:22:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,"1шт ч(к учету 0,1ч)",,"Срабатывание, воздействие тягового тока",CSH,2024,,,1.0,"0,1ч",,,150 days 04:01:00,216241.0,1522.0,266,0.360054347826087,Весна,0.0012170920028528
3,13381699,2024-05-30 13:56:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,,,150 days 06:35:00,216395.0,154.0,267,0.3614130434782608,Весна,0.0012170920028528
2,13382129,2024-05-30 18:45:00,Северо-Кавказская,"С-КАВ, ШЧ-12","3шт ч(к учету 0,5ч)","4шт ч(к учету 1,02ч)",,Конденсатор,CSH,2024,3.0,"0,5ч",4.0,"1,02ч",,,150 days 11:24:00,216684.0,289.0,268,0.3627717391304347,Весна,0.0012170920028528
3,13382355,2024-05-31 00:17:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Нарушение изоляции монтажных проводов,CSH,2024,,,,,,,150 days 16:56:00,217016.0,332.0,269,0.3641304347826087,Весна,0.0012170920028528
3,13383644,2024-06-01 03:15:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Контактная система, увеличенное сопротивление",CSH,2024,,,,,,,151 days 19:54:00,218634.0,1618.0,270,0.3654891304347826,Лето,0.0016748144124569
3,13383992,2024-06-01 11:01:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,,,Неисправность,CSH,2024,,,,,,,152 days 03:40:00,219100.0,466.0,271,0.3668478260869565,Лето,0.0016748144124569
3,13384042,2024-06-01 12:07:00,Северо-Кавказская,"С-КАВ, ШЧ-3 (Р)",,,,"Электродвигатель, постоянного тока (МСП, ДСП), обрыв внутреннего монтажа",CSH,2024,,,,,,,152 days 04:46:00,219166.0,66.0,272,0.3682065217391304,Лето,0.0016748144124569
3,13384407,2024-06-01 19:30:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Неисправность ПО объектного контроллера,CSH,2024,,,,,,,152 days 12:09:00,219609.0,443.0,273,0.3695652173913043,Лето,0.0016748144124569
3,13412120,2024-06-02 21:28:00,Северо-Кавказская,"С-КАВ, ШЧ-5 (Р)",,"1шт ч(к учету 0,05ч)",,"Контактная система, увеличенное сопротивление",CSH,2024,,,1.0,"0,05ч",,,153 days 14:07:00,221167.0,1558.0,274,0.3709239130434782,Лето,0.0016748144124569
3,13393837,2024-06-02 22:00:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,,,,,153 days 14:39:00,221199.0,32.0,275,0.3722826086956521,Лето,0.0016748144124569
2,13385663,2024-06-03 04:40:00,Северо-Кавказская,"С-КАВ, ШЧ-19","2шт ч(к учету 0,67ч)","2шт ч(к учету 0,7ч)","1шт ч(к учету 0,13)ч","Жилы, внутренний обрыв",CSH,2024,2.0,"0,67ч",2.0,"0,7ч",1.0,"0,13ч",153 days 21:19:00,221599.0,400.0,276,0.3736413043478261,Лето,0.0016748144124569
2,13389551,2024-06-05 03:03:00,Северо-Кавказская,"С-КАВ, ШЧ-10","2шт ч(к учету 0,92ч)","1шт ч(к учету 0,2ч)",,"Не срабатывание (не перегорание), воздействие тягового тока",CSH,2024,2.0,"0,92ч",1.0,"0,2ч",,,155 days 19:42:00,224382.0,2783.0,277,0.375,Лето,0.0016748144124569
