CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0
2,13160084,2024-01-01 03:50:00,Московская,"МОСК, ШЧ-34","1шт ч(к учету 0,32ч)",,,Нарушение контакта штепсель/рельс,CSH,2024,1.0,"0,32ч",,,,,0 days 00:00:00,0.0,0.0,1,0.0,Зима,0.0016700299213694
2,13160498,2024-01-01 23:20:00,Московская,"МОСК, ИЧ-2 ЛЬГОВСКАЯ Ш","1шт ч(к учету 0,98ч)",,,Короткое замыкание в кабеле линий СЦБ напряжением до 1000 В,CSH,2024,1.0,"0,98ч",,,,,0 days 19:30:00,1170.0,1170.0,2,0.0011792452830188,Зима,0.0016700299213694
2,13161150,2024-01-02 19:53:00,Московская,"МОСК, ШЧ-8","5шт ч(к учету 2,13ч)",,,Обрыв жил контрольного кабеля линий СЦБ,CSH,2024,5.0,"2,13ч",,,,,1 days 16:03:00,2403.0,1233.0,3,0.0023584905660377,Зима,0.0016700299213694
2,13161210,2024-01-02 20:12:00,Московская,"МОСК, ИЧ-3 ПЛЕХАНОВСКАЯ Ш","2шт ч(к учету 0,67ч)",,,"Внутренний монтаж, обрыв монтажного провода",CSH,2024,2.0,"0,67ч",,,,,1 days 16:22:00,2422.0,19.0,4,0.0035377358490566,Зима,0.0016700299213694
2,13161176,2024-01-02 20:51:00,Московская,"МОСК, ШЧ-32",,"1шт ч(к учету 0,15ч)",,Неисправность монтажа,CSH,2024,,,1.0,"0,15ч",,,1 days 17:01:00,2461.0,39.0,5,0.0047169811320754,Зима,0.0016700299213694
2,13161403,2024-01-03 04:45:00,Московская,"МОСК, ШЧ-21",,"1шт ч(к учету 0,12ч)","1шт ч(к учету 0,1)ч","Разрегулировка воронки, муфты линии СЦБ напряжением до 1000 В",CSH,2024,,,1.0,"0,12ч",1.0,"0,1ч",2 days 00:55:00,2935.0,474.0,6,0.0058962264150943,Зима,0.0016700299213694
2,13161515,2024-01-03 06:14:00,Московская,"МОСК, ШЧ-24",,"2шт ч(к учету 0,28ч)",,Излом провода под гайкой,CSH,2024,,,2.0,"0,28ч",,,2 days 02:24:00,3024.0,89.0,7,0.0070754716981132,Зима,0.0016700299213694
1,13161925,2024-01-03 11:00:00,Московская,"МОСК, ШЧ-34","1шт ч(к учету 1,55ч)",,,Обрыв жил контрольного кабеля линий СЦБ,CSH,2024,1.0,"1,55ч",,,,,2 days 07:10:00,3310.0,286.0,8,0.008254716981132,Зима,0.0016700299213694
3,13164250,2024-01-03 22:50:00,Московская,"МОСК, ШЧ-34",,,,"Трансформатор, обрыв обмотки",CSH,2024,,,,,,,2 days 19:00:00,4020.0,710.0,9,0.0094339622641509,Зима,0.0016700299213694
2,13165754,2024-01-04 08:40:00,Московская,"МОСК, ШЧ-10",,,"2шт ч(к учету 0,27)ч","Внутренний монтаж, обрыв",CSH,2024,,,,,2.0,"0,27ч",3 days 04:50:00,4610.0,590.0,10,0.0106132075471698,Зима,0.0016700299213694
1,13165998,2024-01-04 19:14:00,Московская,"МОСК, ШЧ-4","1шт ч(к учету 0,58ч)","10шт (к учету 9) ч(к учету 2,83ч)","27шт ч(к учету 8,98)ч","Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,1.0,"0,58ч",9.0,"2,83ч",27.0,"8,98ч",3 days 15:24:00,5244.0,634.0,11,0.0117924528301886,Зима,0.0016700299213694
2,13166146,2024-01-04 20:44:00,Московская,"МОСК, ШЧ-32",,"1шт ч(к учету 0,22ч)",,"Жилы, сообщение",CSH,2024,,,1.0,"0,22ч",,,3 days 16:54:00,5334.0,90.0,12,0.0129716981132075,Зима,0.0016700299213694
3,13166145,2024-01-04 21:33:00,Московская,"МОСК, ТЧЭ-5",,,,Прочая неисправность тифона,CT,2024,,,,,,,3 days 17:43:00,5383.0,49.0,13,0.0141509433962264,Зима,0.0016700299213694
2,13166178,2024-01-04 23:06:00,Московская,"МОСК, ШЧ-5","1шт ч(к учету 0,27ч)",,,"Контактная система, потеря контакта",CSH,2024,1.0,"0,27ч",,,,,3 days 19:16:00,5476.0,93.0,14,0.0153301886792452,Зима,0.0016700299213694
3,13166200,2024-01-04 23:28:00,Московская,"МОСК, ШЧ-35",,,,"Контактная система, сваривание",CSH,2024,,,,,,,3 days 19:38:00,5498.0,22.0,15,0.0165094339622641,Зима,0.0016700299213694
3,13166177,2024-01-04 23:30:00,Московская,"МОСК, ШЧ-10",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,3 days 19:40:00,5500.0,2.0,16,0.017688679245283,Зима,0.0016700299213694
3,13166336,2024-01-05 09:46:00,Московская,"МОСК, ШЧ-28",,,,"Автопереключатель, разрегулировка контактов",CSH,2024,,,,,,,4 days 05:56:00,6116.0,616.0,17,0.0188679245283018,Зима,0.0016700299213694
3,13166357,2024-01-05 15:43:00,Московская,"МОСК, ШЧ-15",,,,Отсутствие,CSH,2024,,,,,,,4 days 11:53:00,6473.0,357.0,18,0.0200471698113207,Зима,0.0016700299213694
2,13166355,2024-01-05 15:50:00,Московская,"МОСК, ШЧ-28",,"1шт ч(к учету 0,18ч)",,"Контактная система, увеличенное сопротивление контакта",CSH,2024,,,1.0,"0,18ч",,,4 days 12:00:00,6480.0,7.0,19,0.0212264150943396,Зима,0.0016700299213694
2,13166429,2024-01-06 03:52:00,Московская,"МОСК, ШТЦ МОСК ДИ","2шт ч(к учету 0,67ч)","3шт ч(к учету 0,35ч)","9шт ч(к учету 1,2)ч","Конденсатор, обрыв",CSH,2024,2.0,"0,67ч",3.0,"0,35ч",9.0,"1,2ч",5 days 00:02:00,7202.0,722.0,20,0.0224056603773584,Зима,0.0016700299213694
2,13166425,2024-01-06 05:17:00,Московская,"МОСК, ШЧ-24",,"3шт ч(к учету 0,57ч)",,"Конденсатор, снижение емкости",CSH,2024,,,3.0,"0,57ч",,,5 days 01:27:00,7287.0,85.0,21,0.0235849056603773,Зима,0.0016700299213694
1,13166460,2024-01-06 10:21:00,Московская,"МОСК, ШЧ-8","1шт ч(к учету 1,57ч)","1шт ч(к учету 0,13ч)",,Разъединение стрелочных остряков с тягами,CSH,2024,1.0,"1,57ч",1.0,"0,13ч",,,5 days 06:31:00,7591.0,304.0,22,0.0247641509433962,Зима,0.0016700299213694
3,13166487,2024-01-06 14:15:00,Московская,"МОСК, ШЧ-34",,,,Зависание ПО,CSH,2024,,,,,,,5 days 10:25:00,7825.0,234.0,23,0.025943396226415,Зима,0.0016700299213694
2,13166607,2024-01-06 20:53:00,Московская,"МОСК, ШЧ-32","1шт ч(к учету 0,37ч)","1шт ч(к учету 0,33ч)",,Понижение сопротивления изоляции,CSH,2024,1.0,"0,37ч",1.0,"0,33ч",,,5 days 17:03:00,8223.0,398.0,24,0.0271226415094339,Зима,0.0016700299213694
3,13166655,2024-01-06 21:02:00,Московская,"МОСК, ШЧ-26",,,,Нарушение контакта,CSH,2024,,,,,,,5 days 17:12:00,8232.0,9.0,25,0.0283018867924528,Зима,0.0016700299213694
2,13166644,2024-01-06 22:37:00,Московская,"МОСК, ШЧ-32",,,"1шт ч(к учету 0,17)ч","Контактная система, подгар контактов",CSH,2024,,,,,1.0,"0,17ч",5 days 18:47:00,8327.0,95.0,26,0.0294811320754717,Зима,0.0016700299213694
3,13167318,2024-01-07 16:35:00,Московская,"МОСК, ШЧ-34",,,,"Электродвигатель, прочие типы, неисправность",CSH,2024,,,,,,,6 days 12:45:00,9405.0,1078.0,27,0.0306603773584905,Зима,0.0016700299213694
2,13167410,2024-01-07 18:55:00,Московская,"МОСК, ШЧ-24","5шт ч(к учету 2,75ч)",,"1шт ч(к учету 0,1)ч",Неплотность замыкания контактов выключателей,CSH,2024,5.0,"2,75ч",,,1.0,"0,1ч",6 days 15:05:00,9545.0,140.0,28,0.0318396226415094,Зима,0.0016700299213694
3,13167721,2024-01-08 03:25:00,Московская,"МОСК, ШЧ-5",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,,6 days 23:35:00,10055.0,510.0,29,0.0330188679245283,Зима,0.0016700299213694
2,13167722,2024-01-08 03:52:00,Московская,"МОСК, ШЧ-24",,"1шт ч(к учету 0,1ч)",,Нарушение контакта,CSH,2024,,,1.0,"0,1ч",,,7 days 00:02:00,10082.0,27.0,30,0.0341981132075471,Зима,0.0016700299213694
3,13167706,2024-01-08 04:00:00,Московская,"МОСК, ШЧ-34",,,,"Срабатывание (перегорание), воздействие тягового тока",CSH,2024,,,,,,,7 days 00:10:00,10090.0,8.0,31,0.035377358490566,Зима,0.0016700299213694
3,13167834,2024-01-08 05:10:00,Московская,"МОСК, ТЧЭ-36",,,,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",CT,2024,,,,,,,7 days 01:20:00,10160.0,70.0,32,0.0365566037735849,Зима,0.0016700299213694
3,13173482,2024-01-08 08:30:00,Московская,"МОСК, ШЧ-14",,,,"Жилы, обрыв",CSH,2024,,,,,,,7 days 04:40:00,10360.0,200.0,33,0.0377358490566037,Зима,0.0016700299213694
2,13167984,2024-01-08 09:25:00,Московская,"МОСК, ШЧ-34",,,"1шт ч(к учету 0,3)ч",Обрыв жил контрольного кабеля линий СЦБ,CSH,2024,,,,,1.0,"0,3ч",7 days 05:35:00,10415.0,55.0,34,0.0389150943396226,Зима,0.0016700299213694
2,13168531,2024-01-08 23:55:00,Московская,"МОСК, ШЧ-24","4шт ч(к учету 2,37ч)",,,Нарушение контакта,CSH,2024,4.0,"2,37ч",,,,,7 days 20:05:00,11285.0,870.0,35,0.0400943396226415,Зима,0.0016700299213694
3,13168530,2024-01-09 00:00:00,Московская,"МОСК, ТЧЭ-36",,,,"Пробой изоляции провода, кабеля низковольтных цепей и цепей управления на корпус",CT,2024,,,,,,,7 days 20:10:00,11290.0,5.0,36,0.0412735849056603,Зима,0.0016700299213694
3,13168552,2024-01-09 00:57:00,Московская,"МОСК, ШЧ-33",,,,"Жилы, обрыв",CSH,2024,,,,,,,7 days 21:07:00,11347.0,57.0,37,0.0424528301886792,Зима,0.0016700299213694
3,13168620,2024-01-09 02:27:00,Московская,"МОСК, ШЧ-21",,,,"Разрегулировка воронки, муфты линии СЦБ напряжением до 1000 В",CSH,2024,,,,,,,7 days 22:37:00,11437.0,90.0,38,0.0436320754716981,Зима,0.0016700299213694
2,13169177,2024-01-09 09:35:00,Московская,"МОСК, ИЧ-3 ПЛЕХАНОВСКАЯ Ш","1шт ч(к учету 0,62ч)",,,Снижение емкости ниже номинальной,CSH,2024,1.0,"0,62ч",,,,,8 days 05:45:00,11865.0,428.0,39,0.0448113207547169,Зима,0.0016700299213694
2,13169406,2024-01-09 11:55:00,Московская,"МОСК, ШЧ-32","2шт ч(к учету 0,75ч)",,,"Срабатывание (перегорание), воздействие тягового тока",CSH,2024,2.0,"0,75ч",,,,,8 days 08:05:00,12005.0,140.0,40,0.0459905660377358,Зима,0.0016700299213694
2,13170520,2024-01-10 03:44:00,Московская,"МОСК, ШЧ-4",,,"8шт ч(к учету 2,72)ч","Конденсатор, короткое замыкание",CSH,2024,,,,,8.0,"2,72ч",8 days 23:54:00,12954.0,949.0,41,0.0471698113207547,Зима,0.0016700299213694
2,13170822,2024-01-10 08:31:00,Московская,"МОСК, ИЧ-2 ЛЬГОВСКАЯ Ш",,,"1шт ч(к учету 0,15)ч","Не срабатывание (не перегорание), нарушение контакта штепсельного разъема, нарушение контакта",CSH,2024,,,,,1.0,"0,15ч",9 days 04:41:00,13241.0,287.0,42,0.0483490566037735,Зима,0.0016700299213694
3,13172853,2024-01-10 20:20:00,Московская,"МОСК, ШЧ-28",,,,"Срабатывание (перегорание), воздействие тягового тока",CSH,2024,,,,,,,9 days 16:30:00,13950.0,709.0,43,0.0495283018867924,Зима,0.0016700299213694
3,13174902,2024-01-11 14:10:00,Московская,"МОСК, ШЧ-35",,,,"Контактная система, сваривание",CSH,2024,,,,,,,10 days 10:20:00,15020.0,1070.0,44,0.0507075471698113,Зима,0.0016700299213694
3,13175517,2024-01-11 18:46:00,Московская,"МОСК, ШЧ-28",,,,Обрыв монтажного провода,CSH,2024,,,,,,,10 days 14:56:00,15296.0,276.0,45,0.0518867924528301,Зима,0.0016700299213694
1,13175982,2024-01-12 04:58:00,Московская,"МОСК, ШЧ-5","4шт ч(к учету 2,33ч)",,,"Жилы, внутренний обрыв",CSH,2024,4.0,"2,33ч",,,,,11 days 01:08:00,15908.0,612.0,46,0.053066037735849,Зима,0.0016700299213694
3,13176853,2024-01-12 06:34:00,Московская,"ОКТ, ТЧЭ-1",,,,Нарушение регулировки подачи песка,CT,2024,,,,,,,11 days 02:44:00,16004.0,96.0,47,0.0542452830188679,Зима,0.0016700299213694
3,13180434,2024-01-12 17:22:00,Московская,"МОСК, ШЧ-26",,,,"Контактная система, подгар контактов",CSH,2024,,,,,,,11 days 13:32:00,16652.0,648.0,48,0.0554245283018867,Зима,0.0016700299213694
2,13178502,2024-01-13 11:27:00,Московская,"МОСК, ШЧ-24","2шт ч(к учету 0,7ч)",,,"Контактная система, подгар контактов",CSH,2024,2.0,"0,7ч",,,,,12 days 07:37:00,17737.0,1085.0,49,0.0566037735849056,Зима,0.0016700299213694
2,13178501,2024-01-13 12:35:00,Московская,"МОСК, ШЧ-6",,"1шт ч(к учету 0,17ч)","1шт ч(к учету 0,15)ч","Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,1.0,"0,17ч",1.0,"0,15ч",12 days 08:45:00,17805.0,68.0,50,0.0577830188679245,Зима,0.0016700299213694
2,13179203,2024-01-14 07:49:00,Московская,"МОСК, ШЧ-24",,"3шт ч(к учету 0,38ч)","2шт ч(к учету 0,28)ч","Нарушение контакта в разъемах блоков, излом розеток",CSH,2024,,,3.0,"0,38ч",2.0,"0,28ч",13 days 03:59:00,18959.0,1154.0,51,0.0589622641509434,Зима,0.0016700299213694
2,13179645,2024-01-14 17:59:00,Московская,"МОСК, ШЧ-5","1шт ч(к учету 0,35ч)",,"1шт ч(к учету 0,3)ч",Неисправность монтажа,CSH,2024,1.0,"0,35ч",,,1.0,"0,3ч",13 days 14:09:00,19569.0,610.0,52,0.0601415094339622,Зима,0.0016700299213694
2,13180901,2024-01-15 12:52:00,Московская,"МОСК, ШЧ-4",,,"2шт ч(к учету 0,45)ч","Предохранитель, перегорание нити",CSH,2024,,,,,2.0,"0,45ч",14 days 09:02:00,20702.0,1133.0,53,0.0613207547169811,Зима,0.0016700299213694
2,13181307,2024-01-15 15:41:00,Московская,"МОСК, ШЧ-35","1шт ч(к учету 0,4ч)",,"2шт ч(к учету 0,73)ч","Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,1.0,"0,4ч",,,2.0,"0,73ч",14 days 11:51:00,20871.0,169.0,54,0.0625,Зима,0.0016700299213694
2,13181635,2024-01-15 21:20:00,Московская,"МОСК, ШЧ-28","3шт ч(к учету 1,9ч)","3шт ч(к учету 0,45ч)","1шт ч(к учету 0,15)ч",Нарушение изоляции,CSH,2024,3.0,"1,9ч",3.0,"0,45ч",1.0,"0,15ч",14 days 17:30:00,21210.0,339.0,55,0.0636792452830188,Зима,0.0016700299213694
2,13182853,2024-01-16 17:44:00,Московская,"МОСК, ШЧ-10",,,"1шт ч(к учету 0,13)ч",Просадка напряжения на питающей линии,CSH,2024,,,,,1.0,"0,13ч",15 days 13:54:00,22434.0,1224.0,56,0.0648584905660377,Зима,0.0016700299213694
2,13183054,2024-01-17 01:14:00,Московская,"МОСК, ШЧ-33",,,"2шт ч(к учету 0,53)ч",Обрыв жил кабеля линий СЦБ напряжением до 1000 В,CSH,2024,,,,,2.0,"0,53ч",15 days 21:24:00,22884.0,450.0,57,0.0660377358490566,Зима,0.0016700299213694
2,13184181,2024-01-17 16:40:00,Московская,"МОСК, ШЧ-31","2шт ч(к учету 1,07ч)",,,"Резистор, потеря контакта",CSH,2024,2.0,"1,07ч",,,,,16 days 12:50:00,23810.0,926.0,58,0.0672169811320754,Зима,0.0016700299213694
2,13184363,2024-01-17 23:05:00,Московская,"МОСК, ШЧ-34","1шт ч(к учету 0,32ч)",,"2шт ч(к учету 0,32)ч",Неисправность ПО объектного контроллера,CSH,2024,1.0,"0,32ч",,,2.0,"0,32ч",16 days 19:15:00,24195.0,385.0,59,0.0683962264150943,Зима,0.0016700299213694
