CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0
3,13595424,2024-10-25 13:08:00,Южно-Уральская,"Ю-УР, ТЧЭ-5",,,,Повреждение уплотнения,CT,2024,,,,,,,297 days 17:41:00,428741.0,188.0,306,0.7760814249363868,Осень,0.0008876441465225
3,13597294,2024-10-28 04:42:00,Южно-Уральская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Технологический нагрев буксового узла,CV,2024,,,,,,,300 days 09:15:00,432555.0,3814.0,307,0.7786259541984732,Осень,0.0008876441465225
2,13598772,2024-10-29 11:10:00,Южно-Уральская,"Ю-УР, ШЧ-14 (Э)","3шт ч(к учету 0,87ч)",,,"Контактная система, потеря контакта",CSH,2024,3.0,"0,87ч",,,,,301 days 15:43:00,434383.0,1828.0,308,0.7811704834605598,Осень,0.0008876441465225
2,13599083,2024-10-29 17:27:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,"1шт ч(к учету 0,1)ч","Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,1.0,"0,1ч",301 days 22:00:00,434760.0,377.0,309,0.7837150127226463,Осень,0.0008876441465225
3,13600771,2024-10-30 07:20:00,Южно-Уральская,"Ю-УР, ШЧ-10 (Р)",,,,"Контактная система, увеличенное сопротивление",CSH,2024,,,,,,,302 days 11:53:00,435593.0,833.0,310,0.7862595419847328,Осень,0.0008876441465225
3,13602458,2024-10-30 23:00:00,Южно-Уральская,"ОКТ, ВЧДЭ-13 САНКТ-ПЕТЕРБУРГ-СОРТ-ВИТ",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,,303 days 03:33:00,436533.0,940.0,311,0.7888040712468194,Осень,0.0008876441465225
3,13602449,2024-10-30 23:00:00,Южно-Уральская,"ОКТ, ВЧДЭ-13 САНКТ-ПЕТЕРБУРГ-СОРТ-ВИТ",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,,303 days 03:33:00,436533.0,0.0,312,0.7913486005089059,Осень,0.0008876441465225
3,13601564,2024-10-31 17:45:00,Южно-Уральская,"Ю-УР, ТЧЭ-5",,,,Разъединение стрелочных остряков с тягами,CT,2024,,,,,,,303 days 22:18:00,437658.0,1125.0,313,0.7938931297709924,Осень,0.0008876441465225
2,13601736,2024-11-01 04:32:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)","2шт ч(к учету 1,5ч)",,,"Диод, пробой",CSH,2024,2.0,"1,5ч",,,,,304 days 09:05:00,438305.0,647.0,314,0.7964376590330788,Осень,0.0008876441465225
2,13603497,2024-11-02 12:36:00,Южно-Уральская,"Ю-УР, ШЧ-10 (Р)","2шт ч(к учету 0,75ч)",,,"Курбельный контакт, излом",CSH,2024,2.0,"0,75ч",,,,,305 days 17:09:00,440229.0,1924.0,315,0.7989821882951654,Осень,0.0008876441465225
2,13603613,2024-11-02 13:17:00,Южно-Уральская,"Ю-УР, ШЧ-16 (Э)","4шт (к учету 2) ч(к учету 1,38ч)",,,"Конденсатор, снижение емкости",CSH,2024,2.0,"1,38ч",,,,,305 days 17:50:00,440270.0,41.0,316,0.8015267175572519,Осень,0.0008876441465225
2,13603979,2024-11-02 20:04:00,Южно-Уральская,"Ю-УР, ШЧ-11 (Э)","1шт ч(к учету 0,3ч)",,,"Лампы, перегорание основной нити",CSH,2024,1.0,"0,3ч",,,,,306 days 00:37:00,440677.0,407.0,317,0.8040712468193384,Осень,0.0008876441465225
3,13604588,2024-11-03 12:44:00,Южно-Уральская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Разрыв диафрагмы клапана мягкости,CV,2024,,,,,,,306 days 17:17:00,441677.0,1000.0,318,0.806615776081425,Осень,0.0008876441465225
3,13606742,2024-11-03 17:36:00,Южно-Уральская,"ОКТ, ВЧДЭ-13 САНКТ-ПЕТЕРБУРГ-СОРТ-ВИТ",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,,306 days 22:09:00,441969.0,292.0,319,0.8091603053435115,Осень,0.0008876441465225
2,13619466,2024-11-04 11:43:00,Южно-Уральская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","2шт ч(к учету 0,5ч)",,,"Шелушение, раковины, коррозия на  деталях подшипника",CV,2024,2.0,"0,5ч",,,,,307 days 16:16:00,443056.0,1087.0,320,0.811704834605598,Осень,0.0008876441465225
