CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR
2,2024-01-01 09:35:00,Забайкальская,CV,2024
2,2024-01-01 16:03:00,Забайкальская,CV,2024
2,2024-02-01 02:30:00,Восточно-Сибирская,CV,2024
2,2024-04-01 01:40:00,Забайкальская,CV,2024
2,2024-04-01 02:26:00,Забайкальская,CV,2024
2,2024-04-01 15:34:00,Восточно-Сибирская,CV,2024
2,2024-06-01 17:14:00,Забайкальская,CV,2024
2,2024-07-01 00:50:00,Западно-Сибирская,CV,2024
2,2024-07-01 11:00:00,Забайкальская,CV,2024
2,2024-10-01 17:07:00,Западно-Сибирская,CV,2024
2,2024-11-01 09:33:00,Восточно-Сибирская,CV,2024
2,2024-12-01 01:22:00,Красноярская,CV,2024
2,2024-01-13 04:07:00,Восточно-Сибирская,CV,2024
2,2024-01-13 13:34:00,Забайкальская,CV,2024
2,2024-01-14 01:45:00,Западно-Сибирская,CV,2024
2,2024-01-15 16:10:00,Свердловская,CV,2024
2,2024-01-16 09:04:00,Забайкальская,CV,2024
2,2024-01-17 15:08:00,Забайкальская,CV,2024
2,2024-01-17 19:00:00,Восточно-Сибирская,CV,2024
2,2024-01-18 11:05:00,Забайкальская,CV,2024
2,2024-01-19 12:33:00,Восточно-Сибирская,CV,2024
2,2024-01-20 12:11:00,Красноярская,CV,2024
2,2024-01-20 16:10:00,Забайкальская,CV,2024
2,2024-01-21 19:03:00,Красноярская,CV,2024
2,2024-01-22 07:15:00,Восточно-Сибирская,CV,2024
2,2024-01-22 08:25:00,Восточно-Сибирская,CV,2024
2,2024-01-22 15:05:00,Красноярская,CV,2024
2,2024-01-23 09:30:00,Забайкальская,CV,2024
2,2024-01-23 10:35:00,Красноярская,CV,2024
2,2024-01-24 00:48:00,Западно-Сибирская,CV,2024
2,2024-01-25 02:32:00,Красноярская,CV,2024
2,2024-01-25 17:02:00,Восточно-Сибирская,CV,2024
2,2024-01-25 20:00:00,Красноярская,CV,2024
2,2024-01-26 09:48:00,Красноярская,CV,2024
2,2024-01-28 08:40:00,Восточно-Сибирская,CV,2024
2,2024-01-29 21:02:00,Западно-Сибирская,CV,2024
2,2024-01-30 12:00:00,Восточно-Сибирская,CV,2024
2,2024-01-31 06:50:00,Забайкальская,CV,2024
2,2024-01-31 17:44:00,Восточно-Сибирская,CV,2024
2,2024-01-02 01:51:00,Забайкальская,CV,2024
2,2024-01-02 05:10:00,Дальневосточная,CV,2024
2,2024-01-02 19:46:00,Восточно-Сибирская,CV,2024
2,2024-04-02 00:32:00,Восточно-Сибирская,CV,2024
2,2024-04-02 21:14:00,Восточно-Сибирская,CV,2024
2,2024-05-02 03:58:00,Октябрьская,CV,2024
2,2024-05-02 07:05:00,Дальневосточная,CV,2024
