CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR
3,2023-01-01 09:18:00,Восточно-Сибирская,CSH,2023
3,2023-02-01 02:00:00,Восточно-Сибирская,CSH,2023
3,2023-02-01 07:18:00,Восточно-Сибирская,CSH,2023
3,2023-02-01 18:52:00,Восточно-Сибирская,CSH,2023
3,2023-03-01 05:24:00,Восточно-Сибирская,CSH,2023
3,2023-04-01 08:03:00,Восточно-Сибирская,CSH,2023
3,2023-07-01 00:30:00,Восточно-Сибирская,CSH,2023
3,2023-07-01 10:30:00,Восточно-Сибирская,CSH,2023
3,2023-07-01 13:30:00,Восточно-Сибирская,CSH,2023
3,2023-07-01 22:32:00,Восточно-Сибирская,CSH,2023
3,2023-08-01 00:29:00,Восточно-Сибирская,CSH,2023
3,2023-09-01 01:50:00,Восточно-Сибирская,CSH,2023
3,2023-10-01 08:56:00,Восточно-Сибирская,CSH,2023
3,2023-10-01 12:00:00,Восточно-Сибирская,CSH,2023
3,2023-11-01 14:35:00,Восточно-Сибирская,CSH,2023
3,2023-11-01 15:22:00,Восточно-Сибирская,CSH,2023
3,2023-12-01 05:36:00,Восточно-Сибирская,CSH,2023
3,2023-12-01 18:19:00,Восточно-Сибирская,CSH,2023
3,2023-01-13 00:29:00,Восточно-Сибирская,CSH,2023
3,2023-01-13 22:20:00,Восточно-Сибирская,CSH,2023
3,2023-01-14 14:13:00,Восточно-Сибирская,CSH,2023
3,2023-01-15 06:15:00,Восточно-Сибирская,CSH,2023
3,2023-01-16 04:57:00,Восточно-Сибирская,CSH,2023
3,2023-01-16 05:03:00,Восточно-Сибирская,CSH,2023
3,2023-01-19 01:48:00,Восточно-Сибирская,CSH,2023
3,2023-01-19 03:53:00,Восточно-Сибирская,CSH,2023
3,2023-01-19 09:55:00,Восточно-Сибирская,CSH,2023
3,2023-01-20 02:28:00,Восточно-Сибирская,CSH,2023
3,2023-01-21 01:33:00,Восточно-Сибирская,CSH,2023
3,2023-01-21 15:08:00,Восточно-Сибирская,CSH,2023
3,2023-01-22 10:40:00,Восточно-Сибирская,CSH,2023
3,2023-01-23 03:15:00,Восточно-Сибирская,CSH,2023
3,2023-01-23 07:19:00,Восточно-Сибирская,CSH,2023
3,2023-01-23 10:07:00,Восточно-Сибирская,CSH,2023
3,2023-01-23 14:25:00,Восточно-Сибирская,CSH,2023
3,2023-01-23 16:51:00,Восточно-Сибирская,CSH,2023
3,2023-01-24 19:11:00,Восточно-Сибирская,CSH,2023
3,2023-01-25 00:52:00,Восточно-Сибирская,CSH,2023
3,2023-01-25 01:22:00,Восточно-Сибирская,CSH,2023
3,2023-01-25 06:48:00,Восточно-Сибирская,CSH,2023
3,2023-01-25 13:17:00,Восточно-Сибирская,CSH,2023
3,2023-01-25 18:22:00,Восточно-Сибирская,CSH,2023
3,2023-01-26 03:50:00,Восточно-Сибирская,CSH,2023
3,2023-01-27 13:22:00,Восточно-Сибирская,CSH,2023
3,2023-01-27 16:31:00,Восточно-Сибирская,CSH,2023
3,2023-01-28 06:35:00,Восточно-Сибирская,CSH,2023
