CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR
1,2023-01-01 13:33:00,Дальневосточная,CV,2023
1,2023-01-01 17:22:00,Дальневосточная,CV,2023
1,2023-01-01 21:03:00,Восточно-Сибирская,CV,2023
1,2023-01-01 21:40:00,Забайкальская,CV,2023
1,2023-03-01 12:26:00,Дальневосточная,CV,2023
1,2023-04-01 03:24:00,Восточно-Сибирская,CV,2023
1,2023-05-01 11:07:00,Восточно-Сибирская,CV,2023
1,2023-06-01 04:35:00,Восточно-Сибирская,CV,2023
1,2023-06-01 08:46:00,Дальневосточная,CV,2023
1,2023-06-01 10:34:00,Забайкальская,CV,2023
1,2023-07-01 14:45:00,Западно-Сибирская,CV,2023
1,2023-09-01 03:22:00,Забайкальская,CV,2023
1,2023-09-01 19:22:00,Красноярская,CV,2023
1,2023-12-01 18:00:00,Забайкальская,CV,2023
1,2023-01-17 08:08:00,Красноярская,CV,2023
1,2023-01-17 14:35:00,Забайкальская,CV,2023
1,2023-01-17 19:17:00,Забайкальская,CV,2023
1,2023-01-18 05:12:00,Забайкальская,CV,2023
1,2023-01-19 23:49:00,Забайкальская,CV,2023
1,2023-01-21 01:48:00,Забайкальская,CV,2023
1,2023-01-22 09:09:00,Восточно-Сибирская,CV,2023
1,2023-01-24 03:24:00,Дальневосточная,CV,2023
1,2023-01-24 04:47:00,Забайкальская,CV,2023
1,2023-01-26 12:30:00,Забайкальская,CV,2023
1,2023-01-26 13:25:00,Забайкальская,CV,2023
1,2023-01-27 12:19:00,Забайкальская,CV,2023
1,2023-01-29 15:08:00,Западно-Сибирская,CV,2023
1,2023-01-02 14:39:00,Южно-Уральская,CV,2023
1,2023-04-02 08:00:00,Забайкальская,CV,2023
1,2023-04-02 22:05:00,Октябрьская,CV,2023
1,2023-05-02 20:58:00,Северо-Кавказская,CV,2023
1,2023-06-02 11:05:00,Северная,CV,2023
1,2023-08-02 02:50:00,Забайкальская,CV,2023
1,2023-09-02 01:44:00,Западно-Сибирская,CV,2023
1,2023-09-02 06:40:00,Забайкальская,CV,2023
1,2023-09-02 13:16:00,Забайкальская,CV,2023
1,2023-09-02 14:34:00,Забайкальская,CV,2023
1,2023-10-02 01:11:00,Дальневосточная,CV,2023
1,2023-10-02 22:30:00,Западно-Сибирская,CV,2023
1,2023-12-02 10:19:00,Дальневосточная,CV,2023
1,2023-12-02 22:35:00,Забайкальская,CV,2023
1,2023-02-14 15:45:00,Забайкальская,CV,2023
1,2023-02-15 08:20:00,Горьковская,CV,2023
1,2023-02-17 02:55:00,Дальневосточная,CV,2023
1,2023-02-18 02:28:00,Западно-Сибирская,CV,2023
1,2023-02-18 15:55:00,Дальневосточная,CV,2023
1,2023-02-19 14:11:00,Забайкальская,CV,2023
1,2023-02-20 07:12:00,Восточно-Сибирская,CV,2023
1,2023-02-21 07:08:00,Забайкальская,CV,2023
1,2023-02-21 08:17:00,Восточно-Сибирская,CV,2023
1,2023-02-23 04:32:00,Забайкальская,CV,2023
1,2023-02-23 15:50:00,Дальневосточная,CV,2023
1,2023-02-26 05:08:00,Забайкальская,CV,2023
1,2023-02-26 10:29:00,Западно-Сибирская,CV,2023
1,2023-02-26 16:04:00,Забайкальская,CV,2023
1,2023-02-27 08:17:00,Дальневосточная,CV,2023
1,2023-02-27 12:57:00,Забайкальская,CV,2023
1,2023-02-28 17:10:00,Забайкальская,CV,2023
1,2023-02-03 02:55:00,Забайкальская,CV,2023
1,2023-04-03 02:50:00,Октябрьская,CV,2023
1,2023-04-03 08:10:00,Дальневосточная,CV,2023
1,2023-10-03 22:02:00,Дальневосточная,CV,2023
1,2023-11-03 02:52:00,Дальневосточная,CV,2023
1,2023-03-15 17:47:00,Дальневосточная,CV,2023
1,2023-03-16 21:41:00,Забайкальская,CV,2023
1,2023-03-18 22:00:00,Дальневосточная,CV,2023
1,2023-03-23 13:19:00,Дальневосточная,CV,2023
1,2023-03-23 13:44:00,Западно-Сибирская,CV,2023
1,2023-03-23 19:52:00,Западно-Сибирская,CV,2023
1,2023-03-24 10:19:00,Западно-Сибирская,CV,2023
1,2023-03-26 16:38:00,Северо-Кавказская,CV,2023
1,2023-03-30 22:40:00,Забайкальская,CV,2023
1,2023-04-04 06:48:00,Забайкальская,CV,2023
1,2023-06-04 07:52:00,Московская,CV,2023
1,2023-07-04 10:52:00,Северная,CV,2023
1,2023-07-04 12:07:00,Южно-Уральская,CV,2023
1,2023-07-04 20:11:00,Западно-Сибирская,CV,2023
1,2023-08-04 15:00:00,Забайкальская,CV,2023
1,2023-08-04 21:02:00,Куйбышевская,CV,2023
1,2023-10-04 02:13:00,Горьковская,CV,2023
1,2023-11-04 15:29:00,Восточно-Сибирская,CV,2023
1,2023-12-04 18:26:00,Забайкальская,CV,2023
1,2023-04-13 09:53:00,Северная,CV,2023
1,2023-04-13 12:07:00,Дальневосточная,CV,2023
1,2023-04-13 16:38:00,Дальневосточная,CV,2023
1,2023-04-15 12:10:00,Южно-Уральская,CV,2023
1,2023-04-18 03:03:00,Забайкальская,CV,2023
1,2023-04-18 07:50:00,Забайкальская,CV,2023
1,2023-04-22 01:20:00,Забайкальская,CV,2023
1,2023-04-28 16:11:00,Дальневосточная,CV,2023
1,2023-04-29 01:00:00,Дальневосточная,CV,2023
1,2023-04-29 19:51:00,Северная,CV,2023
1,2023-03-05 18:18:00,Забайкальская,CV,2023
1,2023-04-05 13:56:00,Северная,CV,2023
1,2023-05-05 06:37:00,Дальневосточная,CV,2023
1,2023-11-05 02:54:00,Забайкальская,CV,2023
1,2023-05-13 01:43:00,Забайкальская,CV,2023
1,2023-05-13 12:53:00,Западно-Сибирская,CV,2023
1,2023-05-15 20:50:00,Забайкальская,CV,2023
1,2023-05-23 08:01:00,Забайкальская,CV,2023
1,2023-05-23 09:13:00,Дальневосточная,CV,2023
1,2023-05-23 18:45:00,Свердловская,CV,2023
1,2023-05-28 12:20:00,Забайкальская,CV,2023
1,2023-05-29 17:23:00,Западно-Сибирская,CV,2023
1,2023-12-06 17:05:00,Забайкальская,CV,2023
1,2023-06-14 00:49:00,Дальневосточная,CV,2023
1,2023-06-16 06:34:00,Забайкальская,CV,2023
1,2023-06-16 22:25:00,Северная,CV,2023
1,2023-06-20 07:53:00,Забайкальская,CV,2023
1,2023-06-21 04:53:00,Забайкальская,CV,2023
1,2023-06-23 19:18:00,Западно-Сибирская,CV,2023
1,2023-06-27 20:27:00,Забайкальская,CV,2023
1,2023-01-07 07:15:00,Забайкальская,CV,2023
1,2023-01-07 21:36:00,Забайкальская,CV,2023
1,2023-03-07 04:41:00,Забайкальская,CV,2023
1,2023-03-07 06:17:00,Забайкальская,CV,2023
1,2023-04-07 04:35:00,Северная,CV,2023
1,2023-05-07 00:05:00,Забайкальская,CV,2023
