,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2023-01-01 03:30:00,99087.0,2023-01-01 08:46:00,Line 1: y = 0.00000250x + (0.00000000),0.10947
1,99087.0,2023-01-01 08:46:00,196845.0,2023-01-01 13:21:00,Line 2: y = 0.00000253x + (-0.00336664),0.11095
2,196845.0,2023-01-01 13:21:00,304789.0,2023-01-01 13:45:00,Line 3: y = 0.00000235x + (0.03293555),0.10288
3,304789.0,2023-01-01 13:45:00,437270.0,2023-01-01 17:05:00,Line 4: y = 0.00000189x + (0.17366469),0.08265
