CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
3,12657135,2023-01-01 07:15:00,Восточно-Сибирская,"В-СИБ, ТЧЭ-14",,,,Прочая неисправность корпуса тягового редуктора,CT,2023,,,,,,,0 days 00:00:00,0.0,0.0,1,0.0
3,12647915,2023-01-01 09:18:00,Восточно-Сибирская,"В-СИБ, ШЧ-7 СЛЮДЯНКА",,,,Неисправность приёмной капсулы напольной камеры,CSH,2023,,,,,,,0 days 02:03:00,123.0,123.0,2,0.0007541478129713424
2,12649144,2023-01-01 13:10:00,Восточно-Сибирская,"КРАС, ВЧДЭ-8 АБАКАН","1шт 0,98ч",,,Выщербина на ободе колеса грузового вагона,CV,2023,1.0,"0,98ч",,,,,0 days 05:55:00,355.0,232.0,3,0.0015082956259426848
1,12649141,2023-01-01 21:03:00,Восточно-Сибирская,"КРАС, ВЧДЭ-8 АБАКАН","1шт 2,72ч",,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2023,1.0,"2,72ч",,,,,0 days 13:48:00,828.0,473.0,4,0.0022624434389140274
2,12648219,2023-01-01 22:55:00,Восточно-Сибирская,"В-СИБ, ВЧДЭ-10 УЛАН-УДЭ","1шт 0,3ч",,,Технологический нагрев буксового узла,CV,2023,1.0,"0,3ч",,,,,0 days 15:40:00,940.0,112.0,5,0.0030165912518853697
3,12650259,2023-01-02 02:00:00,Восточно-Сибирская,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,,0 days 18:45:00,1125.0,185.0,6,0.003770739064856712
2,12648394,2023-01-02 06:03:00,Восточно-Сибирская,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ","1шт 0,48ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,1.0,"0,48ч",,,,,0 days 22:48:00,1368.0,243.0,7,0.004524886877828055
3,12648659,2023-01-02 07:18:00,Восточно-Сибирская,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",,,,Пережог тяговым током тиристорных устройств защиты рельсовых цепей,CSH,2023,,,,,,,1 days 00:03:00,1443.0,75.0,8,0.005279034690799397
2,12659610,2023-01-02 14:41:00,Восточно-Сибирская,"ЗАБ, ВЧДЭ-3 КАРЫМСКАЯ",2шт 1ч,,,Тонкий гребень колеса грузового вагона,CV,2023,2.0,,,,,,1 days 07:26:00,1886.0,443.0,9,0.006033182503770739
3,12649528,2023-01-02 18:52:00,Восточно-Сибирская,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",,,,Некачественная пайка монтажа светодиодного светофора,CSH,2023,,,,,,,1 days 11:37:00,2137.0,251.0,10,0.006787330316742082
3,12699213,2023-01-03 03:08:00,Восточно-Сибирская,"В-СИБ, ТЧЭ-1",,,,Повышенный вибрации корпуса тягового агрегата,CT,2023,,,,,,,1 days 19:53:00,2633.0,496.0,11,0.007541478129713424
