CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
3,12648064,2023-01-01 15:20:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,Нарушение электрических характеристик реле аппаратуры рельсовых цепей,CSH,2023,,,,,,,0 days 00:00:00,0.0,0.0,1,0.0
2,12648132,2023-01-01 18:05:00,Октябрьская,"ОКТ, ШЧ-21","7шт 3,4ч","1шт 0,3ч","1шт 0,4ч",Неисправность элементов трансформаторов аппаратуры рельсовых цепей,CSH,2023,7.0,"3,4ч",1.0,"0,3ч",1.0,"0,4ч",0 days 02:45:00,165.0,165.0,2,0.0007122507122507123
2,12648398,2023-01-02 06:15:00,Октябрьская,"ОКТ, ШЧ-21","1шт 0,53ч",,,Неисправность оборудования для размещения аппаратуры рельсовых цепей,CSH,2023,1.0,"0,53ч",,,,,0 days 14:55:00,895.0,730.0,3,0.0014245014245014246
3,12648818,2023-01-02 19:20:00,Октябрьская,"ОКТ, ИЧ-1 Ш",,,,Перегорание лампы линзового светофора устройств ПАБ,CSH,2023,,,,,,,1 days 04:00:00,1680.0,785.0,4,0.002136752136752137
2,12648892,2023-01-03 00:11:00,Октябрьская,"ОКТ, ТЧЭ-1",,"1шт 0,23ч","2шт (к учету 1) 0,22ч",Пережог простой струны контактной сети,CT,2023,,,1.0,"0,23ч",1.0,"0,22ч",1 days 08:51:00,1971.0,291.0,5,0.002849002849002849
3,12648915,2023-01-03 01:00:00,Октябрьская,"ОКТ, ТЧЭ-22",,,,Неисправность блока индикации БИЛ-У комплексного локомотивного устройства безопасности,CT,2023,,,,,,,1 days 09:40:00,2020.0,49.0,6,0.0035612535612535613
2,12648907,2023-01-03 01:01:00,Октябрьская,"ОКТ, ШЧ-7 (Р)","3шт 1,18ч",,,Износ элементов дешифратора аппаратуры АБ,CSH,2023,3.0,"1,18ч",,,,,1 days 09:41:00,2021.0,1.0,7,0.004273504273504274
2,12648908,2023-01-03 01:03:00,Октябрьская,"ОКТ, ШЧ-2 (Р)","3шт 2,8ч","3шт 0,67ч",,Излом элементов трансмиттеров аппаратуры рельсовых цепей,CSH,2023,3.0,"2,8ч",3.0,"0,67ч",,,1 days 09:43:00,2023.0,2.0,8,0.004985754985754986
3,12648989,2023-01-03 04:14:00,Октябрьская,"ОКТ, ШЧ-7 (Р)",,,,Износ элементов дешифратора аппаратуры АБ,CSH,2023,,,,,,,1 days 12:54:00,2214.0,191.0,9,0.005698005698005698
2,12650767,2023-01-04 23:42:00,Октябрьская,"ОКТ, ШЧ-9 (Э)","5шт 2,08ч",,,Нарушение контакта во внутреннем монтаже СП-6М,CSH,2023,5.0,"2,08ч",,,,,3 days 08:22:00,4822.0,2608.0,10,0.00641025641025641
3,12650777,2023-01-05 00:11:00,Октябрьская,"ОКТ, ШЧ-16 (Р)",,,,Другие неисправности предохранителей аппаратуры защиты АБ,CSH,2023,,,,,,,3 days 08:51:00,4851.0,29.0,11,0.007122507122507123
2,12651751,2023-01-05 20:58:00,Октябрьская,"ОКТ, ШЧ-12",,,"2шт 0,22ч",Перегорание лампы линзового светофора,CSH,2023,,,,,2.0,"0,22ч",4 days 05:38:00,6098.0,1247.0,12,0.007834757834757835
