ROAD,CATEGORY,SEASON,YEAR,N,LAMBDA_MLE,LAMBDA_FITTER,LAMBDA_MONTH,KS_PVALUE,KS_OK
Восточно-Сибирская,2,Весна,2024,101,0.0007795375258559476,0.0007807547811567539,33.72860654597177,0.8263198332976853,True
Восточно-Сибирская,2,Лето,2024,126,0.0010185357336286547,0.0010206147989145842,44.090559313110035,0.29617670413089814,True
Восточно-Сибирская,2,Осень,2024,81,0.0006319682299428108,0.0006347763392997085,27.422337857747408,0.25998426212841286,True
Восточно-Сибирская,2,Зима,2024,103,0.00019579255113892337,0.00019702699652429073,8.51156624984936,8.174877348750044e-23,False
Восточно-Сибирская,3,Весна,2024,213,0.0016288388596598555,0.0016422133643786189,70.94361734115634,0.14745976809646577,True
Восточно-Сибирская,3,Лето,2024,235,0.0018186743025190575,0.0018219879051015661,78.70987750038766,0.05976832307894275,True
Восточно-Сибирская,3,Осень,2024,194,0.0014840313635494358,0.0014906679575543826,64.39685576634933,0.6429938693116288,True
Восточно-Сибирская,3,Зима,2024,224,0.0004259526888263482,0.0004261342018354209,18.408997519290182,2.5841452706222973e-48,False
