ROAD,CATEGORY,SEASON,YEAR,N,LAMBDA_MLE,LAMBDA_FITTER,LAMBDA_MONTH,KS_PVALUE,KS_OK
Октябрьская,2,Весна,2024,158,0.0011981406071084621,0.0012010185853825396,51.884002888525714,0.03118575917405675,False
Октябрьская,2,Лето,2024,195,0.001479447066142664,0.0014816390727218848,64.00680794158542,0.7861375143454543,True
Октябрьская,2,Осень,2024,126,0.0009654062751407884,0.0009700889248181084,41.90784155214228,0.8848829951249575,True
Октябрьская,2,Зима,2024,165,0.0003138403598702793,0.00031393888656341566,13.562159899539557,2.9129182204562256e-34,False
Октябрьская,3,Весна,2024,296,0.0022384729984194565,0.0022434950014021842,96.91898406057436,0.2156245881070572,True
Октябрьская,3,Лето,2024,333,0.002542799981673514,0.002549282296650718,110.12899521531101,0.7860726035510743,True
Октябрьская,3,Осень,2024,260,0.0019883908564611234,0.0019963298243997575,86.24144841406952,0.27204141623942013,True
Октябрьская,3,Зима,2024,339,0.0006452533904354033,0.0006456700111992321,27.892944483806826,7.89405870647526e-74,False
