ROAD,CATEGORY,SEASON,YEAR,N,LAMBDA_MLE,LAMBDA_FITTER,LAMBDA_MONTH,KS_PVALUE,KS_OK
Приволжская,2,Лето,2024,35,0.00027219349068709415,0.00027420871200250704,11.845816358508305,0.9233744152337415,True
Приволжская,2,Осень,2024,34,0.0002868665732944095,0.00028711366323256205,12.40331025164668,0.9431263203166687,True
Приволжская,2,Зима,2024,36,6.925407589092482e-05,6.945610085025844e-05,3.0005035567311644,7.104302221010219e-09,False
Приволжская,3,Весна,2024,76,0.0005926526665470964,0.0005997616736507335,25.909704301711688,0.644955685854131,True
Приволжская,3,Лето,2024,67,0.0005256509834380712,0.0005292677146694052,22.864365273718303,0.9311629986677576,True
Приволжская,3,Осень,2024,96,0.0007579705338954948,0.0007608540586808692,32.86889533501355,0.3237375753700624,True
Приволжская,3,Зима,2024,78,0.00014975520783334933,0.0001507030878676286,6.510373395881555,8.646645273786822e-21,False
