START_TIME,DELTA_TIME,DELTA_MINUTES,INDEX
2023-01-01 19:38:00,0 days 00:00:00,0.0,0.0
2023-01-02 10:56:00,0 days 15:18:00,918.0,0.002457002457002457
2023-01-02 12:44:00,0 days 17:06:00,1026.0,0.004914004914004914
2023-01-03 00:10:00,1 days 04:32:00,1712.0,0.007371007371007371
2023-01-03 05:29:00,1 days 09:51:00,2031.0,0.009828009828009828
2023-01-04 10:34:00,2 days 14:56:00,3776.0,0.012285012285012284
2023-01-05 10:07:00,3 days 14:29:00,5189.0,0.014742014742014743
2023-01-05 17:01:00,3 days 21:23:00,5603.0,0.0171990171990172
2023-01-06 02:32:00,4 days 06:54:00,6174.0,0.019656019656019656
2023-01-07 23:59:00,6 days 04:21:00,8901.0,0.022113022113022112
2023-01-10 07:25:00,8 days 11:47:00,12227.0,0.02457002457002457
2023-01-11 12:01:00,9 days 16:23:00,13943.0,0.027027027027027025
2023-01-11 17:38:00,9 days 22:00:00,14280.0,0.029484029484029485
2023-01-14 18:12:00,12 days 22:34:00,18634.0,0.03194103194103194
2023-01-15 18:34:00,13 days 22:56:00,20096.0,0.0343980343980344
2023-01-17 17:50:00,15 days 22:12:00,22932.0,0.036855036855036855
2023-01-18 02:31:00,16 days 06:53:00,23453.0,0.03931203931203931
2023-01-19 21:10:00,18 days 01:32:00,26012.0,0.04176904176904177
2023-01-19 21:19:00,18 days 01:41:00,26021.0,0.044226044226044224
2023-01-22 19:50:00,21 days 00:12:00,30252.0,0.04668304668304668
2023-01-22 22:46:00,21 days 03:08:00,30428.0,0.04914004914004914
2023-01-25 07:20:00,23 days 11:42:00,33822.0,0.051597051597051594
2023-01-25 12:51:00,23 days 17:13:00,34153.0,0.05405405405405405
2023-01-31 00:04:00,29 days 04:26:00,42026.0,0.05651105651105651
2023-02-01 16:10:00,30 days 20:32:00,44432.0,0.05896805896805897
2023-02-01 18:09:00,30 days 22:31:00,44551.0,0.06142506142506143
2023-02-05 17:19:00,34 days 21:41:00,50261.0,0.06388206388206388
2023-02-06 20:57:00,36 days 01:19:00,51919.0,0.06633906633906633
2023-02-07 08:19:00,36 days 12:41:00,52601.0,0.0687960687960688
2023-02-08 22:42:00,38 days 03:04:00,54904.0,0.07125307125307125
2023-02-12 05:21:00,41 days 09:43:00,59623.0,0.07371007371007371
2023-02-14 11:10:00,43 days 15:32:00,62852.0,0.07616707616707616
