,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 21:55:00,109716.0,2024-01-02 04:49:00,Line 1: y = 0.00000209x + (0.00000000),0.09154
1,109716.0,2024-01-02 04:49:00,212712.0,2024-01-04 08:30:00,Line 2: y = 0.00000223x + (-0.01496069),0.09751
2,212712.0,2024-01-04 08:30:00,335797.0,2024-01-06 04:20:00,Line 3: y = 0.00000186x + (0.06233008),0.0816
3,335797.0,2024-01-06 04:20:00,478030.0,2024-01-06 06:31:00,Line 4: y = 0.00000161x + (0.14654666),0.07061
4,478030.0,2024-01-06 06:31:00,524350.0,2024-01-07 01:40:00,Line 5: y = 0.00000176x + (0.07580828),0.07709
