iter	Passed	Remaining
716	1791	5704
717	1793	5699
718	1795	5695
719	1797	5690
720	1799	5688
721	1801	5683
722	1803	5678
723	1805	5676
724	1808	5674
725	1811	5673
726	1813	5671
727	1816	5669
728	1819	5667
729	1821	5665
730	1824	5663
731	1827	5661
732	1829	5659
733	1832	5656
734	1835	5655
735	1837	5653
736	1840	5651
737	1843	5649
738	1845	5647
739	1848	5645
740	1851	5643
741	1853	5641
742	1856	5639
743	1859	5637
744	1861	5635
745	1864	5633
746	1867	5631
747	1869	5629
748	1872	5627
749	1873	5621
750	1874	5614
751	1876	5608
752	1877	5602
753	1878	5595
754	1879	5589
755	1880	5583
756	1882	5576
757	1883	5570
758	1884	5564
759	1885	5557
760	1886	5551
761	1888	5545
762	1889	5538
763	1890	5532
764	1891	5526
765	1892	5520
766	1893	5513
767	1895	5507
768	1896	5502
769	1899	5501
770	1902	5499
771	1903	5494
772	1906	5493
773	1907	5487
774	1910	5485
775	1913	5483
776	1915	5480
777	1918	5478
778	1920	5476
779	1923	5474
780	1926	5472
781	1928	5470
782	1931	5468
783	1934	5466
784	1934	5459
785	1935	5451
786	1936	5444
787	1936	5436
788	1937	5429
789	1938	5421
790	1938	5414
791	1941	5412
792	1944	5410
793	1946	5409
794	1949	5407
795	1952	5405
796	1955	5403
797	1958	5404
798	1961	5404
799	1966	5407
800	1968	5405
801	1971	5403
802	1974	5401
803	1976	5399
804	1979	5397
805	1982	5395
806	1985	5394
807	1987	5392
808	1990	5390
809	1993	5389
810	1995	5387
811	1996	5380
812	1997	5374
813	1998	5367
814	1999	5360
815	2000	5353
816	2001	5347
817	2002	5340
818	2003	5334
819	2003	5327
820	2004	5321
821	2005	5315
822	2006	5308
823	2007	5301
824	2008	5295
825	2009	5288
826	2010	5282
827	2011	5275
828	2012	5269
829	2012	5262
830	2013	5256
831	2014	5249
832	2015	5243
833	2018	5241
834	2020	5239
835	2023	5238
836	2026	5236
837	2029	5234
838	2031	5233
839	2034	5232
840	2037	5230
841	2039	5228
842	2043	5227
843	2045	5226
844	2048	5224
845	2051	5222
846	2053	5221
847	2056	5219
848	2059	5217
849	2062	5216
850	2064	5214
851	2067	5212
852	2070	5210
853	2072	5208
854	2075	5206
855	2077	5204
856	2080	5202
857	2083	5200
858	2085	5198
859	2088	5196
860	2091	5194
861	2094	5193
862	2096	5192
863	2099	5190
864	2102	5188
865	2104	5186
866	2107	5185
867	2110	5183
868	2112	5181
869	2115	5179
870	2118	5177
871	2121	5176
872	2123	5174
873	2126	5172
874	2129	5170
875	2131	5169
876	2134	5167
877	2137	5165
878	2139	5163
879	2142	5161
880	2144	5159
881	2147	5157
882	2150	5155
883	2152	5153
884	2154	5149
885	2157	5147
886	2159	5143
887	2161	5141
888	2163	5137
889	2166	5135
890	2168	5133
891	2171	5131
892	2174	5129
893	2176	5127
894	2177	5122
895	2180	5120
896	2183	5118
897	2185	5116
898	2188	5114
899	2191	5112
900	2193	5111
901	2196	5109
902	2199	5107
903	2201	5105
904	2204	5103
905	2207	5101
906	2209	5098
907	2212	5096
908	2214	5094
909	2217	5092
910	2219	5090
911	2222	5088
912	2223	5082
913	2226	5080
914	2228	5078
915	2231	5076
916	2233	5074
917	2236	5073
918	2239	5071
919	2242	5069
920	2244	5067
921	2246	5062
922	2248	5060
923	2251	5058
924	2254	5057
925	2257	5055
926	2259	5053
927	2262	5051
928	2265	5049
929	2267	5047
930	2270	5045
931	2273	5043
932	2275	5042
933	2278	5040
934	2281	5038
935	2284	5036
936	2286	5034
937	2289	5033
938	2292	5031
939	2294	5029
940	2297	5027
941	2300	5025
942	2303	5023
943	2305	5022
944	2308	5020
945	2311	5018
946	2313	5016
947	2316	5014
948	2319	5012
949	2321	5010
950	2324	5008
951	2327	5006
952	2330	5004
953	2332	5002
954	2335	5001
955	2336	4995
956	2339	4993
957	2341	4991
958	2344	4989
959	2347	4987
960	2349	4985
961	2352	4982
962	2354	4981
963	2356	4976
964	2358	4974
965	2361	4972
966	2362	4967
967	2365	4965
968	2367	4961
969	2369	4959
970	2370	4954
971	2373	4952
972	2376	4950
973	2378	4948
974	2381	4946
975	2384	4944
976	2387	4942
977	2389	4940
978	2392	4938
979	2395	4937
980	2397	4935
981	2400	4932
982	2403	4930
983	2405	4928
984	2408	4926
985	2410	4924
986	2413	4922
987	2416	4920
988	2418	4918
989	2421	4916
990	2425	4916
991	2427	4913
992	2430	4912
993	2434	4912
994	2435	4908
995	2438	4906
996	2441	4904
997	2443	4902
998	2446	4900
999	2447	4895
1000	2450	4893
1001	2452	4889
1002	2455	4888
1003	2457	4886
1004	2460	4884
1005	2463	4882
1006	2464	4878
1007	2466	4874
1008	2468	4870
