,START_TIME,CATEGORY,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX
0,2024-01-01 02:32:00,2,0 days 00:00:00,0.0,,0.0
1,2024-01-01 03:50:00,2,0 days 01:18:00,78.0,78.0,0.000106928999144568
2,2024-01-01 04:16:00,2,0 days 01:44:00,104.0,26.0,0.000213857998289136
3,2024-01-01 04:18:00,2,0 days 01:46:00,106.0,2.0,0.000320786997433704
4,2024-01-01 05:45:00,3,0 days 03:13:00,193.0,87.0,0.000427715996578272
5,2024-01-01 07:03:00,3,0 days 04:31:00,271.0,78.0,0.00053464499572284
6,2024-01-01 07:21:00,2,0 days 04:49:00,289.0,18.0,0.000641573994867408
7,2024-01-01 07:32:00,3,0 days 05:00:00,300.0,11.0,0.000748502994011976
8,2024-01-01 11:01:00,2,0 days 08:29:00,509.0,209.0,0.000855431993156544
9,2024-01-01 11:22:00,2,0 days 08:50:00,530.0,21.0,0.000962360992301112
10,2024-01-01 14:29:00,3,0 days 11:57:00,717.0,187.0,0.00106928999144568
11,2024-01-01 19:27:00,3,0 days 16:55:00,1015.0,298.0,0.001176218990590248
12,2024-01-01 19:52:00,2,0 days 17:20:00,1040.0,25.0,0.001283147989734816
13,2024-01-01 20:16:00,1,0 days 17:44:00,1064.0,24.0,0.001390076988879384
14,2024-01-01 21:14:00,2,0 days 18:42:00,1122.0,58.0,0.001497005988023952
15,2024-01-01 21:28:00,3,0 days 18:56:00,1136.0,14.0,0.00160393498716852
16,2024-01-01 22:24:00,3,0 days 19:52:00,1192.0,56.0,0.001710863986313088
17,2024-01-01 23:20:00,2,0 days 20:48:00,1248.0,56.0,0.001817792985457656
18,2024-01-02 04:54:00,2,1 days 02:22:00,1582.0,334.0,0.001924721984602224
19,2024-01-02 04:57:00,2,1 days 02:25:00,1585.0,3.0,0.0020316509837467922
20,2024-01-02 05:24:00,2,1 days 02:52:00,1612.0,27.0,0.00213857998289136
21,2024-01-02 06:48:00,2,1 days 04:16:00,1696.0,84.0,0.002245508982035928
22,2024-01-02 06:55:00,2,1 days 04:23:00,1703.0,7.0,0.002352437981180496
23,2024-01-02 07:40:00,3,1 days 05:08:00,1748.0,45.0,0.002459366980325064
24,2024-01-02 08:06:00,2,1 days 05:34:00,1774.0,26.0,0.002566295979469632
25,2024-01-02 09:32:00,3,1 days 07:00:00,1860.0,86.0,0.0026732249786142
26,2024-01-02 09:47:00,2,1 days 07:15:00,1875.0,15.0,0.002780153977758768
27,2024-01-02 10:29:00,3,1 days 07:57:00,1917.0,42.0,0.002887082976903336
28,2024-01-02 11:59:00,2,1 days 09:27:00,2007.0,90.0,0.002994011976047904
29,2024-01-02 13:03:00,3,1 days 10:31:00,2071.0,64.0,0.003100940975192472
30,2024-01-02 13:10:00,2,1 days 10:38:00,2078.0,7.0,0.00320786997433704
31,2024-01-02 14:20:00,3,1 days 11:48:00,2148.0,70.0,0.003314798973481608
32,2024-01-02 15:30:00,2,1 days 12:58:00,2218.0,70.0,0.003421727972626176
33,2024-01-02 17:05:00,2,1 days 14:33:00,2313.0,95.0,0.003528656971770744
34,2024-01-02 17:50:00,3,1 days 15:18:00,2358.0,45.0,0.003635585970915312
35,2024-01-02 19:02:00,2,1 days 16:30:00,2430.0,72.0,0.0037425149700598802
36,2024-01-02 19:25:00,3,1 days 16:53:00,2453.0,23.0,0.003849443969204448
37,2024-01-02 19:53:00,2,1 days 17:21:00,2481.0,28.0,0.003956372968349016
38,2024-01-02 20:07:00,2,1 days 17:35:00,2495.0,14.0,0.0040633019674935844
39,2024-01-02 20:12:00,2,1 days 17:40:00,2500.0,5.0,0.004170230966638152
40,2024-01-02 20:16:00,2,1 days 17:44:00,2504.0,4.0,0.00427715996578272
41,2024-01-02 20:51:00,2,1 days 18:19:00,2539.0,35.0,0.004384088964927288
42,2024-01-02 20:55:00,2,1 days 18:23:00,2543.0,4.0,0.004491017964071856
43,2024-01-02 21:20:00,3,1 days 18:48:00,2568.0,25.0,0.0045979469632164245
44,2024-01-02 21:40:00,2,1 days 19:08:00,2588.0,20.0,0.004704875962360992
45,2024-01-03 00:55:00,3,1 days 22:23:00,2783.0,195.0,0.00481180496150556
46,2024-01-03 01:14:00,2,1 days 22:42:00,2802.0,19.0,0.004918733960650128
47,2024-01-03 02:09:00,2,1 days 23:37:00,2857.0,55.0,0.005025662959794696
48,2024-01-03 02:22:00,3,1 days 23:50:00,2870.0,13.0,0.005132591958939264
49,2024-01-03 02:37:00,2,2 days 00:05:00,2885.0,15.0,0.005239520958083832
50,2024-01-03 03:14:00,2,2 days 00:42:00,2922.0,37.0,0.0053464499572284
51,2024-01-03 03:27:00,2,2 days 00:55:00,2935.0,13.0,0.005453378956372968
52,2024-01-03 04:45:00,2,2 days 02:13:00,3013.0,78.0,0.005560307955517536
53,2024-01-03 04:50:00,3,2 days 02:18:00,3018.0,5.0,0.005667236954662104
54,2024-01-03 05:40:00,3,2 days 03:08:00,3068.0,50.0,0.005774165953806672
55,2024-01-03 06:07:00,2,2 days 03:35:00,3095.0,27.0,0.00588109495295124
56,2024-01-03 06:14:00,2,2 days 03:42:00,3102.0,7.0,0.005988023952095808
57,2024-01-03 07:09:00,3,2 days 04:37:00,3157.0,55.0,0.006094952951240376
58,2024-01-03 07:15:00,3,2 days 04:43:00,3163.0,6.0,0.006201881950384944
59,2024-01-03 08:05:00,2,2 days 05:33:00,3213.0,50.0,0.006308810949529512
60,2024-01-03 08:07:00,3,2 days 05:35:00,3215.0,2.0,0.00641573994867408
