,START_TIME,CATEGORY,DELTA_TIME,DELTA_SECONDS,TIME_DIFF,INDEX
0,2023-01-01 07:15:00,3,0 days 00:00:00,0.0,,0.0
1,2023-01-03 01:00:00,3,1 days 17:45:00,2505.0,2505.0,0.002777777777777778
2,2023-01-03 03:08:00,3,1 days 19:53:00,2633.0,128.0,0.005555555555555556
3,2023-01-04 02:18:00,3,2 days 19:03:00,4023.0,1390.0,0.008333333333333333
4,2023-01-04 02:36:00,3,2 days 19:21:00,4041.0,18.0,0.011111111111111112
5,2023-01-04 10:52:00,3,3 days 03:37:00,4537.0,496.0,0.01388888888888889
6,2023-01-04 21:35:00,3,3 days 14:20:00,5180.0,643.0,0.016666666666666666
7,2023-01-05 20:09:00,3,4 days 12:54:00,6534.0,1354.0,0.019444444444444445
8,2023-01-06 12:50:00,3,5 days 05:35:00,7535.0,1001.0,0.022222222222222223
9,2023-01-06 15:58:00,3,5 days 08:43:00,7723.0,188.0,0.025
10,2023-01-07 11:18:00,3,6 days 04:03:00,8883.0,1160.0,0.02777777777777778
11,2023-01-08 23:23:00,3,7 days 16:08:00,11048.0,2165.0,0.030555555555555558
12,2023-01-09 23:50:00,3,8 days 16:35:00,12515.0,1467.0,0.03333333333333333
13,2023-01-10 04:32:00,3,8 days 21:17:00,12797.0,282.0,0.036111111111111115
14,2023-01-10 11:50:00,3,9 days 04:35:00,13235.0,438.0,0.03888888888888889
15,2023-01-10 18:45:00,3,9 days 11:30:00,13650.0,415.0,0.04166666666666667
16,2023-01-10 20:06:00,3,9 days 12:51:00,13731.0,81.0,0.044444444444444446
17,2023-01-11 07:13:00,3,9 days 23:58:00,14398.0,667.0,0.04722222222222222
18,2023-01-11 09:55:00,3,10 days 02:40:00,14560.0,162.0,0.05
19,2023-01-11 13:10:00,3,10 days 05:55:00,14755.0,195.0,0.05277777777777778
20,2023-01-12 18:01:00,3,11 days 10:46:00,16486.0,1731.0,0.05555555555555556
21,2023-01-12 21:30:00,3,11 days 14:15:00,16695.0,209.0,0.058333333333333334
22,2023-01-13 11:00:00,3,12 days 03:45:00,17505.0,810.0,0.061111111111111116
23,2023-01-13 20:00:00,3,12 days 12:45:00,18045.0,540.0,0.0638888888888889
24,2023-01-14 14:03:00,3,13 days 06:48:00,19128.0,1083.0,0.06666666666666667
25,2023-01-14 14:30:00,3,13 days 07:15:00,19155.0,27.0,0.06944444444444445
26,2023-01-14 15:22:00,3,13 days 08:07:00,19207.0,52.0,0.07222222222222223
27,2023-01-14 22:10:00,3,13 days 14:55:00,19615.0,408.0,0.075
28,2023-01-15 07:50:00,3,14 days 00:35:00,20195.0,580.0,0.07777777777777778
29,2023-01-15 13:45:00,3,14 days 06:30:00,20550.0,355.0,0.08055555555555556
30,2023-01-15 18:50:00,3,14 days 11:35:00,20855.0,305.0,0.08333333333333334
31,2023-01-17 05:02:00,3,15 days 21:47:00,22907.0,2052.0,0.08611111111111111
32,2023-01-18 00:50:00,3,16 days 17:35:00,24095.0,1188.0,0.08888888888888889
33,2023-01-18 09:00:00,3,17 days 01:45:00,24585.0,490.0,0.09166666666666667
34,2023-01-18 22:26:00,3,17 days 15:11:00,25391.0,806.0,0.09444444444444444
35,2023-01-19 03:43:00,3,17 days 20:28:00,25708.0,317.0,0.09722222222222222
36,2023-01-19 07:46:00,3,18 days 00:31:00,25951.0,243.0,0.1
37,2023-01-20 07:53:00,3,19 days 00:38:00,27398.0,1447.0,0.10277777777777779
38,2023-01-21 04:40:00,3,19 days 21:25:00,28645.0,1247.0,0.10555555555555556
39,2023-01-21 09:56:00,3,20 days 02:41:00,28961.0,316.0,0.10833333333333334
40,2023-01-21 21:42:00,3,20 days 14:27:00,29667.0,706.0,0.11111111111111112
41,2023-01-22 10:32:00,3,21 days 03:17:00,30437.0,770.0,0.11388888888888889
42,2023-01-22 21:01:00,3,21 days 13:46:00,31066.0,629.0,0.11666666666666667
43,2023-01-22 22:45:00,3,21 days 15:30:00,31170.0,104.0,0.11944444444444445
44,2023-01-23 00:26:00,3,21 days 17:11:00,31271.0,101.0,0.12222222222222223
45,2023-01-23 08:45:00,3,22 days 01:30:00,31770.0,499.0,0.125
46,2023-01-24 12:56:00,3,23 days 05:41:00,33461.0,1691.0,0.1277777777777778
47,2023-01-25 08:34:00,3,24 days 01:19:00,34639.0,1178.0,0.13055555555555556
48,2023-01-25 16:18:00,3,24 days 09:03:00,35103.0,464.0,0.13333333333333333
49,2023-01-25 22:20:00,3,24 days 15:05:00,35465.0,362.0,0.13611111111111113
50,2023-01-26 04:54:00,3,24 days 21:39:00,35859.0,394.0,0.1388888888888889
51,2023-01-26 09:49:00,3,25 days 02:34:00,36154.0,295.0,0.14166666666666666
52,2023-01-27 02:05:00,3,25 days 18:50:00,37130.0,976.0,0.14444444444444446
53,2023-01-27 08:30:00,3,26 days 01:15:00,37515.0,385.0,0.14722222222222223
54,2023-01-28 21:09:00,3,27 days 13:54:00,39714.0,2199.0,0.15
55,2023-01-29 18:53:00,3,28 days 11:38:00,41018.0,1304.0,0.1527777777777778
56,2023-01-30 09:50:00,3,29 days 02:35:00,41915.0,897.0,0.15555555555555556
57,2023-01-31 02:48:00,3,29 days 19:33:00,42933.0,1018.0,0.15833333333333333
58,2023-01-31 08:00:00,3,30 days 00:45:00,43245.0,312.0,0.16111111111111112
59,2023-01-31 09:30:00,3,30 days 02:15:00,43335.0,90.0,0.1638888888888889
60,2023-01-31 11:23:00,3,30 days 04:08:00,43448.0,113.0,0.16666666666666669
61,2023-01-31 15:50:00,3,30 days 08:35:00,43715.0,267.0,0.16944444444444445
62,2023-02-01 07:32:00,3,31 days 00:17:00,44657.0,942.0,0.17222222222222222
63,2023-02-01 14:30:00,3,31 days 07:15:00,45075.0,418.0,0.17500000000000002
64,2023-02-03 02:05:00,3,32 days 18:50:00,47210.0,2135.0,0.17777777777777778
65,2023-02-04 14:20:00,3,34 days 07:05:00,49385.0,2175.0,0.18055555555555555
66,2023-02-04 18:10:00,3,34 days 10:55:00,49615.0,230.0,0.18333333333333335
67,2023-02-07 06:48:00,3,36 days 23:33:00,53253.0,3638.0,0.18611111111111112
