,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2023-01-02 11:05:00,42195.0,2023-01-06 00:20:00,Line 1: y = 0.00000444x + (0.00000000),0.19463
1,42195.0,2023-01-06 00:20:00,98490.0,2023-01-07 21:35:00,Line 2: y = 0.00000333x + (0.04696243),0.14588
2,98490.0,2023-01-07 21:35:00,237855.0,2023-01-08 16:42:00,Line 3: y = 0.00000135x + (0.24249273),0.05893
3,237855.0,2023-01-08 16:42:00,300928.0,2023-01-08 20:03:00,Line 4: y = 0.00000297x + (-0.14458247),0.13021
4,300928.0,2023-01-08 20:03:00,433735.0,2023-01-09 05:40:00,Line 5: y = 0.00000179x + (0.21184764),0.07833
