CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,13160087,2024-01-01 04:16:00,Восточно-Сибирская,"В-СИБ, ШЧ-6 (Р)",,,"1шт ч(к учету 0,1)ч","Внутренний монтаж, обрыв",CSH,2024,,,,,1.0,"0,1ч"
3,13160869,2024-01-01 07:32:00,Восточно-Сибирская,"В-СИБ, ШЧ-5 ИРКУТСК-СОРТИРОВОЧНЫЙ",,,,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,,,,
2,13160457,2024-01-01 19:52:00,Восточно-Сибирская,"В-СИБ, ШЧ-7 СЛЮДЯНКА","5шт ч(к учету 2,13ч)",,,"Лампы, перегорание основной нити",CSH,2024,5.0,"2,13ч",,,,
2,13161301,2024-01-03 01:14:00,Восточно-Сибирская,"В-СИБ, ШЧ-8 УЛАН-УДЭ","3шт ч(к учету 2,38ч)",,,"Контактная система, увеличенное сопротивление контакта",CSH,2024,3.0,"2,38ч",,,,
2,13166734,2024-01-07 02:08:00,Восточно-Сибирская,"В-СИБ, ШЧ-1 ТАЙШЕТ","1шт ч(к учету 0,42ч)",,,"Конденсатор, снижение емкости",CSH,2024,1.0,"0,42ч",,,,
3,13173115,2024-01-07 09:05:00,Восточно-Сибирская,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",,,,"Выводные клеммы, сообщение",CSH,2024,,,,,,
3,13167313,2024-01-07 15:17:00,Восточно-Сибирская,"В-СИБ, ШЧ-14 ТАКСИМО",,,,Обрыв,CSH,2024,,,,,,
3,13168914,2024-01-07 19:26:00,Восточно-Сибирская,"В-СИБ, ШЧ-5 ИРКУТСК-СОРТИРОВОЧНЫЙ",,,,"Релейный ОК, программное обеспечение, сбой",CSH,2024,,,,,,
3,13169155,2024-01-07 19:40:00,Восточно-Сибирская,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ",,,,"Электродвигатель, постоянного тока (МСП, ДСП), заклинивание ротора",CSH,2024,,,,,,
2,13214128,2024-01-07 21:05:00,Восточно-Сибирская,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК","6шт ч(к учету 2,37ч)",,,"Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,6.0,"2,37ч",,,,
3,13167630,2024-01-08 01:50:00,Восточно-Сибирская,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",,,,"Нарушение контакта в разъемах блоков, сообщение",CSH,2024,,,,,,
3,13168821,2024-01-08 03:24:00,Восточно-Сибирская,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ",,,,Некачественная пайка,CSH,2024,,,,,,
3,13174085,2024-01-09 00:00:00,Восточно-Сибирская,"В-СИБ, ШЧ-3 ЗИМА",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
3,13177053,2024-01-09 01:05:00,Восточно-Сибирская,"В-СИБ, ШЧ-10 ВИХОРЕВКА",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
