CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,13160084,2024-01-01 03:50:00,Московская,"МОСК, ШЧ-34","1шт ч(к учету 0,32ч)",,,Нарушение контакта штепсель/рельс,CSH,2024,0.0,"0,32ч",,,,
2,13160498,2024-01-01 23:20:00,Московская,"МОСК, ИЧ-2 ЛЬГОВСКАЯ Ш","1шт ч(к учету 0,98ч)",,,Короткое замыкание в кабеле линий СЦБ напряжением до 1000 В,CSH,2024,0.0,"0,98ч",,,,
2,13161150,2024-01-02 19:53:00,Московская,"МОСК, ШЧ-8","5шт ч(к учету 2,13ч)",,,Обрыв жил контрольного кабеля линий СЦБ,CSH,2024,2.0,"2,13ч",,,,
2,13161210,2024-01-02 20:12:00,Московская,"МОСК, ИЧ-3 ПЛЕХАНОВСКАЯ Ш","2шт ч(к учету 0,67ч)",,,"Внутренний монтаж, обрыв монтажного провода",CSH,2024,0.0,"0,67ч",,,,
2,13161176,2024-01-02 20:51:00,Московская,"МОСК, ШЧ-32",,"1шт ч(к учету 0,15ч)",,Неисправность монтажа,CSH,2024,,,0.0,"0,15ч",,
2,13161403,2024-01-03 04:45:00,Московская,"МОСК, ШЧ-21",,"1шт ч(к учету 0,12ч)","1шт ч(к учету 0,1)ч","Разрегулировка воронки, муфты линии СЦБ напряжением до 1000 В",CSH,2024,,,0.0,"0,12ч",0.0,
2,13161515,2024-01-03 06:14:00,Московская,"МОСК, ШЧ-24",,"2шт ч(к учету 0,28ч)",,Излом провода под гайкой,CSH,2024,,,0.0,"0,28ч",,
1,13161925,2024-01-03 11:00:00,Московская,"МОСК, ШЧ-34","1шт ч(к учету 1,55ч)",,,Обрыв жил контрольного кабеля линий СЦБ,CSH,2024,1.0,"1,55ч",,,,
3,13164250,2024-01-03 22:50:00,Московская,"МОСК, ШЧ-34",,,,"Трансформатор, обрыв обмотки",CSH,2024,,,,,,
2,13165754,2024-01-04 08:40:00,Московская,"МОСК, ШЧ-10",,,"2шт ч(к учету 0,27)ч","Внутренний монтаж, обрыв",CSH,2024,,,,,0.0,
