CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
3,13160341,2024-01-01 14:29:00,Северная,"СЕВ, ШЧ-10",,,,Потеря контакта в дужке,CSH,2024,,,,,,
3,13160686,2024-01-02 07:40:00,Северная,"СЕВ, ШЧ-5 (Р)",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,
3,13161809,2024-01-03 08:11:00,Северная,"СЕВ, ШЧ-5 (Р)",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,
3,13161876,2024-01-03 10:27:00,Северная,"СЕВ, ШЧ-13",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,
2,13163201,2024-01-04 07:51:00,Северная,"СЕВ, ШЧ-5 (Р)",,,"1шт ч(к учету 0,1)ч","Контактная система, увеличенное сопротивление",CSH,2024,,,,,0.0,
2,13164252,2024-01-04 21:57:00,Северная,"СЕВ, ШЧ-10","1шт ч(к учету 0,77ч)",,,Влияние посторонних источников питания,CSH,2024,0.0,"0,77ч",,,,
3,13164324,2024-01-05 00:25:00,Северная,"СЕВ, ШЧ-3",,,,"Контрольные линейки, ослабление крепления",CSH,2024,,,,,,
1,13165261,2024-01-05 13:03:00,Северная,"СЕВ, ШЧ-4","16шт (к учету 10) ч(к учету 10,6ч)","1шт ч(к учету 0,18ч)",,"Электродвигатель, переменного тока (МСТ, МСА), короткое замыкание обмотки статора",CSH,2024,10.0,"10,6ч",0.0,"0,18ч",,
2,13166440,2024-01-06 17:11:00,Северная,"СЕВ, ШЧ-2",,"6шт (к учету 5) ч(к учету 4,13ч)","2шт ч(к учету 0,48)ч","Жилы, окисление",CSH,2024,,,5.0,"4,13ч",0.0,
1,13167759,2024-01-08 05:34:00,Северная,"СЕВ, ШЧ-3","1шт ч(к учету 1,72ч)",,,Нарушение контакта,CSH,2024,1.0,"1,72ч",,,,
3,13169536,2024-01-09 12:50:00,Северная,"СЕВ, ШЧ-3",,,,"Срабатывание, коммутационные перенапряжения",CSH,2024,,,,,,
3,13172598,2024-01-10 16:38:00,Северная,"СЕВ, ШЧ-4",,,,"Обрыв троса, при путевых работах",CSH,2024,,,,,,
3,13172873,2024-01-10 16:40:00,Северная,"СЕВ, ШЧ-18",,,,"Автопереключатель, разрегулировка контактов",CSH,2024,,,,,,
2,13174008,2024-01-11 06:46:00,Северная,"СЕВ, ШЧ-3","7шт ч(к учету 2,68ч)",,,"Контактная система, подгар контактов",CSH,2024,2.0,"2,68ч",,,,
2,13173398,2024-01-11 07:07:00,Северная,"СЕВ, ШЧ-2","2шт ч(к учету 0,95ч)","1шт ч(к учету 0,22ч)","1шт ч(к учету 0,17)ч",Механическое разрушение прочих типов трансформаторов линии энергоснабжения нетяговых потребителей,CSH,2024,0.0,"0,95ч",0.0,"0,22ч",0.0,
2,13176062,2024-01-12 06:41:00,Северная,"СЕВ, ИЧ МИКУНЬ Ш","1шт ч(к учету 0,43ч)",,,"Автопереключатель, разрегулировка контактов",CSH,2024,0.0,"0,43ч",,,,
2,13178080,2024-01-13 01:15:00,Северная,"СЕВ, ШЧ-4","1шт ч(к учету 0,38ч)",,,"Срабатывание, коммутационные перенапряжения",CSH,2024,0.0,"0,38ч",,,,
2,13179647,2024-01-14 18:14:00,Северная,"СЕВ, ШЧ-5 (Р)","4шт (к учету 3) ч(к учету 1,33ч)",,,"Контактная система, увеличенное сопротивление",CSH,2024,3.0,"1,33ч",,,,
2,13182458,2024-01-16 12:31:00,Северная,"СЕВ, ШЧ-4","1шт ч(к учету 0,42ч)",,,"Диод, обрыв",CSH,2024,0.0,"0,42ч",,,,
2,13190087,2024-01-22 20:30:00,Северная,"СЕВ, ИЧ ИВАНОВО Ш","1шт ч(к учету 0,38ч)",,"1шт ч(к учету 0,75)ч","Выводные клеммы, повреждение пайки выводов клемм",CSH,2024,0.0,"0,38ч",,,0.0,
3,13190192,2024-01-23 01:50:00,Северная,"СЕВ, ШЧ-15",,,,"Резистор, потеря контакта",CSH,2024,,,,,,
3,13190736,2024-01-23 09:10:00,Северная,"СЕВ, ШЧ-2",,,,Обрыв монтажного провода,CSH,2024,,,,,,
3,13195669,2024-01-26 13:50:00,Северная,"СЕВ, ШЧ-10",,,,Отключение внешнего электроснабжения,CSH,2024,,,,,,
3,13195789,2024-01-26 16:10:00,Северная,"СЕВ, ИЧ МИКУНЬ Ш",,,,Нарушение изоляции монтажных проводов,CSH,2024,,,,,,
2,13197092,2024-01-28 16:23:00,Северная,"СЕВ, ШЧ-10","3шт ч(к учету 0,72ч)",,,Нарушение контакта наконечник/вывод ДТ,CSH,2024,0.0,"0,72ч",,,,
3,13197526,2024-01-28 22:50:00,Северная,"СЕВ, ШЧ-9",,,,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,,,,
2,13197381,2024-01-29 03:07:00,Северная,"СЕВ, ШЧ-18","1шт ч(к учету 0,25ч)","1шт ч(к учету 0,4ч)",,"Монтаж, обрыв монтажного провода",CSH,2024,0.0,"0,25ч",0.0,"0,4ч",,
2,13198878,2024-01-30 09:00:00,Северная,"СЕВ, ШЧ-4","5шт ч(к учету 1,7ч)",,,Ослабление затяжки болтов,CSH,2024,1.0,"1,7ч",,,,
3,13199566,2024-01-30 18:11:00,Северная,"СЕВ, ШЧ-12 (Р)",,,,"Кнопки, механическое заедание кнопки",CSH,2024,,,,,,
2,13201481,2024-02-01 10:00:00,Северная,"СЕВ, ШЧ-4","2шт ч(к учету 0,67ч)",,,"Нарушение контакта в штепсельных розетках, излом розеток",CSH,2024,0.0,"0,67ч",,,,
3,13203073,2024-02-02 10:30:00,Северная,"СЕВ, ШЧ-18",,,,Нарушение изоляции монтажных проводов,CSH,2024,,,,,,
3,13203293,2024-02-02 13:25:00,Северная,"СЕВ, ИЧ ИВАНОВО Ш",,,,"Нарушение контакта в разъемах блоков, замятие контакта",CSH,2024,,,,,,
3,13203683,2024-02-02 19:14:00,Северная,"СЕВ, ШЧ-5 (Р)",,,,"Автопереключатель, разрегулировка контактов",CSH,2024,,,,,,
2,13205333,2024-02-04 10:26:00,Северная,"СЕВ, ШЧ-9","5шт (к учету 4) ч(к учету 1,47ч)",,,Излом датчика УКСПС по старой трещине,CSH,2024,4.0,"1,47ч",,,,
2,13205654,2024-02-04 19:19:00,Северная,"СЕВ, ИЧ ИВАНОВО Ш",,,"1шт ч(к учету 0,12)ч",Излом наконечника,CSH,2024,,,,,0.0,
2,13206915,2024-02-05 15:00:00,Северная,"СЕВ, ШЧ-3","14шт (к учету 12) ч(к учету 6,15ч)",,,Занос снегом,CSH,2024,12.0,"6,15ч",,,,
1,13207500,2024-02-06 03:17:00,Северная,"СЕВ, ШЧ-3","6шт ч(к учету 5,15ч)",,,Нарушение контакта,CSH,2024,5.0,"5,15ч",,,,
3,13207466,2024-02-06 03:45:00,Северная,"СЕВ, ШЧ-18",,,,Касание закруток,CSH,2024,,,,,,
3,13210020,2024-02-07 00:15:00,Северная,"СЕВ, ШЧ-10",,,,"Сигнальная обмотка, короткое замыкание",CSH,2024,,,,,,
2,13212149,2024-02-08 05:49:00,Северная,"СЕВ, ШЧ-18","1шт ч(к учету 0,43ч)","1шт ч(к учету 0,22ч)",,"Жилы, обрыв",CSH,2024,0.0,"0,43ч",0.0,"0,22ч",,
3,13215409,2024-02-08 12:06:00,Северная,"СЕВ, ШЧ-18",,,,Нарушение регулировки,CSH,2024,,,,,,
2,13215715,2024-02-09 21:55:00,Северная,"СЕВ, ШЧ-5 (Р)",4шт (к учету 3) ч(к учету 1ч),"1шт ч(к учету 0,03ч)",,"Контактная система, увеличенное сопротивление",CSH,2024,3.0,,0.0,"0,03ч",,
2,13216038,2024-02-10 07:50:00,Северная,"СЕВ, ШЧ-10","1шт ч(к учету 0,92ч)",,,"Автопереключатель, разрегулировка контактов",CSH,2024,0.0,"0,92ч",,,,
3,13217563,2024-02-11 18:40:00,Северная,"СЕВ, ШЧ-5 (Р)",,,,"Автопереключатель, разрегулировка контактов",CSH,2024,,,,,,
3,13219000,2024-02-12 15:08:00,Северная,"СЕВ, ШЧ-9",,,,Обрыв монтажного провода,CSH,2024,,,,,,
3,13240712,2024-02-17 11:10:00,Северная,"СЕВ, ШЧ-4","3шт ч(к учету 0,45ч)",,,"Контрольные линейки, ослабление крепления",CSH,2024,0.0,"0,45ч",,,,
2,13228395,2024-02-19 10:49:00,Северная,"СЕВ, ШЧ-13","1шт ч(к учету 0,25ч)",,,Излом розеток,CSH,2024,0.0,"0,25ч",,,,
1,13230407,2024-02-21 00:43:00,Северная,"СЕВ, ШЧ-2","8шт (к учету 7) ч(к учету 5,48ч)","3шт ч(к учету 0,7ч)",,Обрыв монтажного провода,CSH,2024,7.0,"5,48ч",0.0,"0,7ч",,
2,13231953,2024-02-21 16:43:00,Северная,"СЕВ, ШЧ-3","8шт ч(к учету 2,9ч)",,,"Механическое разрушение, обрыв прочих элементов разъединителя линий СЦБ",CSH,2024,2.0,"2,9ч",,,,
3,13233963,2024-02-23 10:05:00,Северная,"СЕВ, ИЧ ИВАНОВО Ш",,,,"Трубопровод, повреждение трубопроводов",CSH,2024,,,,,,
3,13235092,2024-02-25 04:54:00,Северная,"СЕВ, ШЧ-15",,,,"Редуктор, неисправность",CSH,2024,,,,,,
3,13235866,2024-02-26 05:20:00,Северная,"СЕВ, ШЧ-4",,,,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,,,,
