CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
3,13160423,2024-01-01 19:27:00,Южно-Уральская,"Ю-УР, ИЧ Ю-УР Ш",,,,"Резистор, обрыв",CSH,2024,,,,,,
2,13161187,2024-01-02 20:55:00,Южно-Уральская,"Ю-УР, ШЧ-4 (Э)",,"1шт ч(к учету 0,13ч)",,Сбой АЛС с задержкой поезда,CSH,2024,,,1.0,"0,13ч",,
3,13161746,2024-01-03 08:07:00,Южно-Уральская,"Ю-УР, ШЧ-14 (Э)",,,,"Контактная система, увеличенное сопротивление контакта",CSH,2024,,,,,,
3,13163787,2024-01-04 15:46:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
3,13171090,2024-01-10 09:53:00,Южно-Уральская,"Ю-УР, ШЧ-6 (Э)",,,,Пережог плавкой вставки предохранителя линии СЦБ,CSH,2024,,,,,,
3,13175463,2024-01-11 16:58:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,
3,13175427,2024-01-11 17:00:00,Южно-Уральская,"Ю-УР, ШЧ-10 (Р)",,,,Неисправность петель связи,CSH,2024,,,,,,
2,13186355,2024-01-19 11:08:00,Южно-Уральская,"Ю-УР, ШЧ-5 (Э)","1шт ч(к учету 0,42ч)",,,Обрыв монтажного провода,CSH,2024,1.0,"0,42ч",,,,
3,13192174,2024-01-24 07:36:00,Южно-Уральская,"Ю-УР, ШЧ-4 (Э)",,,,"Сигнальная обмотка, короткое замыкание",CSH,2024,,,,,,
3,13198294,2024-01-29 20:40:00,Южно-Уральская,"Ю-УР, ШЧ-8 (Э)",,,,Обрыв монтажного провода,CSH,2024,,,,,,
3,13199526,2024-01-30 18:10:00,Южно-Уральская,"Ю-УР, ШЧ-10 (Р)",,,,"Светодиоды, неисправность",CSH,2024,,,,,,
3,13201710,2024-02-01 12:56:00,Южно-Уральская,"Ю-УР, ШЧ-4 (Э)",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
3,13209570,2024-02-07 03:26:00,Южно-Уральская,"Ю-УР, ШЧ-10 (Р)",,,,"Электродвигатель, постоянного тока (МСП, ДСП), понижение изоляции относительно корпуса",CSH,2024,,,,,,
2,13209979,2024-02-07 08:00:00,Южно-Уральская,"Ю-УР, ШЧ-1 (Э)","2шт ч(к учету 0,68ч)",,,Нарушение контакта штепсель/рельс,CSH,2024,2.0,"0,68ч",,,,
3,13225075,2024-02-16 06:35:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,,"Обмотка, короткое замыкание",CSH,2024,,,,,,
3,13225728,2024-02-16 15:40:00,Южно-Уральская,"Ю-УР, ШЧ-8 (Э)",,,,"Конденсатор, снижение емкости",CSH,2024,,,,,,
3,13227027,2024-02-18 04:12:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,,"Срабатывание (перегорание), несоответствие номинала",CSH,2024,,,,,,
3,13227653,2024-02-18 20:53:00,Южно-Уральская,"Ю-УР, ШЧ-8 (Э)",,,,"Автопереключатель, разрегулировка контактов",CSH,2024,,,,,,
2,13231472,2024-02-21 11:26:00,Южно-Уральская,"Ю-УР, ШЧ-11 (Э)","4шт ч(к учету 1,97ч)",,,"Жилы, внутренний обрыв",CSH,2024,4.0,"1,97ч",,,,
2,13240175,2024-02-29 07:14:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)","1шт ч(к учету 0,18ч)",,"1шт ч(к учету 0,18)ч","Контактная система, увеличенное сопротивление",CSH,2024,1.0,"0,18ч",,,1.0,"0,18ч"
3,13242349,2024-03-01 12:17:00,Южно-Уральская,"Ю-УР, ШЧ-11 (Э)",,,,"Срабатывание (перегорание), нарушение контакта штепсельного разъема, нарушение контакта",CSH,2024,,,,,,
2,13245760,2024-03-04 21:58:00,Южно-Уральская,"Ю-УР, ШЧ-16 (Э)","3шт (к учету 2) ч(к учету 1,62ч)","1шт ч(к учету 0,17ч)",,Нарушение изоляции монтажных проводов,CSH,2024,2.0,"1,62ч",1.0,"0,17ч",,
3,13248341,2024-03-06 03:32:00,Южно-Уральская,"Ю-УР, ШЧ-16 (Э)",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
3,13253121,2024-03-08 15:49:00,Южно-Уральская,"Ю-УР, ШЧ-8 (Э)",,,,"Контактная система, сваривание контактов",CSH,2024,,,,,,
