CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,12648433,2023-01-02 05:26:00,Забайкальская,"ЗАБ, ШЧ-15 (Р)","1шт 0,82ч",,,Эрозия элементов реле аппаратуры АБ,CSH,2023,1.0,"0,82ч",,,,
1,12649034,2023-01-03 05:29:00,Забайкальская,"ЗАБ, ШЧ-14 (Э)","21шт (к учету 18) 12,28ч",,,"Обрыв жил сигнально-блокировочного металлического кабеля светофоров, указателей и полос",CSH,2023,18.0,"12,28ч",,,,
2,12649508,2023-01-03 14:40:00,Забайкальская,"ЗАБ, ШЧ-10","12шт 5,62ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,12.0,"5,62ч",,,,
1,12650263,2023-01-04 10:34:00,Забайкальская,"ЗАБ, ШЧ-7","19шт (к учету 18) 13,25ч",,,"Нарушение элетрического контакта в болтовых и паечных соединениях, штепсельных разъемах внешнего монтажа аппаратуры рельсовых цепей",CSH,2023,18.0,"13,25ч",,,,
1,12651667,2023-01-05 17:01:00,Забайкальская,"ЗАБ, ШЧ-15 (Р)","23шт (к учету 22) 16,9ч","1шт 0,12ч",,Подгар контактов реле аппаратуры АБ,CSH,2023,22.0,"16,9ч",1.0,"0,12ч",,
3,12653767,2023-01-07 10:25:00,Забайкальская,"ЗАБ, ШЧ-9",,,,"Ослабление крепления предохранителей аппаратуры защиты светофоров, указателей и полос",CSH,2023,,,,,,
1,12654703,2023-01-07 23:59:00,Забайкальская,"ЗАБ, ШЧ-13","10шт (к учету 9) 12,25ч",,,Сообщение жил сигнально-блокировочного металлического кабеля кабельной сети АБ,CSH,2023,9.0,"12,25ч",,,,
2,12654909,2023-01-08 04:15:00,Забайкальская,"ЗАБ, ШЧ-10",35шт (к учету 32) 14ч,"2шт 0,37ч",,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,32.0,,2.0,"0,37ч",,
3,12655050,2023-01-08 06:50:00,Забайкальская,"ЗАБ, ШЧ-2",,,,Нарушение контакта монтажа в ящиках для размещения схемы управления стрелкой,CSH,2023,,,,,,
2,12655490,2023-01-08 11:14:00,Забайкальская,"ЗАБ, ШЧ-5","9шт 3,43ч","3шт (к учету 2) 0,85ч",,"Электрический пробой разрядников аппаратуры защиты светофоров, указателей и полос",CSH,2023,9.0,"3,43ч",2.0,"0,85ч",,
2,12658683,2023-01-09 16:48:00,Забайкальская,"ЗАБ, ШЧ-2","5шт 1,25ч",,,Износ элементов преобразователей электропитания рельсовых цепей,CSH,2023,5.0,"1,25ч",,,,
2,12659508,2023-01-10 00:08:00,Забайкальская,"ЗАБ, ШЧ-10","9шт (к учету 8) 3,1ч",,,Другие неисправности тиристорных устройств защиты рельсовых цепей,CSH,2023,8.0,"3,1ч",,,,
3,12659799,2023-01-10 04:55:00,Забайкальская,"ЗАБ, ШЧ-14 (Э)",,,,Обрыв соединителей,CSH,2023,,,,,,
1,12660127,2023-01-10 07:25:00,Забайкальская,"ЗАБ, ШЧ-7","31шт (к учету 26) 15,7ч","1шт 0,42ч","1шт 0,18ч",Неисправность источника бесперебойного питания ИБП АРМ ДСП,CSH,2023,26.0,"15,7ч",1.0,"0,42ч",1.0,"0,18ч"
3,12665567,2023-01-11 16:30:00,Забайкальская,"ЗАБ, ШЧ-7",,,,Другие неисправности элементов защитного блока аппаратуры АБ,CSH,2023,,,,,,
2,12671174,2023-01-14 09:13:00,Забайкальская,"ЗАБ, ШЧ-1","2шт 0,72ч",,,Разрегулировка контактов автопереключателя СП-6,CSH,2023,2.0,"0,72ч",,,,
3,12671639,2023-01-14 22:40:00,Забайкальская,"ЗАБ, ШЧ-1",,,,"Нарушение элетрического контакта в болтовых и паечных соединениях, штепсельных разъемах внешнего монтажа аппаратуры постовых устройств ЭЦ",CSH,2023,,,,,,
2,12709259,2023-01-15 01:50:00,Забайкальская,"ЗАБ, ШЧ-6","1шт 0,43ч",,,Заклинивание деталей СП-6М,CSH,2023,1.0,"0,43ч",,,,
3,12673602,2023-01-16 21:50:00,Забайкальская,"ЗАБ, ШЧ-5",,,,Неисправность элементов реле аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,,
2,12675180,2023-01-18 06:15:00,Забайкальская,"ЗАБ, ШЧ-6",,"2шт 0,6ч",,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,2.0,"0,6ч",,
2,12677692,2023-01-19 16:14:00,Забайкальская,"ЗАБ, ШЧ-9",3шт 1ч,"1шт 0,2ч",,Нарушение контакта в разъеме блока элементов аппаратуры АБ,CSH,2023,3.0,,1.0,"0,2ч",,
1,12677884,2023-01-19 21:10:00,Забайкальская,"ЗАБ, ШЧ-5","5шт 9,08ч","3шт (к учету 2) 0,67ч","1шт 0,17ч","неисправность приборов безопасности локомотива, МВПС",CSH,2023,5.0,"9,08ч",2.0,"0,67ч",1.0,"0,17ч"
3,12679159,2023-01-21 02:10:00,Забайкальская,"ЗАБ, ШЧ-10",,,,Другие неисправности предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,
2,12681370,2023-01-23 10:13:00,Забайкальская,"ЗАБ, ШЧ-14 (Э)","12шт 5,07ч",,,Неисправность элементов панелей питания постовых устройств ЭЦ,CSH,2023,12.0,"5,07ч",,,,
1,12683813,2023-01-25 07:20:00,Забайкальская,"ЗАБ, ШЧ-9","6шт 3,9ч",,,Неисправность элементов крепления приборов на стативах для размещения постовых устройств ЭЦ,CSH,2023,6.0,"3,9ч",,,,
2,12685022,2023-01-26 01:36:00,Забайкальская,"ЗАБ, ШЧ-13","2шт 0,95ч",,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,2.0,"0,95ч",,,,
2,12685054,2023-01-26 02:21:00,Забайкальская,"ЗАБ, ШЧ-2","2шт 0,52ч",,"1шт 0,1ч","Подгар, сваривание контактов трансмиттеров аппаратуры АБ",CSH,2023,2.0,"0,52ч",,,1.0,"0,1ч"
2,12687127,2023-01-27 13:10:00,Забайкальская,"ЗАБ, ШЧ-15 (Р)","1шт 0,52ч",,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,1.0,"0,52ч",,,,
3,12690315,2023-01-31 10:22:00,Забайкальская,"ЗАБ, ШЧ-10",,,,"Подгар, сваривание контактов релейных блоков аппаратуры постовых устройств ЭЦ",CSH,2023,,,,,,
2,12690965,2023-01-31 18:52:00,Забайкальская,"ЗАБ, ШЧ-9","9шт 2,7ч",,,Обрыв монтажа светодиодного светофора,CSH,2023,9.0,"2,7ч",,,,
1,12692482,2023-02-01 18:09:00,Забайкальская,"ЗАБ, ШЧ-9","39шт (к учету 34) 30,52ч","4шт (к учету 3) 1,08ч",,Перегорание плавкой вставки (проволоки) предохранителей аппаратуры защиты схемы управления стрелкой,CSH,2023,34.0,"30,52ч",3.0,"1,08ч",,
2,12692501,2023-02-01 18:58:00,Забайкальская,"ЗАБ, ШЧ-15 (Р)","10шт 3,63ч",,,Подгар контактов реле аппаратуры постовых устройств ЭЦ,CSH,2023,10.0,"3,63ч",,,,
3,12692610,2023-02-01 22:40:00,Забайкальская,"ЗАБ, ШЧ-13",,,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,,,,,,
3,12701521,2023-02-03 09:54:00,Забайкальская,"ЗАБ, ШЧ-10","1шт 0,03ч",,,Залипание якоря реле аппаратуры схемы управления стрелкой,CSH,2023,1.0,"0,03ч",,,,
2,12695717,2023-02-03 18:57:00,Забайкальская,"ЗАБ, ШЧ-1",,"2шт 0,85ч",,"Нарушение элетрического контакта в болтовых и паечных соединениях, штепсельных разъемах внешнего монтажа аппаратуры постовых устройств ЭЦ",CSH,2023,,,2.0,"0,85ч",,
2,12696962,2023-02-05 05:56:00,Забайкальская,"ЗАБ, ШЧ-9","5шт 1,18ч",,,Причина не установлена,CSH,2023,5.0,"1,18ч",,,,
