CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,13160143,2024-01-01 07:21:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,"1шт ч(к учету 0,2ч)",,"Основная обмотка, обрыв",CSH,2024,,,0.0,"0,2ч",,
2,13160290,2024-01-01 11:22:00,Северо-Кавказская,"С-КАВ, ШЧ-4 (Э)",,,"3шт (к учету 2) ч(к учету 0,37)ч","Нарушение контакта в разъемах блоков, неисправность контактных губок",CSH,2024,,,,,2.0,
3,13165345,2024-01-02 13:03:00,Северо-Кавказская,"С-КАВ, ШЧ-14",,,,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,,,,
3,13161177,2024-01-02 19:25:00,Северо-Кавказская,"С-КАВ, ШЧ-12",,,,Понижение сопротивления изоляции,CSH,2024,,,,,,
3,13161211,2024-01-02 21:20:00,Северо-Кавказская,"С-КАВ, ШЧ-18",,,,"Обрыв троса, коррозия металла",CSH,2024,,,,,,
3,13161549,2024-01-03 07:09:00,Северо-Кавказская,"С-КАВ, ШЧ-9",,,,Потеря контакта на посту,CSH,2024,,,,,,
2,13193741,2024-01-05 02:00:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,"1шт ч(к учету 0,2ч)",,"Кнопки, механическое заедание кнопки",CSH,2024,,,0.0,"0,2ч",,
2,13166078,2024-01-06 11:33:00,Северо-Кавказская,"С-КАВ, ШЧ-2",,"2шт ч(к учету 0,28ч)","1шт ч(к учету 0,1)ч",Неисправность ПО АРМ,CSH,2024,,,0.0,"0,28ч",0.0,
3,13166345,2024-01-06 14:57:00,Северо-Кавказская,"С-КАВ, ШЧ-7",,,,"Обрыв, коррозия металла",CSH,2024,,,,,,
3,13167398,2024-01-07 17:48:00,Северо-Кавказская,"С-КАВ, ШЧ-19",,,,"Жилы, обрыв",CSH,2024,,,,,,
2,13169413,2024-01-09 11:49:00,Северо-Кавказская,"С-КАВ, ШЧ-8 (Р)","1шт ч(к учету 0,18ч)","1шт ч(к учету 0,23ч)",,"Конденсатор, снижение емкости",CSH,2024,0.0,"0,18ч",0.0,"0,23ч",,
3,13170749,2024-01-09 21:01:00,Северо-Кавказская,"С-КАВ, ШЧ-5 (Р)",,,,"Реле напряжений, нарушение контакта",CSH,2024,,,,,,
