CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
1,12648164,2023-01-01 19:38:00,Дальневосточная,"Д-ВОСТ, ШЧ-4 ДВОСТ","25шт (к учету 23) 10,37ч",,,Короткое замыкание секций СП-6,CSH,2023,23.0,"10,37ч",,,,
1,12648625,2023-01-02 12:44:00,Дальневосточная,"Д-ВОСТ, ШЧ-14 ДВОСТ","6шт (к учету 5) 5,8ч",,,Обрыв внешнего монтажа аппаратуры защиты рельсовых цепей,CSH,2023,5.0,"5,8ч",,,,
2,12648778,2023-01-02 15:30:00,Дальневосточная,"Д-ВОСТ, ШЧ-6 ДВОСТ","1шт 0,3ч","2шт (к учету 1) 0,25ч",,Повышенное переходное сопротивление между элементами ,CSH,2023,1.0,"0,3ч",1.0,"0,25ч",,
3,12649501,2023-01-03 15:16:00,Дальневосточная,"Д-ВОСТ, ШЧ-4 ДВОСТ","1шт 0,12ч",,,Нарушение электрических характеристик реле аппаратуры рельсовых цепей,CSH,2023,1.0,"0,12ч",,,,
3,12649729,2023-01-04 00:21:00,Дальневосточная,"Д-ВОСТ, ШЧ-14 ДВОСТ",,,,Другие неисправности элементов защитного блока аппаратуры АБ,CSH,2023,,,,,,
3,12651273,2023-01-05 11:10:00,Дальневосточная,"Д-ВОСТ, ШЧ-14 ДВОСТ",,,,Другие неисправности элементов защитного блока аппаратуры схемы управления стрелкой,CSH,2023,,,,,,
3,12651505,2023-01-05 14:47:00,Дальневосточная,"Д-ВОСТ, ШЧ-2 ДВОСТ",,,,Неисправность напольной камеры,CSH,2023,,,,,,
3,12652030,2023-01-06 05:09:00,Дальневосточная,"Д-ВОСТ, ШЧ-13 ДВОСТ",,,,Обрыв жил линейного кабеля ,CSH,2023,,,,,,
2,12652822,2023-01-06 13:54:00,Дальневосточная,"Д-ВОСТ, ШЧ-2 ДВОСТ","15шт (к учету 13) 7,95ч",,,Ослабление затяжки болтов перемычки,CSH,2023,13.0,"7,95ч",,,,
3,12653406,2023-01-07 06:30:00,Дальневосточная,"Д-ВОСТ, ШЧ-3 ДВОСТ","1шт 0,02ч",,,Индевение контактов автопереключателя СП-6М,CSH,2023,1.0,"0,02ч",,,,
2,12653566,2023-01-07 09:07:00,Дальневосточная,"Д-ВОСТ, ШЧ-3 ДВОСТ","7шт 2,22ч",,,Индевение контактов автопереключателя СП-6М,CSH,2023,7.0,"2,22ч",,,,
3,12654706,2023-01-08 00:45:00,Дальневосточная,"Д-ВОСТ, ШЧ-14 ДВОСТ",,,,"Обрыв внешнего монтажа аппаратуры защиты  светофоров, указателей и полос",CSH,2023,,,,,,
3,12655028,2023-01-08 06:34:00,Дальневосточная,"Д-ВОСТ, ШЧ-3 ДВОСТ",,,,Индевение контактов автопереключателя СП-6М,CSH,2023,,,,,,
2,12654017,2023-01-08 07:00:00,Дальневосточная,"Д-ВОСТ, ШЧ-3 ДВОСТ","11шт 3,98ч",,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,11.0,"3,98ч",,,,
3,12668019,2023-01-08 23:36:00,Дальневосточная,"Д-ВОСТ, ШЧ-12 ДВОСТ",,,,"Сбой в работе платы концентратора информации, объектного контроллера",CSH,2023,,,,,,
