CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,12648582,2023-01-02 12:16:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,"1шт 0,15ч",,"Обрыв в электрических цепях элементов релейных блоков ЭЦ, ГАЦ, АБ, ПАБ аппаратуры светофоров, указателей и полос",CSH,2023,,,1.0,"0,15ч",,
3,12650463,2023-01-03 02:34:00,Приволжская,"ПРИВ, ШЧ-8",,,,Неисправность светодиодного модуля светофора,CSH,2023,,,,,,
3,12649603,2023-01-03 18:47:00,Приволжская,"ПРИВ, ШЧ-2",,,,Короткое замыкание аккумуляторов  электропитания рельсовых цепей,CSH,2023,,,,,,
3,12653318,2023-01-07 04:34:00,Приволжская,"ПРИВ, ШЧ-14",,,,Обрыв стыкового соединителя,CSH,2023,,,,,,
3,12653713,2023-01-07 10:34:00,Приволжская,"ПРИВ, ШЧ-7 (Э)",,,,Неисправность элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,,,,,,
3,12653787,2023-01-07 11:46:00,Приволжская,"ПРИВ, ШЧ-3 (Э)",,,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,,,,
3,12655608,2023-01-08 11:43:00,Приволжская,"ПРИВ, ШЧ-8",,,,Обрыв обмотки реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,,
3,12656280,2023-01-09 02:00:00,Приволжская,"ПРИВ, ШЧ-8",,,,Нарушение электрических характеристик реле аппаратуры АБ,CSH,2023,,,,,,
3,12666447,2023-01-09 15:45:00,Приволжская,"ПРИВ, ШЧ-7 (Э)",,,,Нарушение контакта монтажа муфты кабельной сети,CSH,2023,,,,,,
3,12660370,2023-01-10 08:18:00,Приволжская,"ПРИВ, ШЧ-14",,,,Потеря контакта в бегунке регулируемого сопротивления аппаратуры рельсовых цепей,CSH,2023,,,,,,
2,12662311,2023-01-10 15:15:00,Приволжская,"ПРИВ, ШЧ-3 (Э)","4шт (к учету 3) 2,62ч",,,Нарушение монтажа стативов для размещения устройств АБ,CSH,2023,3.0,"2,62ч",,,,
3,12666419,2023-01-10 15:49:00,Приволжская,"ПРИВ, ШЧ-7 (Э)",,,,Нарушение контакта монтажа муфты кабельной сети,CSH,2023,,,,,,
3,12670870,2023-01-11 01:22:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Короткое замыкание (электрический пробой) элементов трансформаторов аппаратуры рельсовых цепей,CSH,2023,,,,,,
2,12662967,2023-01-11 06:05:00,Приволжская,"ПРИВ, ШЧ-2",,"1шт 0,17ч",,Нарушение контакта в навесном монтаже аппаратуры постовых устройств ЭЦ,CSH,2023,,,1.0,"0,17ч",,
2,12663877,2023-01-11 10:41:00,Приволжская,"ПРИВ, ШЧ-7 (Э)","1шт 0,37ч","1шт 0,15ч",,Разрегулировка контактов элементов пульта-табло постовых устройств ЭЦ,CSH,2023,1.0,"0,37ч",1.0,"0,15ч",,
3,12669200,2023-01-13 08:05:00,Приволжская,"ПРИВ, ШЧ-7 (Э)",,,,Электрический пробой выравнивателей (ограничителей) аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,
2,12669251,2023-01-13 08:14:00,Приволжская,"ПРИВ, ШЧ-7 (Э)","4шт 1,28ч",,,Сверхнормативное переходное сопротивление контактов АВМ рельсовых цепей,CSH,2023,4.0,"1,28ч",,,,
3,12673294,2023-01-13 15:31:00,Приволжская,"ПРИВ, ШЧ-14",,,,"Перегорание плавкой вставки (проволоки) предохранителей аппаратуры защиты светофоров, указателей и полос",CSH,2023,,,,,,
3,12670802,2023-01-13 18:52:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Другие неисправности предохранителей аппаратуры защиты постовых устройств ЭЦ,CSH,2023,,,,,,
3,12673624,2023-01-16 23:28:00,Приволжская,"ПРИВ, ШЧ-14",,,,Нарушение временных характеристик реле аппаратуры АБ,CSH,2023,,,,,,
3,12674914,2023-01-17 21:57:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,,,,,,
2,12676462,2023-01-18 23:08:00,Приволжская,"ПРИВ, ШЧ-2","1шт 0,97ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,1.0,"0,97ч",,,,
2,12677054,2023-01-19 10:27:00,Приволжская,"ПРИВ, ШЧ-13 (Р)","3шт 2,12ч",,,Заклинивание деталей СП-6,CSH,2023,3.0,"2,12ч",,,,
2,12677756,2023-01-19 22:05:00,Приволжская,"ПРИВ, ШЧ-10","1шт 0,53ч",,,Обрыв электрической цепи элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,1.0,"0,53ч",,,,
2,12679997,2023-01-21 23:52:00,Приволжская,"ПРИВ, ШЧ-14","1шт 0,82ч",,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,1.0,"0,82ч",,,,
3,12681566,2023-01-23 12:15:00,Приволжская,"ПРИВ, ШЧ-3 (Э)",,,,Короткое замыкание аккумуляторов  электропитания рельсовых цепей,CSH,2023,,,,,,
3,12685554,2023-01-24 05:20:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,
2,12683326,2023-01-24 18:30:00,Приволжская,"ПРИВ, ШЧ-1",,,"1шт 0,12ч",Нарушение электрических характеристик реле аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,1.0,"0,12ч"
2,12686111,2023-01-26 15:59:00,Приволжская,"ПРИВ, ШЧ-6 (Э)","3шт 1,2ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,3.0,"1,2ч",,,,
2,12699455,2023-01-27 18:56:00,Приволжская,"ПРИВ, ШЧ-7 (Э)","1шт 0,25ч",,,Нарушение контакта монтажа муфты кабельной сети,CSH,2023,1.0,"0,25ч",,,,
3,12687599,2023-01-28 04:30:00,Приволжская,"ПРИВ, ШЧ-8",,,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,,,,
3,12687716,2023-01-28 08:28:00,Приволжская,"ПРИВ, ШЧ-13 (Р)","1шт 0,05ч",,,Излом деталей СП-6,CSH,2023,1.0,"0,05ч",,,,
3,12688282,2023-01-29 03:02:00,Приволжская,"ПРИВ, ШЧ-14",,,,Неисправность элементов крепления приборов на стативах для размещения постовых устройств ЭЦ,CSH,2023,,,,,,
2,12688431,2023-01-29 03:11:00,Приволжская,"С-КАВ, ШЧ-18",,"1шт 0,63ч",,Неисправность контактной системы реле аппаратуры АБ,CSH,2023,,,1.0,"0,63ч",,
3,12688869,2023-01-30 00:35:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Обрыв соединителей,CSH,2023,,,,,,
3,12689856,2023-01-30 23:45:00,Приволжская,"ПРИВ, ШЧ-2",,,,Обрыв монтажа линзового светофора,CSH,2023,,,,,,
2,12690591,2023-01-31 14:10:00,Приволжская,"ПРИВ, ШЧ-8","1шт 0,45ч","1шт 0,58ч",,Нарушение монтажа стативов для размещения устройств АБ,CSH,2023,1.0,"0,45ч",1.0,"0,58ч",,
3,12690818,2023-01-31 18:01:00,Приволжская,"ПРИВ, ШЧ-3 (Э)",,,,Обрыв кабеля сигнально-блокировочного металлического,CSH,2023,,,,,,
3,12693281,2023-02-01 13:29:00,Приволжская,"ПРИВ, ШЧ-14",,,,Неисправность светодиодного модуля светофора,CSH,2023,,,,,,
3,12692744,2023-02-02 03:55:00,Приволжская,"ПРИВ, ШЧ-3 (Э)",,,,Обрыв металлического сигнально-блокировочного кабеля,CSH,2023,,,,,,
3,12693439,2023-02-02 12:10:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,,,Обрыв плавкой вставки (проволоки) предохранителей аппаратуры защиты схемы управления стрелкой,CSH,2023,,,,,,
2,12693528,2023-02-02 12:22:00,Приволжская,"ПРИВ, ШЧ-7 (Э)","3шт 1,48ч",,,Электрический пробой элементов тиристорных устройств защиты рельсовых цепей,CSH,2023,3.0,"1,48ч",,,,
2,12694335,2023-02-03 04:11:00,Приволжская,"ПРИВ, ШЧ-6 (Э)","1шт 0,5ч",,,Неисправность пайки монтажных проводов,CSH,2023,1.0,"0,5ч",,,,
3,12695964,2023-02-04 06:29:00,Приволжская,"ПРИВ, ШЧ-8",,,,"Короткое замыкание (электрический пробой) элементов трансформаторов аппаратуры светофоров, указателей и полос",CSH,2023,,,,,,
3,12697575,2023-02-06 08:08:00,Приволжская,"ПРИВ, ШЧ-7 (Э)",,,,Обрыв стыкового соединителя,CSH,2023,,,,,,
3,12698531,2023-02-06 14:25:00,Приволжская,"ПРИВ, ШЧ-8",,,,Нарушение электрических характеристик реле аппаратуры АБ,CSH,2023,,,,,,
3,12700905,2023-02-07 16:49:00,Приволжская,"ПРИВ, ШЧ-13 (Р)",,,,Другие неисправности предохранителей аппаратуры защиты схемы управления стрелкой,CSH,2023,,,,,,
