CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
3,12648064,2023-01-01 15:20:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,Нарушение электрических характеристик реле аппаратуры рельсовых цепей,CSH,2023,,,,,,
2,12648132,2023-01-01 18:05:00,Октябрьская,"ОКТ, ШЧ-21","7шт 3,4ч","1шт 0,3ч","1шт 0,4ч",Неисправность элементов трансформаторов аппаратуры рельсовых цепей,CSH,2023,7.0,"3,4ч",1.0,"0,3ч",1.0,"0,4ч"
2,12648398,2023-01-02 06:15:00,Октябрьская,"ОКТ, ШЧ-21","1шт 0,53ч",,,Неисправность оборудования для размещения аппаратуры рельсовых цепей,CSH,2023,1.0,"0,53ч",,,,
3,12648818,2023-01-02 19:20:00,Октябрьская,"ОКТ, ИЧ-1 Ш",,,,Перегорание лампы линзового светофора устройств ПАБ,CSH,2023,,,,,,
2,12648907,2023-01-03 01:01:00,Октябрьская,"ОКТ, ШЧ-7 (Р)","3шт 1,18ч",,,Износ элементов дешифратора аппаратуры АБ,CSH,2023,3.0,"1,18ч",,,,
2,12648908,2023-01-03 01:03:00,Октябрьская,"ОКТ, ШЧ-2 (Р)","3шт 2,8ч","3шт 0,67ч",,Излом элементов трансмиттеров аппаратуры рельсовых цепей,CSH,2023,3.0,"2,8ч",3.0,"0,67ч",,
3,12648989,2023-01-03 04:14:00,Октябрьская,"ОКТ, ШЧ-7 (Р)",,,,Износ элементов дешифратора аппаратуры АБ,CSH,2023,,,,,,
2,12650767,2023-01-04 23:42:00,Октябрьская,"ОКТ, ШЧ-9 (Э)","5шт 2,08ч",,,Нарушение контакта во внутреннем монтаже СП-6М,CSH,2023,5.0,"2,08ч",,,,
3,12650777,2023-01-05 00:11:00,Октябрьская,"ОКТ, ШЧ-16 (Р)",,,,Другие неисправности предохранителей аппаратуры защиты АБ,CSH,2023,,,,,,
2,12651751,2023-01-05 20:58:00,Октябрьская,"ОКТ, ШЧ-12",,,"2шт 0,22ч",Перегорание лампы линзового светофора,CSH,2023,,,,,2.0,"0,22ч"
2,12652754,2023-01-06 14:35:00,Октябрьская,"ОКТ, ШЧ-20","3шт 1,3ч","2шт 0,3ч",,Неисправность элементов реле аппаратуры АБ,CSH,2023,3.0,"1,3ч",2.0,"0,3ч",,
3,12653019,2023-01-06 18:54:00,Октябрьская,"ОКТ, ШЧ-12",,,,Обрыв шлейфа проводов линии энергоснабжения нетяговых потребителей,CSH,2023,,,,,,
3,12653614,2023-01-07 09:43:00,Октябрьская,"ОКТ, ШЧ-8",,,,Замерзание деталей СП-6М,CSH,2023,,,,,,
3,12654192,2023-01-07 16:09:00,Октябрьская,"ОКТ, ШЧ-3",,,,Нарушение изоляции шкафов для размещения устройств АБ,CSH,2023,,,,,,
3,12671135,2023-01-07 18:02:00,Октябрьская,"ОКТ, ШЧ-3","1шт 0,05ч",,,Нарушение изоляции шкафов для размещения устройств АБ,CSH,2023,1.0,"0,05ч",,,,
3,12655435,2023-01-08 10:00:00,Октябрьская,"ОКТ, ШЧ-23 (Э)",,,,Потеря контакта в бегунке регулируемого сопротивления аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12656234,2023-01-08 22:50:00,Октябрьская,"ОКТ, ИЧ-2 Ш",,,,Неисправность элементов крепления приборов на стативах для размещения постовых устройств ЭЦ,CSH,2023,,,,,,
3,12656755,2023-01-09 08:30:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,"Другие неисправности элементов релейных блоков аппаратуры светофоров, указателей и полос",CSH,2023,,,,,,
3,12659856,2023-01-10 05:40:00,Октябрьская,"ОКТ, ШЧ-5 (Э)",,,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,,,,,,
3,12662472,2023-01-10 19:20:00,Октябрьская,"ОКТ, ШЧ-15 (Э)",,,,Обрыв жил сигнально-блокировочного металлического кабеля схемы управления стрелкой,CSH,2023,,,,,,
2,12662473,2023-01-10 19:35:00,Октябрьская,"ОКТ, ШЧ-8","4шт 1,75ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,4.0,"1,75ч",,,,
3,12662695,2023-01-10 20:02:00,Октябрьская,"ОКТ, ШЧ-21",,,,Неперевод стрелочного перевода по причине напресовке снега или обледенения остряка и рамного рельса,CSH,2023,,,,,,
3,12662513,2023-01-10 21:32:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,Неисправность элементов приемников ТРЦ аппаратуры рельсовых цепей,CSH,2023,,,,,,
2,12662623,2023-01-11 00:08:00,Октябрьская,"ОКТ, ШЧ-4 (Э)",,"4шт 0,68ч",,"Нарушение монтажа стативов для размещения аппаратуры светофоров, указателей и полос",CSH,2023,,,4.0,"0,68ч",,
2,12665587,2023-01-11 19:05:00,Октябрьская,"ОКТ, ШЧ-7 (Р)","1шт 0,72ч",,"4шт 0,83ч",Износ элементов дешифратора аппаратуры АБ,CSH,2023,1.0,"0,72ч",,,4.0,"0,83ч"
2,12668537,2023-01-12 17:22:00,Октябрьская,"ОКТ, ШЧ-13 (Э)",,,"9шт 1,22ч",Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,9.0,"1,22ч"
2,12668764,2023-01-12 23:25:00,Октябрьская,"ОКТ, ШЧ-19","3шт 2,1ч",,,Сбой программной части линейного пункта ДК,CSH,2023,3.0,"2,1ч",,,,
2,12670424,2023-01-13 14:30:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,"1шт 0,18ч",Нарушение электрических характеристик реле аппаратуры рельсовых цепей,CSH,2023,,,,,1.0,"0,18ч"
2,12670539,2023-01-13 15:08:00,Октябрьская,"ОКТ, ШЧ-11",,,"1шт 0,33ч",Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,1.0,"0,33ч"
3,12670799,2023-01-13 18:20:00,Октябрьская,"ОКТ, ШЧ-12",,,,Неисправность изоляторов ВЛС,CSH,2023,,,,,,
2,12670902,2023-01-13 21:34:00,Октябрьская,"ОКТ, ШЧ-16 (Р)","2шт 0,5ч",,,Износ элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,2.0,"0,5ч",,,,
2,12671018,2023-01-14 02:26:00,Октябрьская,"ОКТ, ШЧ-11","3шт 1,48ч",,,Разрегулировка контактов автопереключателя СП-6М,CSH,2023,3.0,"1,48ч",,,,
3,12672190,2023-01-15 16:44:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,Неисправность элементов генератора аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12672239,2023-01-15 18:05:00,Октябрьская,"ОКТ, ШЧ-11",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,
2,12673474,2023-01-16 17:14:00,Октябрьская,"ОКТ, ШЧ-3",,,"1шт 0,13ч",Неисправность элементов крепления приборов в шкафах для размещения устройств АБ,CSH,2023,,,,,1.0,"0,13ч"
3,12677304,2023-01-16 21:41:00,Октябрьская,"ОКТ, ШЧ-20",,,,Неисправность контактной системы реле аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,,
2,12673639,2023-01-17 00:11:00,Октябрьская,"ОКТ, ШЧ-23 (Э)",,"1шт 0,2ч",,Повышенное переходное сопротивление между элементами,CSH,2023,,,1.0,"0,2ч",,
2,12673984,2023-01-17 08:16:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,"1шт 0,12ч",Неисправность деталей блока элементов аппаратуры рельсовых цепей,CSH,2023,,,,,1.0,"0,12ч"
2,12675168,2023-01-18 06:12:00,Октябрьская,"ОКТ, ШЧ-23 (Э)","1шт 0,67ч",,,Обрыв провода (троса) перемычки,CSH,2023,1.0,"0,67ч",,,,
3,12676168,2023-01-18 15:20:00,Октябрьская,"ОКТ, ШЧ-13 (Э)",,,,Обрыв жил сигнально-блокировочного металлического кабеля постовых устройств ЭЦ,CSH,2023,,,,,,
3,12676714,2023-01-19 04:50:00,Октябрьская,"ОКТ, ИЧ-2 Ш",,,,"Пробой, перекрытие трансформатора напряжения линий СЦБ",CSH,2023,,,,,,
2,12676631,2023-01-19 05:48:00,Октябрьская,"ОКТ, ШЧ-9 (Э)","3шт 0,98ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,3.0,"0,98ч",,,,
2,12678834,2023-01-20 14:59:00,Октябрьская,"ОКТ, ШЧ-2 (Р)",,,"1шт 0,12ч",Другие неисправности элементов релейных блоков аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,1.0,"0,12ч"
3,12678936,2023-01-20 16:02:00,Октябрьская,"ОКТ, ИЧ-1 Ш",,,,Пробой регулируемого сопротивления аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12678982,2023-01-20 18:03:00,Октябрьская,"ОКТ, ШЧ-19",,,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,,,,
2,12684356,2023-01-22 06:20:00,Октябрьская,"ОКТ, ШЧ-7 (Р)",,,"1шт 0,48ч",Излом деталей СП-6,CSH,2023,,,,,1.0,"0,48ч"
