CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,13160059,2024-01-01 02:32:00,Свердловская,"СВЕРД, ШЧ-2","2шт ч(к учету 1,15ч)",,"3шт ч(к учету 0,37)ч",Неисправность,CSH,2024,1.0,"1,15ч",,,0.0,
3,13161106,2024-01-02 17:50:00,Свердловская,"СВЕРД, ШЧ-20",,,,"Контактная система, потеря контакта",CSH,2024,,,,,,
3,13161313,2024-01-03 00:55:00,Свердловская,"СВЕРД, ШЧ-9",,,,Неисправность устройств электроснабжения,CSH,2024,,,,,,
2,13161357,2024-01-03 03:27:00,Свердловская,"СВЕРД, ШЧ-13",,,"1шт ч(к учету 0,35)ч","Контактная система, увеличенное сопротивление контакта",CSH,2024,,,,,0.0,
3,13161782,2024-01-03 07:15:00,Свердловская,"СВЕРД, ИЧ ЕГОРШИНСКАЯ Ш",,,,"Нарушение контакта в штепсельных розетках, излом розеток",CSH,2024,,,,,,
2,13161744,2024-01-03 09:11:00,Свердловская,"СВЕРД, ШЧ-7","5шт ч(к учету 1,17ч)","1шт ч(к учету 0,37ч)",,Нарушение контакта,CSH,2024,1.0,"1,17ч",0.0,"0,37ч",,
2,13164235,2024-01-04 23:41:00,Свердловская,"СВЕРД, ШЧ-18",,"2шт ч(к учету 0,3ч)",,"Нарушение контакта в штепсельных розетках, неисправность контактных губок",CSH,2024,,,0.0,"0,3ч",,
3,13164658,2024-01-05 08:01:00,Свердловская,"СВЕРД, ШЧ-5",,,,"Лампы, перегорание основной нити",CSH,2024,,,,,,
2,13165350,2024-01-05 19:22:00,Свердловская,"СВЕРД, ШЧ-5","1шт ч(к учету 0,23ч)",,"2шт ч(к учету 0,3)ч","Контактная система, подгар контактов",CSH,2024,0.0,"0,23ч",,,0.0,
2,13166106,2024-01-06 09:28:00,Свердловская,"СВЕРД, ШЧ-16","1шт ч(к учету 0,97ч)","4шт (к учету 2) ч(к учету 0,68ч)","3шт (к учету 1) ч(к учету 0,42)ч","Контактная система, увеличенное сопротивление контакта",CSH,2024,0.0,"0,97ч",2.0,"0,68ч",1.0,
3,13166255,2024-01-06 13:04:00,Свердловская,"СВЕРД, ШЧ-8 (Р)",,,,"Электродвигатель, постоянного тока (МСП, ДСП), неисправность коллектора",CSH,2024,,,,,,
2,13166751,2024-01-07 02:41:00,Свердловская,"СВЕРД, ШЧ-5","1шт ч(к учету 0,33ч)","1шт ч(к учету 0,17ч)","3шт (к учету 2) ч(к учету 0,38)ч",Излом наконечника,CSH,2024,0.0,"0,33ч",0.0,"0,17ч",2.0,
2,13166787,2024-01-07 04:30:00,Свердловская,"СВЕРД, ШЧ-2","3шт (к учету 2) ч(к учету 1,35ч)","3шт (к учету 2) ч(к учету 0,78ч)","2шт ч(к учету 0,32)ч",Нарушение контакта,CSH,2024,2.0,"1,35ч",2.0,"0,78ч",0.0,
2,13167713,2024-01-08 03:53:00,Свердловская,"СВЕРД, ШЧ-5",,,"1шт ч(к учету 0,27)ч",Ослабление затяжки болтов,CSH,2024,,,,,0.0,
2,13170476,2024-01-10 03:31:00,Свердловская,"СВЕРД, ШЧ-2","1шт ч(к учету 0,67ч)",,"2шт (к учету 1) ч(к учету 0,25)ч","Жилы, внутренний обрыв",CSH,2024,0.0,"0,67ч",,,1.0,
1,13170796,2024-01-10 06:30:00,Свердловская,"СВЕРД, ШЧ-2","4шт (к учету 3) ч(к учету 3,42ч)",,"3шт (к учету 2) ч(к учету 0,48)ч",Ослабление затяжки болтов,CSH,2024,3.0,"3,42ч",,,2.0,
3,13170754,2024-01-10 07:59:00,Свердловская,"СВЕРД, ШЧ-1 (Р)",,,,"Контактная система, увеличенное сопротивление контакта",CSH,2024,,,,,,
3,13173431,2024-01-11 07:30:00,Свердловская,"СВЕРД, ШЧ-18",,,,"Релейный ОК, программное обеспечение, сбой",CSH,2024,,,,,,
2,13174412,2024-01-11 12:01:00,Свердловская,"СВЕРД, ИЧ ЧУСОВСКАЯ Ш",,"1шт ч(к учету 0,23ч)",,"Контактная система, потеря контакта",CSH,2024,,,0.0,"0,23ч",,
3,13175593,2024-01-11 17:30:00,Свердловская,"СВЕРД, ШЧ-16",,,,"Стрелочный ОК, МОТ1, неисправность",CSH,2024,,,,,,
2,13176671,2024-01-12 10:57:00,Свердловская,"СВЕРД, ШЧ-8 (Р)","3шт ч(к учету 0,95ч)",,,"Контактная система, потеря контакта",CSH,2024,0.0,"0,95ч",,,,
2,13177105,2024-01-12 11:55:00,Свердловская,"СВЕРД, ШЧ-18","3шт ч(к учету 1,37ч)",,,Нарушение регулировки,CSH,2024,1.0,"1,37ч",,,,
2,13176974,2024-01-12 12:02:00,Свердловская,"СВЕРД, ШЧ-18",,"1шт ч(к учету 0,35ч)",,"Конденсатор, обрыв",CSH,2024,,,0.0,"0,35ч",,
3,13179030,2024-01-14 02:41:00,Свердловская,"СВЕРД, ШЧ-3",,,,"Электродвигатель, постоянного тока (МСП, ДСП), обрыв обмотки якоря",CSH,2024,,,,,,
3,13180028,2024-01-15 05:00:00,Свердловская,"СВЕРД, ШЧ-7","1шт ч(к учету 0,17ч)",,,"Сигнальная обмотка, обрыв",CSH,2024,0.0,"0,17ч",,,,
