CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,12647839,2023-01-01 05:04:00,Красноярская,"КРАС, ШЧ-11 (Э)","1шт 0,33ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,1.0,"0,33ч",,,,
3,12647925,2023-01-01 09:40:00,Красноярская,"КРАС, ШЧ-4 (Э)",,,,Удар посторонним предметом с проходящего поезда,CSH,2023,,,,,,
3,12648974,2023-01-03 04:07:00,Красноярская,"КРАС, ШЧ-1 (Э)",,,,Повышенное переходное сопротивление между элементами ,CSH,2023,,,,,,
2,12650076,2023-01-04 08:48:00,Красноярская,"КРАС, ШЧ-7 (Э)","1шт 0,33ч",,,Другие неисправности элементов защитного блока аппаратуры рельсовых цепей,CSH,2023,1.0,"0,33ч",,,,
3,12653704,2023-01-05 07:09:00,Красноярская,"КРАС, ШЧ-12 (Э)",,,,Неисправность схемы управления и контроля стрелкой,CSH,2023,,,,,,
2,12653277,2023-01-07 03:07:00,Красноярская,"КРАС, ШЧ-4 (Э)","13шт 6,63ч",,,Обрыв внешнего монтажа аппаратуры защиты рельсовых цепей,CSH,2023,13.0,"6,63ч",,,,
2,12653893,2023-01-07 12:20:00,Красноярская,"КРАС, ШЧ-7 (Э)","2шт 0,93ч",,,Обрыв внешнего монтажа аппаратуры защиты рельсовых цепей,CSH,2023,2.0,"0,93ч",,,,
2,12654782,2023-01-08 02:20:00,Красноярская,"КРАС, ШЧ-1 (Э)","6шт 2,37ч",,"1шт 0,3ч",Разрегулировка контактов элементов пульта-табло постовых устройств ЭЦ,CSH,2023,6.0,"2,37ч",,,1.0,"0,3ч"
2,12654853,2023-01-08 03:03:00,Красноярская,"КРАС, ИЧ УЖУР Ш","1шт 0,28ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,1.0,"0,28ч",,,,
2,12659953,2023-01-10 06:20:00,Красноярская,"КРАС, ШЧ-4 (Э)","5шт 1,27ч",,,"Обрыв внешнего монтажа аппаратуры защиты  светофоров, указателей и полос",CSH,2023,5.0,"1,27ч",,,,
3,12668857,2023-01-10 08:31:00,Красноярская,"КРАС, ШЧ-1 (Э)",,,,Другие неисправности АВМ рельсовых цепей,CSH,2023,,,,,,
3,12668862,2023-01-10 12:13:00,Красноярская,"КРАС, ШЧ-1 (Э)",,,,Другие неисправности предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,
3,12661579,2023-01-10 13:45:00,Красноярская,"КРАС, ИЧ УЖУР Ш",,,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,,,,
2,12662499,2023-01-10 19:37:00,Красноярская,"КРАС, ШЧ-7 (Э)","1шт 0,62ч",,,Нарушение контакта в разъеме защитного блока аппаратуры АБ,CSH,2023,1.0,"0,62ч",,,,
3,12668864,2023-01-10 21:29:00,Красноярская,"КРАС, ШЧ-1 (Э)",,,,"Другие неисправности предохранителей аппаратуры защиты светофоров, указателей и полос",CSH,2023,,,,,,
3,12665836,2023-01-11 21:40:00,Красноярская,"КРАС, ШЧ-8 (Р)",,,,Нарушение электрических характеристик реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,,
2,12668111,2023-01-12 14:57:00,Красноярская,"КРАС, ШЧ-11 (Э)","2шт 0,53ч",,,"Подгар, сваривание контактов трансмиттеров аппаратуры АБ",CSH,2023,2.0,"0,53ч",,,,
