,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 03:45:00,59198.0,2024-01-01 06:11:00,Line 1: y = 0.00000283x + (0.00000000),0.12377
1,59198.0,2024-01-01 06:11:00,150318.0,2024-01-01 13:59:00,Line 2: y = 0.00000184x + (0.05860526),0.08041
2,150318.0,2024-01-01 13:59:00,271938.0,2024-01-02 04:00:00,Line 3: y = 0.00000138x + (0.12781263),0.06025
3,271938.0,2024-01-02 04:00:00,358900.0,2024-01-02 13:57:00,Line 4: y = 0.00000192x + (-0.02126041),0.08426
4,358900.0,2024-01-02 13:57:00,468291.0,2024-01-02 14:36:00,Line 5: y = 0.00000153x + (0.12029696),0.06698
5,468291.0,2024-01-02 14:36:00,525758.0,2024-01-02 18:47:00,Line 6: y = 0.00000282x + (-0.48637139),0.12372
