CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
3,12669371,2023-01-11 12:44:00,Куйбышевская,"С-КАВ, ВЧДЭ-5 БАТАЙСК",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,0 days 00:00:00,0.0,0.0,1,0.0
3,12669612,2023-01-11 23:44:00,Куйбышевская,"Ю-ВОСТ, ВЧДЭ-3 СТОЙЛЕНСКАЯ",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,0 days 11:00:00,660.0,660.0,2,0.008928571428571428
3,12672823,2023-01-15 17:30:00,Куйбышевская,"МОСК, ВЧДЭ-13 БЕКАСОВО",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,4 days 04:46:00,6046.0,5386.0,3,0.017857142857142856
3,12681703,2023-01-20 11:10:00,Куйбышевская,"С-КАВ, ВЧДЭ-5 БАТАЙСК",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,8 days 22:26:00,12866.0,6820.0,4,0.026785714285714284
3,12692976,2023-01-25 00:07:00,Куйбышевская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2023,,,,,,,13 days 11:23:00,19403.0,6537.0,5,0.03571428571428571
3,12687315,2023-01-25 08:26:00,Куйбышевская,"Ю-УР, ВЧДЭ-2 ОРЕНБУРГ",,,,Выщербина на ободе колеса грузового вагона,CV,2023,,,,,,,13 days 19:42:00,19902.0,499.0,6,0.044642857142857144
3,12689532,2023-01-26 17:00:00,Куйбышевская,"С-КАВ, ВЧДЗ-13 КРАСНОДАР",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,15 days 04:16:00,21856.0,1954.0,7,0.05357142857142857
3,12690437,2023-01-27 07:55:00,Куйбышевская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,15 days 19:11:00,22751.0,895.0,8,0.0625
2,12693537,2023-01-29 15:00:00,Куйбышевская,"КБШ, ШЧ-16","1шт 0,28ч",,,Электрический пробой выравнивателей (ограничителей) аппаратуры защиты рельсовых цепей,CSH,2023,1.0,"0,28ч",,,,,18 days 02:16:00,26056.0,3305.0,9,0.07142857142857142
2,12693928,2023-01-29 21:30:00,Куйбышевская,"КБШ, ИЧ СТЕРЛИТАМАК Ш","1шт 0,27ч",,,Перегорание плавкой вставки (проволоки) предохранителей аппаратуры защиты схемы управления стрелкой,CSH,2023,1.0,"0,27ч",,,,,18 days 08:46:00,26446.0,390.0,10,0.08035714285714286
2,12695464,2023-01-31 11:45:00,Куйбышевская,"КБШ, ИЧ ЖИГУЛЕВСКОЕ МОРЕ Ш","1шт 0,33ч",,,Другие неисправности предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,1.0,"0,33ч",,,,,19 days 23:01:00,28741.0,2295.0,11,0.08928571428571429
2,12693962,2023-01-31 21:27:00,Куйбышевская,"КБШ, ШЧ-13","4шт 2,6ч",,,"Подгар, сваривание контактов релейных блоков аппаратуры постовых устройств ЭЦ",CSH,2023,4.0,"2,6ч",,,,,20 days 08:43:00,29323.0,582.0,12,0.09821428571428571
