CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
2,12647793,2023-01-01 01:29:00,Западно-Сибирская,"З-СИБ, ШЧ-6","2шт (к учету 1) 0,67ч",,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,1.0,"0,67ч",,,,,0 days 00:00:00,0.0,0.0,1,0.0
2,12647969,2023-01-01 12:22:00,Западно-Сибирская,"З-СИБ, ШЧ-2","4шт (к учету 3) 1,43ч","1шт 0,23ч",,Неисправность элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,3.0,"1,43ч",1.0,"0,23ч",,,0 days 10:53:00,653.0,653.0,2,0.000925925925925926
3,12648029,2023-01-01 13:45:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2023,,,,,,,0 days 12:16:00,736.0,83.0,3,0.001851851851851852
3,12648027,2023-01-01 14:18:00,Западно-Сибирская,"З-СИБ, ШЧ-14",,,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,,,,,,,0 days 12:49:00,769.0,33.0,4,0.002777777777777778
3,12648189,2023-01-01 21:34:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК",,,,Выщербина на ободе колеса грузового вагона,CV,2023,,,,,,,0 days 20:05:00,1205.0,436.0,5,0.003703703703703704
3,12648587,2023-01-02 11:47:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2023,,,,,,,1 days 10:18:00,2058.0,853.0,6,0.004629629629629629
3,12649926,2023-01-03 06:20:00,Западно-Сибирская,"СВЕРД, ВЧДЭ-19",,,,Завар тормозного башмака грузового вагона,CV,2023,,,,,,,2 days 04:51:00,3171.0,1113.0,7,0.005555555555555556
3,12649347,2023-01-03 11:49:00,Западно-Сибирская,"З-СИБ, ШЧ-15",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,,2 days 10:20:00,3500.0,329.0,8,0.006481481481481481
2,12649683,2023-01-03 22:15:00,Западно-Сибирская,"З-СИБ, ШЧ-1","1шт 0,32ч",,,Нарушение электрических характеристик реле аппаратуры АБ,CSH,2023,1.0,"0,32ч",,,,,2 days 20:46:00,4126.0,626.0,9,0.007407407407407408
2,12649758,2023-01-04 01:51:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК","2шт 0,55ч",,,Неисправность воздухораспределителя грузового вагона,CV,2023,2.0,"0,55ч",,,,,3 days 00:22:00,4342.0,216.0,10,0.008333333333333333
2,12649950,2023-01-04 07:20:00,Западно-Сибирская,"З-СИБ, ИЧ КУЛУНДА Ш","1шт 0,78ч",,,Неисправность контактной системы реле аппаратуры АБ,CSH,2023,1.0,"0,78ч",,,,,3 days 05:51:00,4671.0,329.0,11,0.009259259259259259
2,12650317,2023-01-04 12:03:00,Западно-Сибирская,"З-СИБ, ШЧ-7 (Р)",,,"1шт 0,15ч","Разрегулировка контактов реле аппаратуры светофоров, указателей и полос",CSH,2023,,,,,1.0,"0,15ч",3 days 10:34:00,4954.0,283.0,12,0.010185185185185186
2,12650688,2023-01-04 20:02:00,Западно-Сибирская,"З-СИБ, ШЧ-2","1шт 0,68ч","1шт 0,17ч",,Короткое замыкание монтажа путевого ящика для размещения аппаратуры рельсовых цепей,CSH,2023,1.0,"0,68ч",1.0,"0,17ч",,,3 days 18:33:00,5433.0,479.0,13,0.011111111111111112
3,12650876,2023-01-05 04:26:00,Западно-Сибирская,"З-СИБ, ШЧ-8",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,,4 days 02:57:00,5937.0,504.0,14,0.012037037037037037
3,12651493,2023-01-05 14:03:00,Западно-Сибирская,"З-СИБ, ШЧ-10",,,,Неисправность аппаратуры управления замедлителем,CSH,2023,,,,,,,4 days 12:34:00,6514.0,577.0,15,0.012962962962962963
2,12653159,2023-01-06 21:20:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-11 АЛТАЙСКАЯ","1шт 0,45ч",,,Неисправность магистральной части воздухораспределителя,CV,2023,1.0,"0,45ч",,,,,5 days 19:51:00,8391.0,1877.0,16,0.013888888888888888
3,12654272,2023-01-07 14:18:00,Западно-Сибирская,"З-СИБ, ШЧ-20",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,,6 days 12:49:00,9409.0,1018.0,17,0.014814814814814815
1,12654053,2023-01-07 14:45:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-23 БЕЛОВО","9шт (к учету 4) 3,88ч","2шт (к учету 1) 1,52ч",,Неисправность воздухораспределителя грузового вагона,CV,2023,4.0,"3,88ч",1.0,"1,52ч",,,6 days 13:16:00,9436.0,27.0,18,0.01574074074074074
2,12655323,2023-01-08 09:15:00,Западно-Сибирская,"З-СИБ, ШЧ-6","2шт 0,58ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,2.0,"0,58ч",,,,,7 days 07:46:00,10546.0,1110.0,19,0.016666666666666666
2,12655997,2023-01-08 18:37:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ","1шт 0,48ч",,,Неисправность магистральной части воздухораспределителя,CV,2023,1.0,"0,48ч",,,,,7 days 17:08:00,11108.0,562.0,20,0.017592592592592594
3,12656064,2023-01-08 20:47:00,Западно-Сибирская,"З-СИБ, ШЧ-8",,,,Обрыв провода (троса) перемычки,CSH,2023,,,,,,,7 days 19:18:00,11238.0,130.0,21,0.018518518518518517
2,12656299,2023-01-09 02:28:00,Западно-Сибирская,"З-СИБ, ШЧ-7 (Р)","2шт 0,85ч",,,Обрыв электрической цепи элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,2.0,"0,85ч",,,,,8 days 00:59:00,11579.0,341.0,22,0.019444444444444445
