CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
2,12648174,2023-01-01 20:08:00,Горьковская,"ГОРЬК, ШЧ-3","1шт 0,6ч","1шт 0,13ч","1шт 0,13ч",Нарушение временных характеристик реле аппаратуры АБ,CSH,2023,1.0,"0,6ч",1.0,"0,13ч",1.0,"0,13ч",0 days 00:00:00,0.0,0.0,1,0.0
2,12648731,2023-01-02 15:45:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)","1шт 0,63ч",,,Нарушение контакта во внутреннем монтаже СП-6,CSH,2023,1.0,"0,63ч",,,,,0 days 19:37:00,1177.0,1177.0,2,0.0014285714285714286
2,12648796,2023-01-02 19:09:00,Горьковская,"ГОРЬК, ШЧ-10",9шт (к учету 7) 3ч,"2шт 0,22ч",,Другие неисправности тиристорных устройств защиты рельсовых цепей,CSH,2023,7.0,3ч,2.0,"0,22ч",,,0 days 23:01:00,1381.0,204.0,3,0.002857142857142857
3,12649766,2023-01-04 01:51:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)",,,,Нарушение контакта во внутреннем монтаже пульта-табло постовых устройств ЭЦ,CSH,2023,,,,,,,2 days 05:43:00,3223.0,1842.0,4,0.004285714285714286
2,12650811,2023-01-05 02:15:00,Горьковская,"ГОРЬК, ШЧ-12","1шт 0,75ч",,,Электрический пробой выравнивателей (ограничителей) аппаратуры защиты рельсовых цепей,CSH,2023,1.0,"0,75ч",,,,,3 days 06:07:00,4687.0,1464.0,5,0.005714285714285714
3,12651680,2023-01-05 17:32:00,Горьковская,"ГОРЬК, ИЧ-2 НИЖНИЙ НОВГОРОД Ш",,,,Обрыв плавкой вставки (проволоки) предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,,3 days 21:24:00,5604.0,917.0,6,0.007142857142857143
2,12651762,2023-01-05 22:16:00,Горьковская,"ГОРЬК, ШЧ-3","1шт 0,35ч",,,Нарушение временных характеристик реле аппаратуры АБ,CSH,2023,1.0,"0,35ч",,,,,4 days 02:08:00,5888.0,284.0,7,0.008571428571428572
3,12660157,2023-01-06 13:19:00,Горьковская,"ГОРЬК, ШЧ-14",,,,"Другие неисправности разрядников светофоров, указателей и полос",CSH,2023,,,,,,,4 days 17:11:00,6791.0,903.0,8,0.01
2,12652859,2023-01-06 15:35:00,Горьковская,"ГОРЬК, ШЧ-14","2шт 0,6ч","1шт 0,48ч","1шт 0,15ч",Другие неисправности внешнего монтажа аппаратуры рельсовых цепей,CSH,2023,2.0,"0,6ч",1.0,"0,48ч",1.0,"0,15ч",4 days 19:27:00,6927.0,136.0,9,0.011428571428571429
3,12661818,2023-01-06 20:22:00,Горьковская,"ГОРЬК, ШЧ-10",,,,"Нарушение монтажа шкафов для размещения аппаратуры светофоров, указателей и полос",CSH,2023,,,,,,,5 days 00:14:00,7214.0,287.0,10,0.012857142857142857
2,12653233,2023-01-07 00:45:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)",,"1шт 0,2ч",,Нарушение контакта в штепсельном разъеме реле аппаратуры светофоров указателей и полос,CSH,2023,,,1.0,"0,2ч",,,5 days 04:37:00,7477.0,263.0,11,0.014285714285714285
2,12654164,2023-01-07 16:48:00,Горьковская,"ГОРЬК, ШЧ-8","1шт 0,83ч","2шт 1,27ч",,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,1.0,"0,83ч",2.0,"1,27ч",,,5 days 20:40:00,8440.0,963.0,12,0.015714285714285715
2,12655036,2023-01-08 06:02:00,Горьковская,"ГОРЬК, ВЧДЭ-17 ЮДИНО","1шт 0,67ч",,,Неисправность магистральной части воздухораспределителя,CV,2023,1.0,"0,67ч",,,,,6 days 09:54:00,9234.0,794.0,13,0.017142857142857144
3,12659031,2023-01-09 19:42:00,Горьковская,"ГОРЬК, ШЧ-14",,,,"Другие неисправности разрядников светофоров, указателей и полос",CSH,2023,,,,,,,7 days 23:34:00,11494.0,2260.0,14,0.018571428571428572
2,12659811,2023-01-10 03:20:00,Горьковская,"ГОРЬК, ШЧ-3","2шт 1,02ч",,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,2.0,"1,02ч",,,,,8 days 07:12:00,11952.0,458.0,15,0.02
3,12670406,2023-01-10 06:00:00,Горьковская,"ГОРЬК, ШЧ-10",,,,Потеря контакта в ламподержателе линзового светофора,CSH,2023,,,,,,,8 days 09:52:00,12112.0,160.0,16,0.02142857142857143
2,12659975,2023-01-10 06:48:00,Горьковская,"ГОРЬК, ИЧ-3 МУРАШИ Ш","1шт 0,7ч",,,Ослабление крепления основания датчика,CSH,2023,1.0,"0,7ч",,,,,8 days 10:40:00,12160.0,48.0,17,0.022857142857142857
2,12662670,2023-01-11 01:05:00,Горьковская,"ГОРЬК, ИЧ-3 МУРАШИ Ш","2шт 1,23ч",,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,2.0,"1,23ч",,,,,9 days 04:57:00,13257.0,1097.0,18,0.024285714285714285
2,12662820,2023-01-11 04:12:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)","6шт 3,07ч",,,Неисправность элементов реле аппаратуры АБ,CSH,2023,6.0,"3,07ч",,,,,9 days 08:04:00,13444.0,187.0,19,0.025714285714285714
3,12664751,2023-01-11 11:27:00,Горьковская,"ГОРЬК, ИЧ-3 МУРАШИ Ш",,,,Неисправность элементов реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,,,9 days 15:19:00,13879.0,435.0,20,0.027142857142857142
2,12668618,2023-01-12 18:37:00,Горьковская,"ГОРЬК, ШЧ-10","1шт 0,35ч",,,Другие неисправности предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,1.0,"0,35ч",,,,,10 days 22:29:00,15749.0,1870.0,21,0.02857142857142857
2,12670699,2023-01-13 15:48:00,Горьковская,"ГОРЬК, ИЧ-5 ИЖЕВСК Ш","1шт 0,2ч","1шт 0,13ч",,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,1.0,"0,2ч",1.0,"0,13ч",,,11 days 19:40:00,17020.0,1271.0,22,0.03
2,12670978,2023-01-13 23:27:00,Горьковская,"ГОРЬК, ШЧ-14","1шт 0,68ч","1шт 0,68ч",,Другие неисправности предохранителей аппаратуры защиты АБ,CSH,2023,1.0,"0,68ч",1.0,"0,68ч",,,12 days 03:19:00,17479.0,459.0,23,0.03142857142857143
2,12682589,2023-01-14 03:42:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)",,,"1шт 0,15ч",Неисправность элементов реле аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,1.0,"0,15ч",12 days 07:34:00,17734.0,255.0,24,0.032857142857142856
2,12671377,2023-01-14 13:21:00,Горьковская,"ГОРЬК, ШЧ-12","7шт (к учету 6) 2,17ч",,"1шт 0,13ч",Другие неисправности АВМ рельсовых цепей,CSH,2023,6.0,"2,17ч",,,1.0,"0,13ч",12 days 17:13:00,18313.0,579.0,25,0.03428571428571429
2,12671482,2023-01-14 16:18:00,Горьковская,"ГОРЬК, ШЧ-7","1шт 0,92ч",,"1шт 0,13ч",Сверхнормативное снижение емкости конденсаторов дешифраторной ячейки аппаратуры АБ,CSH,2023,1.0,"0,92ч",,,1.0,"0,13ч",12 days 20:10:00,18490.0,177.0,26,0.03571428571428571
3,12675952,2023-01-15 01:22:00,Горьковская,"ГОРЬК, ШЧ-7",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,,13 days 05:14:00,19034.0,544.0,27,0.037142857142857144
2,12672243,2023-01-15 17:56:00,Горьковская,"ГОРЬК, ИЧ-5 ИЖЕВСК Ш",,,"3шт 0,63ч",Излом деталей СП-6М,CSH,2023,,,,,3.0,"0,63ч",13 days 21:48:00,20028.0,994.0,28,0.03857142857142857
3,12673374,2023-01-16 15:40:00,Горьковская,"ГОРЬК, ШЧ-14",,,,Обрыв внешнего монтажа аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,,14 days 19:32:00,21332.0,1304.0,29,0.04
3,12674626,2023-01-17 14:41:00,Горьковская,"ГОРЬК, ШЧ-14",,,,Другие неисправности разрядников рельсовых цепей,CSH,2023,,,,,,,15 days 18:33:00,22713.0,1381.0,30,0.041428571428571426
3,12678219,2023-01-19 02:50:00,Горьковская,"ГОРЬК, ШЧ-14",,,,"Другие неисправности предохранителей аппаратуры защиты светофоров, указателей и полос",CSH,2023,,,,,,,17 days 06:42:00,24882.0,2169.0,31,0.04285714285714286
3,12678901,2023-01-20 15:55:00,Горьковская,"ГОРЬК, ШЧ-14",,,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,,,,,,,18 days 19:47:00,27107.0,2225.0,32,0.04428571428571428
3,12679115,2023-01-20 23:17:00,Горьковская,"ГОРЬК, ШЧ-6 (Р)",,,,Неисправность элементов коммутатора аппаратуры АБ,CSH,2023,,,,,,,19 days 03:09:00,27549.0,442.0,33,0.045714285714285714
3,12679343,2023-01-21 06:35:00,Горьковская,"ГОРЬК, ИЧ-5 ИЖЕВСК Ш",,,,Ослабление крепления предохранителей аппаратуры защиты рельсовых цепей,CSH,2023,,,,,,,19 days 10:27:00,27987.0,438.0,34,0.047142857142857146
2,12679454,2023-01-21 09:29:00,Горьковская,"ГОРЬК, ШЧ-7","2шт 0,75ч",,,Излом деталей СП-6М,CSH,2023,2.0,"0,75ч",,,,,19 days 13:21:00,28161.0,174.0,35,0.04857142857142857
2,12680694,2023-01-22 17:45:00,Горьковская,"ГОРЬК, ШЧ-8",,"1шт 0,42ч",,Обрыв обмотки реле аппаратуры схемы управления стрелкой,CSH,2023,,,1.0,"0,42ч",,,20 days 21:37:00,30097.0,1936.0,36,0.05
2,12700397,2023-01-22 17:52:00,Горьковская,"ГОРЬК, ИЧ-3 МУРАШИ Ш","1шт 0,3ч",,,Нарушение контакта во внутреннем монтаже щитка управления устройств ПС,CSH,2023,1.0,"0,3ч",,,,,20 days 21:44:00,30104.0,7.0,37,0.05142857142857143
3,12680749,2023-01-22 21:42:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)",,,,Неисправность источника электропитания,CSH,2023,,,,,,,21 days 01:34:00,30334.0,230.0,38,0.05285714285714286
3,12682894,2023-01-23 13:30:00,Горьковская,"ГОРЬК, ШЧ-14",,,,Другие неисправности разрядников постовых устройств ЭЦ,CSH,2023,,,,,,,21 days 17:22:00,31282.0,948.0,39,0.054285714285714284
3,12682892,2023-01-24 00:01:00,Горьковская,"ГОРЬК, ШЧ-14",,,,"Другие неисправности разрядников светофоров, указателей и полос",CSH,2023,,,,,,,22 days 03:53:00,31913.0,631.0,40,0.055714285714285716
3,12682905,2023-01-24 06:50:00,Горьковская,"ГОРЬК, ШЧ-14",,,,Потеря контакта в ламподержателе линзового светофора,CSH,2023,,,,,,,22 days 10:42:00,32322.0,409.0,41,0.05714285714285714
3,12683344,2023-01-24 15:50:00,Горьковская,"ГОРЬК, ШЧ-7",,,,"Код 98.0 Другие, кроме перечисленных выше, дефекты и повреждения рельсов, оставленных в пути, опасность эксплуатации которых может быть оценена по ближайшему типоразмеру дефекта, в том числе общая равномерная коррозия рельсов, а также, наличие сварного стыка на расстоянии от 750 мм до 3000 мм (выполненного электро контактной или алюминотермитной сваркой)",CSH,2023,,,,,,,22 days 19:42:00,32862.0,540.0,42,0.05857142857142857
3,12684701,2023-01-25 08:34:00,Горьковская,"ОКТ, ТЧЭ-1",,,,"Прочая неисправность корпуса буксы локомотива, МВПС",CT,2023,,,,,,,23 days 12:26:00,33866.0,1004.0,43,0.06
