,START_TIME,CATEGORY,DELTA_TIME,DELTA_SECONDS,TIME_DIFF,INDEX
0,2024-01-01 20:16:00,1,0 days 00:00:00,0.0,,0.0
1,2024-01-03 10:21:00,1,1 days 14:05:00,2285.0,2285.0,0.001968503937007874
2,2024-01-03 11:00:00,1,1 days 14:44:00,2324.0,39.0,0.003937007874015748
3,2024-01-03 15:37:00,1,1 days 19:21:00,2601.0,277.0,0.005905511811023622
4,2024-01-04 09:17:00,1,2 days 13:01:00,3661.0,1060.0,0.007874015748031496
5,2024-01-04 16:40:00,1,2 days 20:24:00,4104.0,443.0,0.00984251968503937
6,2024-01-04 19:14:00,1,2 days 22:58:00,4258.0,154.0,0.011811023622047244
7,2024-01-05 13:03:00,1,3 days 16:47:00,5327.0,1069.0,0.013779527559055118
8,2024-01-06 10:21:00,1,4 days 14:05:00,6605.0,1278.0,0.015748031496062992
9,2024-01-06 20:54:00,1,5 days 00:38:00,7238.0,633.0,0.017716535433070866
10,2024-01-08 05:34:00,1,6 days 09:18:00,9198.0,1960.0,0.01968503937007874
11,2024-01-08 16:43:00,1,6 days 20:27:00,9867.0,669.0,0.021653543307086614
12,2024-01-10 06:30:00,1,8 days 10:14:00,12134.0,2267.0,0.023622047244094488
13,2024-01-10 22:01:00,1,9 days 01:45:00,13065.0,931.0,0.025590551181102362
14,2024-01-11 09:32:00,1,9 days 13:16:00,13756.0,691.0,0.027559055118110236
15,2024-01-12 04:58:00,1,10 days 08:42:00,14922.0,1166.0,0.02952755905511811
16,2024-01-14 22:16:00,1,13 days 02:00:00,18840.0,3918.0,0.031496062992125984
17,2024-01-16 19:08:00,1,14 days 22:52:00,21532.0,2692.0,0.033464566929133854
18,2024-01-17 00:52:00,1,15 days 04:36:00,21876.0,344.0,0.03543307086614173
19,2024-01-17 02:05:00,1,15 days 05:49:00,21949.0,73.0,0.03740157480314961
20,2024-01-18 02:00:00,1,16 days 05:44:00,23384.0,1435.0,0.03937007874015748
21,2024-01-18 16:31:00,1,16 days 20:15:00,24255.0,871.0,0.04133858267716535
22,2024-01-18 18:16:00,1,16 days 22:00:00,24360.0,105.0,0.04330708661417323
23,2024-01-19 03:37:00,1,17 days 07:21:00,24921.0,561.0,0.045275590551181105
24,2024-01-20 20:35:00,1,19 days 00:19:00,27379.0,2458.0,0.047244094488188976
25,2024-01-21 14:12:00,1,19 days 17:56:00,28436.0,1057.0,0.049212598425196846
26,2024-01-25 17:04:00,1,23 days 20:48:00,34368.0,5932.0,0.051181102362204724
27,2024-01-26 18:30:00,1,24 days 22:14:00,35894.0,1526.0,0.0531496062992126
28,2024-01-27 16:38:00,1,25 days 20:22:00,37222.0,1328.0,0.05511811023622047
29,2024-01-28 06:43:00,1,26 days 10:27:00,38067.0,845.0,0.05708661417322834
30,2024-01-29 13:00:00,1,27 days 16:44:00,39884.0,1817.0,0.05905511811023622
31,2024-01-29 14:13:00,1,27 days 17:57:00,39957.0,73.0,0.0610236220472441
32,2024-01-29 20:22:00,1,28 days 00:06:00,40326.0,369.0,0.06299212598425197
33,2024-01-31 08:45:00,1,29 days 12:29:00,42509.0,2183.0,0.06496062992125984
34,2024-01-31 22:11:00,1,30 days 01:55:00,43315.0,806.0,0.06692913385826771
35,2024-02-01 08:20:00,1,30 days 12:04:00,43924.0,609.0,0.0688976377952756
36,2024-02-01 13:19:00,1,30 days 17:03:00,44223.0,299.0,0.07086614173228346
37,2024-02-01 22:05:00,1,31 days 01:49:00,44749.0,526.0,0.07283464566929133
38,2024-02-03 09:34:00,1,32 days 13:18:00,46878.0,2129.0,0.07480314960629922
39,2024-02-05 01:35:00,1,34 days 05:19:00,49279.0,2401.0,0.07677165354330709
40,2024-02-05 08:30:00,1,34 days 12:14:00,49694.0,415.0,0.07874015748031496
41,2024-02-06 03:17:00,1,35 days 07:01:00,50821.0,1127.0,0.08070866141732283
42,2024-02-06 20:54:00,1,36 days 00:38:00,51878.0,1057.0,0.0826771653543307
43,2024-02-07 18:51:00,1,36 days 22:35:00,53195.0,1317.0,0.08464566929133858
44,2024-02-08 20:48:00,1,38 days 00:32:00,54752.0,1557.0,0.08661417322834646
45,2024-02-09 08:20:00,1,38 days 12:04:00,55444.0,692.0,0.08858267716535433
46,2024-02-10 14:10:00,1,39 days 17:54:00,57234.0,1790.0,0.09055118110236221
47,2024-02-10 18:01:00,1,39 days 21:45:00,57465.0,231.0,0.09251968503937008
48,2024-02-11 02:59:00,1,40 days 06:43:00,58003.0,538.0,0.09448818897637795
49,2024-02-12 13:10:00,1,41 days 16:54:00,60054.0,2051.0,0.09645669291338582
50,2024-02-13 09:09:00,1,42 days 12:53:00,61253.0,1199.0,0.09842519685039369
51,2024-02-13 09:16:00,1,42 days 13:00:00,61260.0,7.0,0.10039370078740158
52,2024-02-13 17:40:00,1,42 days 21:24:00,61764.0,504.0,0.10236220472440945
53,2024-02-15 07:20:00,1,44 days 11:04:00,64024.0,2260.0,0.10433070866141732
54,2024-02-17 01:30:00,1,46 days 05:14:00,66554.0,2530.0,0.1062992125984252
55,2024-02-17 15:17:00,1,46 days 19:01:00,67381.0,827.0,0.10826771653543307
56,2024-02-18 17:40:00,1,47 days 21:24:00,68964.0,1583.0,0.11023622047244094
57,2024-02-20 05:12:00,1,49 days 08:56:00,71096.0,2132.0,0.11220472440944881
58,2024-02-21 00:43:00,1,50 days 04:27:00,72267.0,1171.0,0.11417322834645668
59,2024-02-24 01:29:00,1,53 days 05:13:00,76633.0,4366.0,0.11614173228346457
60,2024-02-24 19:56:00,1,53 days 23:40:00,77740.0,1107.0,0.11811023622047244
61,2024-02-25 00:30:00,1,54 days 04:14:00,78014.0,274.0,0.12007874015748031
62,2024-02-25 03:50:00,1,54 days 07:34:00,78214.0,200.0,0.1220472440944882
63,2024-02-26 04:25:00,1,55 days 08:09:00,79689.0,1475.0,0.12401574803149606
64,2024-02-26 20:28:00,1,56 days 00:12:00,80652.0,963.0,0.12598425196850394
65,2024-02-29 16:48:00,1,58 days 20:32:00,84752.0,4100.0,0.1279527559055118
66,2024-03-03 08:01:00,1,61 days 11:45:00,88545.0,3793.0,0.12992125984251968
67,2024-03-04 08:45:00,1,62 days 12:29:00,90029.0,1484.0,0.13188976377952755
68,2024-03-09 03:05:00,1,67 days 06:49:00,96889.0,6860.0,0.13385826771653542
69,2024-03-13 02:43:00,1,71 days 06:27:00,102627.0,5738.0,0.13582677165354332
70,2024-03-15 06:42:00,1,73 days 10:26:00,105746.0,3119.0,0.1377952755905512
71,2024-03-19 22:50:00,1,78 days 02:34:00,112474.0,6728.0,0.13976377952755906
72,2024-03-21 07:08:00,1,79 days 10:52:00,114412.0,1938.0,0.14173228346456693
73,2024-03-22 22:28:00,1,81 days 02:12:00,116772.0,2360.0,0.1437007874015748
74,2024-03-23 00:30:00,1,81 days 04:14:00,116894.0,122.0,0.14566929133858267
75,2024-03-25 16:42:00,1,83 days 20:26:00,120746.0,3852.0,0.14763779527559054
76,2024-03-26 19:55:00,1,84 days 23:39:00,122379.0,1633.0,0.14960629921259844
77,2024-03-28 23:18:00,1,87 days 03:02:00,125462.0,3083.0,0.1515748031496063
78,2024-03-29 03:20:00,1,87 days 07:04:00,125704.0,242.0,0.15354330708661418
79,2024-03-29 13:28:00,1,87 days 17:12:00,126312.0,608.0,0.15551181102362205
80,2024-03-29 18:25:00,1,87 days 22:09:00,126609.0,297.0,0.15748031496062992
81,2024-03-30 04:32:00,1,88 days 08:16:00,127216.0,607.0,0.1594488188976378
82,2024-04-01 12:25:00,1,90 days 16:09:00,130569.0,3353.0,0.16141732283464566
83,2024-04-01 13:57:00,1,90 days 17:41:00,130661.0,92.0,0.16338582677165353
84,2024-04-03 12:26:00,1,92 days 16:10:00,133450.0,2789.0,0.1653543307086614
85,2024-04-04 07:29:00,1,93 days 11:13:00,134593.0,1143.0,0.1673228346456693
86,2024-04-05 10:57:00,1,94 days 14:41:00,136241.0,1648.0,0.16929133858267717
87,2024-04-05 14:35:00,1,94 days 18:19:00,136459.0,218.0,0.17125984251968504
88,2024-04-05 17:21:00,1,94 days 21:05:00,136625.0,166.0,0.1732283464566929
89,2024-04-05 20:25:00,1,95 days 00:09:00,136809.0,184.0,0.17519685039370078
90,2024-04-05 23:08:00,1,95 days 02:52:00,136972.0,163.0,0.17716535433070865
91,2024-04-06 12:44:00,1,95 days 16:28:00,137788.0,816.0,0.17913385826771652
92,2024-04-06 22:01:00,1,96 days 01:45:00,138345.0,557.0,0.18110236220472442
93,2024-04-07 03:36:00,1,96 days 07:20:00,138680.0,335.0,0.1830708661417323
94,2024-04-07 07:52:00,1,96 days 11:36:00,138936.0,256.0,0.18503937007874016
95,2024-04-07 22:01:00,1,97 days 01:45:00,139785.0,849.0,0.18700787401574803
96,2024-04-08 01:33:00,1,97 days 05:17:00,139997.0,212.0,0.1889763779527559
97,2024-04-09 00:47:00,1,98 days 04:31:00,141391.0,1394.0,0.19094488188976377
98,2024-04-09 13:56:00,1,98 days 17:40:00,142180.0,789.0,0.19291338582677164
99,2024-04-09 15:58:00,1,98 days 19:42:00,142302.0,122.0,0.19488188976377951
