,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 09:35:00,113443.0,2024-01-01 16:03:00,Line 1: y = 0.00000217x + (0.00000000),0.09507
1,113443.0,2024-01-01 16:03:00,235463.0,2024-01-01 21:55:00,Line 2: y = 0.00000202x + (0.01730850),0.08839
2,235463.0,2024-01-01 21:55:00,371373.0,2024-01-02 02:30:00,Line 3: y = 0.00000181x + (0.06587062),0.07936
3,371373.0,2024-01-02 02:30:00,518455.0,2024-01-02 04:49:00,Line 4: y = 0.00000167x + (0.11697822),0.07333
4,518455.0,2024-01-02 04:49:00,525695.0,2024-01-04 01:40:00,Line 5: y = 0.00000198x + (-0.04364291),0.0869
