FILE_NAME,ENTITY_TYPE,ENTITY_NAME,YEAR,SEASON,SEASON_INDEX,N,TIME_DIFF_MEAN,LAMBDA_MLE,LAMBDA_FITTER,LAMBDA_MONTH,KS_STAT,KS_PVALUE,KS_OK,KS_ALPHA
Московская_2024.csv,road,Московская,2024,Зима,1,216,600.7916666666666,0.0016644704903252653,0.0016700299213694247,72.14529260315915,0.0845511773662064,0.0859962721538311,True,0.05
Московская_2024.csv,road,Московская,2024,Весна,2,193,688.6580310880829,0.0014520995252462173,0.0014627195974110622,63.189486608157885,0.03615310852868414,0.9545741999728139,True,0.05
Московская_2024.csv,road,Московская,2024,Лето,3,254,513.9645669291339,0.0019456594176809885,0.0019494523880791753,84.21634316502038,0.03887400569374869,0.8228037628556238,True,0.05
Московская_2024.csv,road,Московская,2024,Осень,4,182,729.7087912087912,0.001370409692260197,0.00137606701900031,59.44609522081339,0.0460711401801247,0.8172848616509931,True,0.05
