,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 09:35:00,93559.0,2024-01-01 16:03:00,Line 1: y = 0.00000212x + (0.00000000),0.09286
1,93559.0,2024-01-01 16:03:00,192370.0,2024-01-01 21:55:00,Line 2: y = 0.00000204x + (0.00730495),0.08944
2,192370.0,2024-01-01 21:55:00,298429.0,2024-01-02 02:30:00,Line 3: y = 0.00000190x + (0.03415081),0.08333
3,298429.0,2024-01-02 02:30:00,414203.0,2024-01-02 04:49:00,Line 4: y = 0.00000171x + (0.09060951),0.07504
4,414203.0,2024-01-02 04:49:00,525695.0,2024-01-04 01:40:00,Line 5: y = 0.00000179x + (0.06081281),0.07819
