,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2023-01-01 03:30:00,70958.0,2023-01-01 06:41:00,Line 1: y = 0.00000281x + (0.00000000),0.12322
1,70958.0,2023-01-01 06:41:00,148916.0,2023-01-01 07:40:00,Line 2: y = 0.00000256x + (0.01792478),0.11216
2,148916.0,2023-01-01 07:40:00,236015.0,2023-01-01 08:46:00,Line 3: y = 0.00000229x + (0.05794483),0.10039
3,236015.0,2023-01-01 08:46:00,333245.0,2023-01-01 13:10:00,Line 4: y = 0.00000205x + (0.11430794),0.08993
4,333245.0,2023-01-01 13:10:00,437270.0,2023-01-01 13:21:00,Line 5: y = 0.00000193x + (0.15500323),0.08458
