,START_TIME,CATEGORY,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX
0,2023-01-01 19:38:00,1,0 days 00:00:00,0.0,,0.0
1,2023-01-02 10:56:00,1,0 days 15:18:00,918.0,918.0,0.002457002457002457
2,2023-01-02 12:44:00,1,0 days 17:06:00,1026.0,108.0,0.004914004914004914
3,2023-01-03 00:10:00,1,1 days 04:32:00,1712.0,686.0,0.007371007371007371
4,2023-01-03 05:29:00,1,1 days 09:51:00,2031.0,319.0,0.009828009828009828
5,2023-01-04 10:34:00,1,2 days 14:56:00,3776.0,1745.0,0.012285012285012284
6,2023-01-05 10:07:00,1,3 days 14:29:00,5189.0,1413.0,0.014742014742014743
7,2023-01-05 17:01:00,1,3 days 21:23:00,5603.0,414.0,0.0171990171990172
8,2023-01-06 02:32:00,1,4 days 06:54:00,6174.0,571.0,0.019656019656019656
9,2023-01-07 23:59:00,1,6 days 04:21:00,8901.0,2727.0,0.022113022113022112
10,2023-01-10 07:25:00,1,8 days 11:47:00,12227.0,3326.0,0.02457002457002457
11,2023-01-11 12:01:00,1,9 days 16:23:00,13943.0,1716.0,0.027027027027027025
12,2023-01-11 17:38:00,1,9 days 22:00:00,14280.0,337.0,0.029484029484029485
13,2023-01-14 18:12:00,1,12 days 22:34:00,18634.0,4354.0,0.03194103194103194
14,2023-01-15 18:34:00,1,13 days 22:56:00,20096.0,1462.0,0.0343980343980344
15,2023-01-17 17:50:00,1,15 days 22:12:00,22932.0,2836.0,0.036855036855036855
16,2023-01-18 02:31:00,1,16 days 06:53:00,23453.0,521.0,0.03931203931203931
17,2023-01-19 21:10:00,1,18 days 01:32:00,26012.0,2559.0,0.04176904176904177
18,2023-01-19 21:19:00,1,18 days 01:41:00,26021.0,9.0,0.044226044226044224
19,2023-01-22 19:50:00,1,21 days 00:12:00,30252.0,4231.0,0.04668304668304668
20,2023-01-22 22:46:00,1,21 days 03:08:00,30428.0,176.0,0.04914004914004914
21,2023-01-25 07:20:00,1,23 days 11:42:00,33822.0,3394.0,0.051597051597051594
22,2023-01-25 12:51:00,1,23 days 17:13:00,34153.0,331.0,0.05405405405405405
23,2023-01-31 00:04:00,1,29 days 04:26:00,42026.0,7873.0,0.05651105651105651
24,2023-02-01 16:10:00,1,30 days 20:32:00,44432.0,2406.0,0.05896805896805897
25,2023-02-01 18:09:00,1,30 days 22:31:00,44551.0,119.0,0.06142506142506143
26,2023-02-05 17:19:00,1,34 days 21:41:00,50261.0,5710.0,0.06388206388206388
27,2023-02-06 20:57:00,1,36 days 01:19:00,51919.0,1658.0,0.06633906633906633
28,2023-02-07 08:19:00,1,36 days 12:41:00,52601.0,682.0,0.0687960687960688
29,2023-02-08 22:42:00,1,38 days 03:04:00,54904.0,2303.0,0.07125307125307125
30,2023-02-12 05:21:00,1,41 days 09:43:00,59623.0,4719.0,0.07371007371007371
31,2023-02-14 11:10:00,1,43 days 15:32:00,62852.0,3229.0,0.07616707616707616
32,2023-02-15 01:49:00,1,44 days 06:11:00,63731.0,879.0,0.07862407862407862
33,2023-02-15 13:09:00,1,44 days 17:31:00,64411.0,680.0,0.08108108108108109
34,2023-02-16 23:00:00,1,46 days 03:22:00,66442.0,2031.0,0.08353808353808354
35,2023-02-18 08:34:00,1,47 days 12:56:00,68456.0,2014.0,0.085995085995086
36,2023-02-18 10:40:00,1,47 days 15:02:00,68582.0,126.0,0.08845208845208845
37,2023-02-21 18:20:00,1,50 days 22:42:00,73362.0,4780.0,0.09090909090909091
38,2023-02-21 18:57:00,1,50 days 23:19:00,73399.0,37.0,0.09336609336609336
39,2023-02-22 01:56:00,1,51 days 06:18:00,73818.0,419.0,0.09582309582309582
40,2023-02-23 11:08:00,1,52 days 15:30:00,75810.0,1992.0,0.09828009828009827
41,2023-02-23 16:05:00,1,52 days 20:27:00,76107.0,297.0,0.10073710073710074
42,2023-02-23 16:22:00,1,52 days 20:44:00,76124.0,17.0,0.10319410319410319
