,START_TIME,CATEGORY,DELTA_TIME,DELTA_SECONDS,TIME_DIFF,INDEX
0,2023-01-01 06:41:00,2,0 days 00:00:00,0.0,,0.0
1,2023-01-01 07:40:00,2,0 days 00:59:00,59.0,59.0,0.0016722408026755853
2,2023-01-01 13:10:00,2,0 days 06:29:00,389.0,330.0,0.0033444816053511705
3,2023-01-01 16:42:00,2,0 days 10:01:00,601.0,212.0,0.005016722408026756
4,2023-01-01 19:55:00,2,0 days 13:14:00,794.0,193.0,0.006688963210702341
5,2023-01-01 22:55:00,2,0 days 16:14:00,974.0,180.0,0.008361204013377926
6,2023-01-02 14:41:00,2,1 days 08:00:00,1920.0,946.0,0.010033444816053512
7,2023-01-02 19:42:00,2,1 days 13:01:00,2221.0,301.0,0.011705685618729096
8,2023-01-04 01:51:00,2,2 days 19:10:00,4030.0,1809.0,0.013377926421404682
9,2023-01-04 10:33:00,2,3 days 03:52:00,4552.0,522.0,0.015050167224080268
10,2023-01-04 15:40:00,2,3 days 08:59:00,4859.0,307.0,0.016722408026755852
11,2023-01-05 10:51:00,2,4 days 04:10:00,6010.0,1151.0,0.018394648829431436
12,2023-01-05 19:44:00,2,4 days 13:03:00,6543.0,533.0,0.020066889632107024
13,2023-01-05 22:10:00,2,4 days 15:29:00,6689.0,146.0,0.021739130434782608
14,2023-01-06 11:27:00,2,5 days 04:46:00,7486.0,797.0,0.023411371237458192
15,2023-01-06 21:20:00,2,5 days 14:39:00,8079.0,593.0,0.02508361204013378
16,2023-01-07 01:53:00,2,5 days 19:12:00,8352.0,273.0,0.026755852842809364
17,2023-01-07 09:53:00,2,6 days 03:12:00,8832.0,480.0,0.028428093645484948
18,2023-01-08 06:02:00,2,6 days 23:21:00,10041.0,1209.0,0.030100334448160536
19,2023-01-08 18:37:00,2,7 days 11:56:00,10796.0,755.0,0.03177257525083612
20,2023-01-09 11:26:00,2,8 days 04:45:00,11805.0,1009.0,0.033444816053511704
21,2023-01-10 01:47:00,2,8 days 19:06:00,12666.0,861.0,0.03511705685618729
22,2023-01-10 21:50:00,2,9 days 15:09:00,13869.0,1203.0,0.03678929765886287
23,2023-01-10 23:15:00,2,9 days 16:34:00,13954.0,85.0,0.038461538461538464
24,2023-01-11 07:00:00,2,10 days 00:19:00,14419.0,465.0,0.04013377926421405
25,2023-01-11 18:44:00,2,10 days 12:03:00,15123.0,704.0,0.04180602006688963
26,2023-01-11 22:02:00,2,10 days 15:21:00,15321.0,198.0,0.043478260869565216
27,2023-01-12 17:57:00,2,11 days 11:16:00,16516.0,1195.0,0.0451505016722408
28,2023-01-13 02:39:00,2,11 days 19:58:00,17038.0,522.0,0.046822742474916385
29,2023-01-13 04:05:00,2,11 days 21:24:00,17124.0,86.0,0.048494983277591976
30,2023-01-13 05:54:00,2,11 days 23:13:00,17233.0,109.0,0.05016722408026756
31,2023-01-13 08:19:00,2,12 days 01:38:00,17378.0,145.0,0.051839464882943144
32,2023-01-13 10:34:00,2,12 days 03:53:00,17513.0,135.0,0.05351170568561873
33,2023-01-13 21:10:00,2,12 days 14:29:00,18149.0,636.0,0.05518394648829431
34,2023-01-14 07:11:00,2,13 days 00:30:00,18750.0,601.0,0.056856187290969896
35,2023-01-14 13:46:00,2,13 days 07:05:00,19145.0,395.0,0.05852842809364548
36,2023-01-14 16:35:00,2,13 days 09:54:00,19314.0,169.0,0.06020066889632107
37,2023-01-15 07:01:00,2,14 days 00:20:00,20180.0,866.0,0.061872909698996656
38,2023-01-15 14:06:00,2,14 days 07:25:00,20605.0,425.0,0.06354515050167224
39,2023-01-15 15:49:00,2,14 days 09:08:00,20708.0,103.0,0.06521739130434782
40,2023-01-16 02:22:00,2,14 days 19:41:00,21341.0,633.0,0.06688963210702341
41,2023-01-16 05:55:00,2,14 days 23:14:00,21554.0,213.0,0.06856187290969899
42,2023-01-17 10:38:00,2,16 days 03:57:00,23277.0,1723.0,0.07023411371237458
43,2023-01-17 12:05:00,2,16 days 05:24:00,23364.0,87.0,0.07190635451505016
44,2023-01-18 00:31:00,2,16 days 17:50:00,24110.0,746.0,0.07357859531772575
45,2023-01-18 02:45:00,2,16 days 20:04:00,24244.0,134.0,0.07525083612040134
46,2023-01-18 04:25:00,2,16 days 21:44:00,24344.0,100.0,0.07692307692307693
47,2023-01-18 08:00:00,2,17 days 01:19:00,24559.0,215.0,0.07859531772575251
48,2023-01-18 11:36:00,2,17 days 04:55:00,24775.0,216.0,0.0802675585284281
49,2023-01-18 18:25:00,2,17 days 11:44:00,25184.0,409.0,0.08193979933110368
50,2023-01-19 04:28:00,2,17 days 21:47:00,25787.0,603.0,0.08361204013377926
51,2023-01-19 06:11:00,2,17 days 23:30:00,25890.0,103.0,0.08528428093645485
52,2023-01-19 06:28:00,2,17 days 23:47:00,25907.0,17.0,0.08695652173913043
53,2023-01-19 17:58:00,2,18 days 11:17:00,26597.0,690.0,0.08862876254180602
54,2023-01-19 18:05:00,2,18 days 11:24:00,26604.0,7.0,0.0903010033444816
55,2023-01-19 22:40:00,2,18 days 15:59:00,26879.0,275.0,0.09197324414715718
56,2023-01-20 07:10:00,2,19 days 00:29:00,27389.0,510.0,0.09364548494983277
57,2023-01-21 12:45:00,2,20 days 06:04:00,29164.0,1775.0,0.09531772575250835
58,2023-01-21 14:00:00,2,20 days 07:19:00,29239.0,75.0,0.09698996655518395
59,2023-01-21 21:43:00,2,20 days 15:02:00,29702.0,463.0,0.09866220735785954
60,2023-01-23 01:55:00,2,21 days 19:14:00,31394.0,1692.0,0.10033444816053512
61,2023-01-23 09:03:00,2,22 days 02:22:00,31822.0,428.0,0.1020066889632107
62,2023-01-23 16:26:00,2,22 days 09:45:00,32265.0,443.0,0.10367892976588629
63,2023-01-24 06:03:00,2,22 days 23:22:00,33082.0,817.0,0.10535117056856187
64,2023-01-24 16:23:00,2,23 days 09:42:00,33702.0,620.0,0.10702341137123746
65,2023-01-25 01:05:00,2,23 days 18:24:00,34224.0,522.0,0.10869565217391304
66,2023-01-25 20:45:00,2,24 days 14:04:00,35404.0,1180.0,0.11036789297658862
67,2023-01-26 01:00:00,2,24 days 18:19:00,35659.0,255.0,0.11204013377926421
68,2023-01-26 10:10:00,2,25 days 03:29:00,36209.0,550.0,0.11371237458193979
69,2023-01-26 20:44:00,2,25 days 14:03:00,36843.0,634.0,0.11538461538461538
70,2023-01-26 21:36:00,2,25 days 14:55:00,36895.0,52.0,0.11705685618729096
71,2023-01-27 00:00:00,2,25 days 17:19:00,37039.0,144.0,0.11872909698996656
72,2023-01-27 03:32:00,2,25 days 20:51:00,37251.0,212.0,0.12040133779264214
73,2023-01-27 06:05:00,2,25 days 23:24:00,37404.0,153.0,0.12207357859531773
74,2023-01-27 23:40:00,2,26 days 16:59:00,38459.0,1055.0,0.12374581939799331
75,2023-01-28 03:50:00,2,26 days 21:09:00,38709.0,250.0,0.1254180602006689
76,2023-01-28 05:39:00,2,26 days 22:58:00,38818.0,109.0,0.12709030100334448
77,2023-01-29 04:28:00,2,27 days 21:47:00,40187.0,1369.0,0.12876254180602006
78,2023-01-29 17:49:00,2,28 days 11:08:00,40988.0,801.0,0.13043478260869565
79,2023-01-29 23:15:00,2,28 days 16:34:00,41314.0,326.0,0.13210702341137123
80,2023-01-30 15:27:00,2,29 days 08:46:00,42286.0,972.0,0.13377926421404682
81,2023-01-30 20:19:00,2,29 days 13:38:00,42578.0,292.0,0.1354515050167224
82,2023-02-01 03:44:00,2,30 days 21:03:00,44463.0,1885.0,0.13712374581939799
83,2023-02-01 05:20:00,2,30 days 22:39:00,44559.0,96.0,0.13879598662207357
84,2023-02-01 14:24:00,2,31 days 07:43:00,45103.0,544.0,0.14046822742474915
85,2023-02-03 12:05:00,2,33 days 05:24:00,47844.0,2741.0,0.14214046822742474
86,2023-02-04 04:28:00,2,33 days 21:47:00,48827.0,983.0,0.14381270903010032
87,2023-02-06 11:47:00,2,36 days 05:06:00,52146.0,3319.0,0.1454849498327759
88,2023-02-07 00:23:00,2,36 days 17:42:00,52902.0,756.0,0.1471571906354515
89,2023-02-07 22:25:00,2,37 days 15:44:00,54224.0,1322.0,0.14882943143812707
90,2023-02-08 01:06:00,2,37 days 18:25:00,54385.0,161.0,0.1505016722408027
91,2023-02-10 04:06:00,2,39 days 21:25:00,57445.0,3060.0,0.15217391304347827
92,2023-02-10 10:24:00,2,40 days 03:43:00,57823.0,378.0,0.15384615384615385
93,2023-02-10 10:49:00,2,40 days 04:08:00,57848.0,25.0,0.15551839464882944
94,2023-02-11 02:11:00,2,40 days 19:30:00,58770.0,922.0,0.15719063545150502
95,2023-02-11 13:10:00,2,41 days 06:29:00,59429.0,659.0,0.1588628762541806
96,2023-02-11 15:14:00,2,41 days 08:33:00,59553.0,124.0,0.1605351170568562
97,2023-02-11 18:40:00,2,41 days 11:59:00,59759.0,206.0,0.16220735785953178
98,2023-02-11 18:43:00,2,41 days 12:02:00,59762.0,3.0,0.16387959866220736
99,2023-02-11 20:00:00,2,41 days 13:19:00,59839.0,77.0,0.16555183946488294
100,2023-02-12 23:52:00,2,42 days 17:11:00,61511.0,1672.0,0.16722408026755853
101,2023-02-13 04:22:00,2,42 days 21:41:00,61781.0,270.0,0.1688963210702341
102,2023-02-13 14:05:00,2,43 days 07:24:00,62364.0,583.0,0.1705685618729097
103,2023-02-14 11:05:00,2,44 days 04:24:00,63624.0,1260.0,0.17224080267558528
104,2023-02-15 12:18:00,2,45 days 05:37:00,65137.0,1513.0,0.17391304347826086
105,2023-02-15 19:30:00,2,45 days 12:49:00,65569.0,432.0,0.17558528428093645
106,2023-02-15 20:44:00,2,45 days 14:03:00,65643.0,74.0,0.17725752508361203
107,2023-02-15 22:17:00,2,45 days 15:36:00,65736.0,93.0,0.17892976588628762
108,2023-02-17 10:45:00,2,47 days 04:04:00,67924.0,2188.0,0.1806020066889632
109,2023-02-17 22:50:00,2,47 days 16:09:00,68649.0,725.0,0.18227424749163879
110,2023-02-17 23:23:00,2,47 days 16:42:00,68682.0,33.0,0.18394648829431437
111,2023-02-18 05:54:00,2,47 days 23:13:00,69073.0,391.0,0.18561872909698995
112,2023-02-18 19:20:00,2,48 days 12:39:00,69879.0,806.0,0.18729096989966554
113,2023-02-19 23:46:00,2,49 days 17:05:00,71585.0,1706.0,0.18896321070234112
114,2023-02-20 14:23:00,2,50 days 07:42:00,72462.0,877.0,0.1906354515050167
115,2023-02-21 09:52:00,2,51 days 03:11:00,73631.0,1169.0,0.1923076923076923
116,2023-02-21 21:18:00,2,51 days 14:37:00,74317.0,686.0,0.1939799331103679
117,2023-02-22 09:05:00,2,52 days 02:24:00,75024.0,707.0,0.1956521739130435
118,2023-02-22 10:00:00,2,52 days 03:19:00,75079.0,55.0,0.19732441471571907
