CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,13163577,2024-01-01 09:35:00,Забайкальская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","1шт ч(к учету 0,67ч)",,,Тонкий гребень колеса грузового вагона,CV,2024,1.0,"0,67ч",,,,
2,13163602,2024-01-01 16:03:00,Забайкальская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","2шт ч(к учету 1,28ч)",,,Выщербина на ободе колеса грузового вагона,CV,2024,2.0,"1,28ч",,,,
3,13189718,2024-01-01 21:55:00,Свердловская,"СВЕРД, ВЧДЭ-19","1шт ч(к учету 0,08ч)",,,Дефект прокладки между корпусом магистральной части и двухкамерным резервуаром усл. № 270.399-2,CV,2024,1.0,"0,08ч",,,,
2,13160567,2024-01-02 02:30:00,Восточно-Сибирская,"В-СИБ, ВЧДЭ-10 УЛАН-УДЭ","1шт ч(к учету 0,32ч)",,,Тонкий гребень колеса грузового вагона,CV,2024,1.0,"0,32ч",,,,
3,13160614,2024-01-02 04:49:00,Северо-Кавказская,"С-КАВ, ВЧДЭ-5 БАТАЙСК",,,,Другие причины,CV,2024,,,,,,
2,13164843,2024-01-04 01:40:00,Забайкальская,"В-СИБ, ВЧДЭ-13 ТАЙШЕТ","1шт ч(к учету 0,67ч)",,,Выщербина на ободе колеса грузового вагона,CV,2024,1.0,"0,67ч",,,,
2,13164844,2024-01-04 02:26:00,Забайкальская,"В-СИБ, ВЧДЭ-13 ТАЙШЕТ","1шт ч(к учету 0,67ч)",,,Выщербина на ободе колеса грузового вагона,CV,2024,1.0,"0,67ч",,,,
3,13163203,2024-01-04 08:30:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК",,,,Наличие зазора между колпаком и ответной частью скользуна постоянного контакта,CV,2024,,,,,,
2,13165910,2024-01-04 15:34:00,Восточно-Сибирская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","5шт ч(к учету 1,33ч)",,,Нарушение регулировки рычажной передачи,CV,2024,5.0,"1,33ч",,,,
3,13168916,2024-01-06 04:20:00,Западно-Сибирская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,
3,13165783,2024-01-06 06:31:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2024,,,,,,
2,13168097,2024-01-06 17:14:00,Забайкальская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","1шт ч(к учету 0,67ч)",,,Трещина/излом/ повреждение  рычагов/  тормозных тяг,CV,2024,1.0,"0,67ч",,,,
2,13166703,2024-01-07 00:50:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ","1шт ч(к учету 0,68ч)",,,Разрыв большой диафрагмы/ утечка по большой диафрагме усл. № 270.716-2 (483А.043),CV,2024,1.0,"0,68ч",,,,
3,13169240,2024-01-07 01:40:00,Восточно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК",,,,Перекос тележки грузового вагона,CV,2024,,,,,,
2,13170379,2024-01-07 11:00:00,Забайкальская,"В-СИБ, ВЧДЭ-13 ТАЙШЕТ","7шт ч(к учету 3,12ч)",,,Выщербина на ободе колеса грузового вагона,CV,2024,7.0,"3,12ч",,,,
3,13167109,2024-01-07 12:31:00,Забайкальская,"ЗАБ, ВЧДЭ-3 КАРЫМСКАЯ",,,,Просадка уплотнения усл. № 305.134 клапана мягкости,CV,2024,,,,,,
3,13167259,2024-01-07 14:54:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-23 БЕЛОВО",,,,Выщербина на ободе колеса грузового вагона,CV,2024,,,,,,
3,13170400,2024-01-07 20:13:00,Восточно-Сибирская,"В-СИБ, ВЧДЭ-13 ТАЙШЕТ",,,,Несоответствие норм высоты автосцепки грузового вагона,CV,2024,,,,,,
3,13167579,2024-01-08 00:09:00,Забайкальская,"ЗАБ, ВЧДЭ-7 БЕЛОГОРСК",,,,Ослабление (разрушение) торцевого крепления,CV,2024,,,,,,
3,13167975,2024-01-08 09:32:00,Восточно-Сибирская,"В-СИБ, ВЧДЭ-13 ТАЙШЕТ",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2024,,,,,,
3,13168443,2024-01-08 20:22:00,Свердловская,"СВЕРД, ВЧДЭ-20",,,,Технологический нагрев буксового узла,CV,2024,,,,,,
1,13168468,2024-01-08 21:00:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ","2шт ч(к учету 2,58ч)",,,Неисправность резинового уплотнения клапана,CV,2024,2.0,"2,58ч",,,,
1,13170409,2024-01-10 01:41:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-23 БЕЛОВО","2шт ч(к учету 1,88ч)",,,"Обмотка, короткое замыкание",CV,2024,2.0,"1,88ч",,,,
2,13172715,2024-01-10 17:07:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-25 НОВОКУЗНЕЦК","5шт ч(к учету 2,07ч)",,,Износ тормозной колодки грузового вагона,CV,2024,5.0,"2,07ч",,,,
3,13172934,2024-01-10 23:46:00,Южно-Уральская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,"Неисправности роликов (шелушение, намины, раковины, трещины и др.)",CV,2024,,,,,,
3,13176359,2024-01-11 01:00:00,Красноярская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2024,,,,,,
3,13176511,2024-01-11 02:39:00,Куйбышевская,"Ю-ВОСТ, ВЧДЭ-5 КАЗИНКА",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,
3,13180318,2024-01-11 04:21:00,Куйбышевская,"Ю-ВОСТ, ВЧДЭ-3 СТОЙЛЕНСКАЯ",,,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2024,,,,,,
2,13175939,2024-01-11 09:33:00,Восточно-Сибирская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","1шт ч(к учету 0,67ч)",,,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы,CV,2024,1.0,"0,67ч",,,,
3,13173724,2024-01-11 09:36:00,Свердловская,"СВЕРД, ВЧДЭ-4",,,,"Дефект (расслоение, раздавливание) прокладки усл. № 183.9",CV,2024,,,,,,
3,13182530,2024-01-11 11:50:00,Западно-Сибирская,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Повреждение обвязочных брусьев грузового вагона,CV,2024,,,,,,
3,13180066,2024-01-11 13:13:00,Дальневосточная,"Д-ВОСТ, ВЧДЭ-1 ХАБАРОВСК",,,,Выщербина на ободе колеса грузового вагона,CV,2024,,,,,,
3,13175630,2024-01-11 22:28:00,Октябрьская,"ОКТ, ВЧДЭ-28 ВОЛХОВСТРОЙ",,,,Провисание автосцепки грузового вагона,CV,2024,,,,,,
3,13179929,2024-01-11 23:56:00,Восточно-Сибирская,"КРАС, ВЧДЭ-1 БОГОТОЛ",,,,Выщербина на ободе колеса грузового вагона,CV,2024,,,,,,
2,13175694,2024-01-12 01:22:00,Красноярская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","1шт ч(к учету 0,48ч)",,,Технологический нагрев буксового узла,CV,2024,1.0,"0,48ч",,,,
1,13188245,2024-01-12 16:50:00,Забайкальская,"Д-ВОСТ, ВЧДЭ-1 ХАБАРОВСК","139шт (к учету 118) ч(к учету 243,73ч)","12шт (к учету 4) ч(к учету 3,22ч)","6шт (к учету 5) ч(к учету 1,72)ч",Ползун на поверхности катания колеса грузового вагона,CV,2024,118.0,"243,73ч",4.0,"3,22ч",5.0,"1,72ч"
2,13181900,2024-01-13 04:07:00,Восточно-Сибирская,"КРАС, ВЧДЭ-7 КРАСНОЯРСК-ВОСТ","1шт ч(к учету 0,67ч)",,,Несоответствие зазоров скользуна грузового вагона,CV,2024,1.0,"0,67ч",,,,
2,13178600,2024-01-13 13:34:00,Забайкальская,"ЗАБ, ВЧДЭ-7 БЕЛОГОРСК","3шт (к учету 2) ч(к учету 0,88ч)",,,Излом тормозной колодки грузового вагона,CV,2024,2.0,"0,88ч",,,,
3,13180118,2024-01-13 15:55:00,Свердловская,"З-СИБ, ВЧДЭ-12 ВХОДНАЯ",,,,Тонкий гребень колеса грузового вагона,CV,2024,,,,,,
3,13178828,2024-01-13 18:10:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-12 ВХОДНАЯ",,,,Излом кронштейна расцепного привода грузового вагона,CV,2024,,,,,,
2,13179012,2024-01-14 01:45:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-11 АЛТАЙСКАЯ","1шт ч(к учету 0,68ч)",,,Просадка уплотнения усл. № 305.134 клапана мягкости,CV,2024,1.0,"0,68ч",,,,
3,13179015,2024-01-14 02:20:00,Октябрьская,"ОКТ, ВЧДЭ-13 САНКТ-ПЕТЕРБУРГ-СОРТ-ВИТ",,,,Трещина центрирующей балочки грузового вагона,CV,2024,,,,,,
3,13179124,2024-01-14 04:00:00,Западно-Сибирская,"З-СИБ, ВЧДЭ-6 ИНСКАЯ",,,,Засорение (замерзание) магистральной/ подводящих труб,CV,2024,,,,,,
3,13180088,2024-01-15 01:50:00,Восточно-Сибирская,"КРАС, ВЧДЭ-1 БОГОТОЛ",,,,Выщербина на ободе колеса грузового вагона,CV,2024,,,,,,
3,13180380,2024-01-15 09:55:00,Забайкальская,"ЗАБ, ВЧДЭ-7 БЕЛОГОРСК",,,,Ослабление (разрушение) торцевого крепления,CV,2024,,,,,,
