,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 09:35:00,91062.0,2024-01-01 16:03:00,Line 1: y = 0.00000205x + (0.00000000),0.0899
1,91062.0,2024-01-01 16:03:00,184886.0,2024-01-02 02:30:00,Line 2: y = 0.00000199x + (0.00550245),0.08726
2,184886.0,2024-01-02 02:30:00,273842.0,2024-01-04 01:40:00,Line 3: y = 0.00000210x + (-0.01465389),0.09203
3,273842.0,2024-01-04 01:40:00,376025.0,2024-01-04 02:26:00,Line 4: y = 0.00000183x + (0.05982852),0.08012
4,376025.0,2024-01-04 02:26:00,501721.0,2024-01-04 15:34:00,Line 5: y = 0.00000149x + (0.18849662),0.06513
5,501721.0,2024-01-04 15:34:00,525695.0,2024-01-06 17:14:00,Line 6: y = 0.00000265x + (-0.39540608),0.11611
