CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX,SEASON,LAMBDA0,CUSUM_ALARM
3,13409529,2024-06-17 23:15:00,Октябрьская,"ОКТ, ТЧЭ-12",,,,Прочая неисправность кулачкового вала контроллера машиниста,CT,2024,,,,,,,168 days 19:30:00,243090.0,469.0,369,0.456575682382134,Лето,0.0013834066388481,0
3,13410430,2024-06-18 10:40:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Неисправность антенны,CT,2024,,,,,,,169 days 06:55:00,243775.0,685.0,370,0.4578163771712158,Лето,0.0013834066388481,0
3,13410225,2024-06-18 11:54:00,Свердловская,"СВЕРД, ТЧЭ-1",,,,Низкая емкость аккумуляторной батареи,CT,2024,,,,,,,169 days 08:09:00,243849.0,74.0,371,0.4590570719602977,Лето,0.0013834066388481,0
3,13410934,2024-06-18 20:00:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Неисправность антенны,CT,2024,,,,,,,169 days 16:15:00,244335.0,486.0,372,0.4602977667493796,Лето,0.0013834066388481,0
3,13412456,2024-06-19 00:10:00,Октябрьская,"ОКТ, Т",,,,Нарушение регулировки подачи песка,CT,2024,,,,,,,169 days 20:25:00,244585.0,250.0,373,0.4615384615384615,Лето,0.0013834066388481,0
3,13411012,2024-06-19 00:11:00,Московская,"МОСК, ТЧЭ-2",,,,Прочая неисправность колеса вентилятора охлаждения тягового двигателя,CT,2024,,,,,,,169 days 20:26:00,244586.0,1.0,374,0.4627791563275434,Лето,0.0013834066388481,0
3,13411511,2024-06-19 08:00:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Плата формирователя,CT,2024,,,,,,,170 days 04:15:00,245055.0,469.0,375,0.4640198511166253,Лето,0.0013834066388481,0
3,13411605,2024-06-19 10:30:00,Западно-Сибирская,"З-СИБ, ТЧЭ-14",,,,"Код 14.2 Пробоксовки в виде местного износа и выкрашивания металла в местах термомеханических повреждений головки рельса из-за боксования, юза колес подвижного состава или нарушения режимов шлифования рельсошлифовальными поездами",CT,2024,,,,,,,170 days 06:45:00,245205.0,150.0,376,0.4652605459057072,Лето,0.0013834066388481,0
3,13412115,2024-06-19 14:20:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Неисправность антенны,CT,2024,,,,,,,170 days 10:35:00,245435.0,230.0,377,0.4665012406947891,Лето,0.0013834066388481,0
1,13414871,2024-06-21 17:04:00,Северо-Кавказская,"С-КАВ, ТЧЭ-12",,"3шт ч(к учету 0,98ч)","7шт (к учету 6) ч(к учету 1,8)ч",Прочая неисправность корпуса крана машиниста,CT,2024,,,3.0,"0,98ч",6.0,"1,8ч",172 days 13:19:00,248479.0,3044.0,378,0.4677419354838709,Лето,0.0013834066388481,0
3,13414932,2024-06-21 20:00:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Неисправность антенны,CT,2024,,,,,,,172 days 16:15:00,248655.0,176.0,379,0.4689826302729528,Лето,0.0013834066388481,0
3,13417225,2024-06-24 07:20:00,Октябрьская,"ОКТ, ТЧЭ-12",,,,Прочая неисправность рукоятки клапана песочницы,CT,2024,,,,,,,175 days 03:35:00,252215.0,3560.0,380,0.4702233250620347,Лето,0.0013834066388481,0
3,13417956,2024-06-24 08:30:00,Октябрьская,"ОКТ, ТЧЭ-14",,,,Неисправность антенны,CT,2024,,,,,,,175 days 04:45:00,252285.0,70.0,381,0.4714640198511166,Лето,0.0013834066388481,0
3,13417935,2024-06-24 12:43:00,Октябрьская,"ОКТ, ТЧЭ-12",,,,Прочая неисправность пружины клапана песочницы,CT,2024,,,,,,,175 days 08:58:00,252538.0,253.0,382,0.4727047146401985,Лето,0.0013834066388481,0
