INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
230,2024-02-24 01:30:00,Зима,0.0029184005929448,0.004175946547884187,1.430902446353489,4.315321269511715,4.1,30,
1231,2024-10-31 07:11:00,Осень,0.0023307163886162,0.003111254157279262,1.3348917836916594,4.24866278432052,4.1,30,
1294,2024-11-16 03:19:00,Осень,0.0023307163886162,0.003105590062111801,1.3324615887545466,4.498690415031311,4.1,30,
