CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX
3,2023-01-05 07:25:00,Куйбышевская,CT,2023,0 days 00:00:00,0.0,0.0,0.0
3,2023-01-15 17:30:00,Куйбышевская,CV,2023,10 days 10:05:00,15005.0,15005.0,0.016129032258064516
3,2023-01-20 11:10:00,Куйбышевская,CV,2023,15 days 03:45:00,21825.0,6820.0,0.03225806451612903
3,2023-01-25 00:07:00,Куйбышевская,CV,2023,19 days 16:42:00,28362.0,6537.0,0.04838709677419355
3,2023-01-25 08:26:00,Куйбышевская,CV,2023,20 days 01:01:00,28861.0,499.0,0.06451612903225806
3,2023-01-26 17:00:00,Куйбышевская,CV,2023,21 days 09:35:00,30815.0,1954.0,0.08064516129032258
3,2023-01-27 07:55:00,Куйбышевская,CV,2023,22 days 00:30:00,31710.0,895.0,0.0967741935483871
3,2023-01-31 23:43:00,Куйбышевская,CSH,2023,26 days 16:18:00,38418.0,6708.0,0.11290322580645161
3,2023-02-14 09:10:00,Куйбышевская,CV,2023,40 days 01:45:00,57705.0,19287.0,0.12903225806451613
3,2023-02-15 14:37:00,Куйбышевская,CV,2023,41 days 07:12:00,59472.0,1767.0,0.14516129032258066
3,2023-02-19 15:30:00,Куйбышевская,CV,2023,45 days 08:05:00,65285.0,5813.0,0.16129032258064516
3,2023-02-27 07:16:00,Куйбышевская,CSH,2023,52 days 23:51:00,76311.0,11026.0,0.1774193548387097
3,2023-03-15 17:08:00,Куйбышевская,CV,2023,69 days 09:43:00,99943.0,23632.0,0.1935483870967742
3,2023-03-22 00:35:00,Куйбышевская,CV,2023,75 days 17:10:00,109030.0,9087.0,0.20967741935483872
3,2023-03-22 18:37:00,Куйбышевская,CSH,2023,76 days 11:12:00,110112.0,1082.0,0.22580645161290322
3,2023-03-30 16:35:00,Куйбышевская,CV,2023,84 days 09:10:00,121510.0,11398.0,0.24193548387096775
3,2023-03-31 12:43:00,Куйбышевская,CSH,2023,85 days 05:18:00,122718.0,1208.0,0.25806451612903225
3,2023-04-04 02:20:00,Куйбышевская,CV,2023,88 days 18:55:00,127855.0,5137.0,0.27419354838709675
3,2023-04-07 10:16:00,Куйбышевская,CV,2023,92 days 02:51:00,132651.0,4796.0,0.2903225806451613
3,2023-04-14 09:23:00,Куйбышевская,CV,2023,99 days 01:58:00,142678.0,10027.0,0.3064516129032258
3,2023-04-14 09:30:00,Куйбышевская,CV,2023,99 days 02:05:00,142685.0,7.0,0.3225806451612903
3,2023-04-16 15:17:00,Куйбышевская,CV,2023,101 days 07:52:00,145912.0,3227.0,0.3387096774193548
3,2023-04-19 21:47:00,Куйбышевская,CV,2023,104 days 14:22:00,150622.0,4710.0,0.3548387096774194
3,2023-04-20 16:11:00,Куйбышевская,CV,2023,105 days 08:46:00,151726.0,1104.0,0.3709677419354839
3,2023-04-24 05:10:00,Куйбышевская,CV,2023,108 days 21:45:00,156825.0,5099.0,0.3870967741935484
3,2023-04-29 06:49:00,Куйбышевская,CSH,2023,113 days 23:24:00,164124.0,7299.0,0.4032258064516129
3,2023-04-29 14:16:00,Куйбышевская,CV,2023,114 days 06:51:00,164571.0,447.0,0.41935483870967744
3,2023-05-03 18:39:00,Куйбышевская,CSH,2023,118 days 11:14:00,170594.0,6023.0,0.43548387096774194
3,2023-05-09 05:02:00,Куйбышевская,CSH,2023,123 days 21:37:00,178417.0,7823.0,0.45161290322580644
3,2023-05-13 18:50:00,Куйбышевская,CV,2023,128 days 11:25:00,185005.0,6588.0,0.46774193548387094
3,2023-05-17 17:55:00,Куйбышевская,CV,2023,132 days 10:30:00,190710.0,5705.0,0.4838709677419355
3,2023-05-22 00:10:00,Куйбышевская,CV,2023,136 days 16:45:00,196845.0,6135.0,0.5
3,2023-05-31 10:30:00,Куйбышевская,CSH,2023,146 days 03:05:00,210425.0,13580.0,0.5161290322580645
3,2023-06-18 16:55:00,Куйбышевская,CV,2023,164 days 09:30:00,236730.0,26305.0,0.532258064516129
3,2023-06-19 00:44:00,Куйбышевская,CV,2023,164 days 17:19:00,237199.0,469.0,0.5483870967741935
3,2023-06-30 11:41:00,Куйбышевская,CV,2023,176 days 04:16:00,253696.0,16497.0,0.5645161290322581
3,2023-06-30 14:55:00,Куйбышевская,CSH,2023,176 days 07:30:00,253890.0,194.0,0.5806451612903226
3,2023-06-30 17:58:00,Куйбышевская,CSH,2023,176 days 10:33:00,254073.0,183.0,0.5967741935483871
3,2023-07-05 11:30:00,Куйбышевская,CV,2023,181 days 04:05:00,260885.0,6812.0,0.6129032258064516
