CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX
3,2024-01-01 03:45:00,Октябрьская,CT,2024,0 days 00:00:00,0.0,0.0,0.0
3,2024-01-01 05:45:00,Октябрьская,CSH,2024,0 days 02:00:00,120.0,120.0,0.0007987220447284345
3,2024-01-02 15:45:00,Октябрьская,CSH,2024,1 days 12:00:00,2160.0,2040.0,0.001597444089456869
3,2024-01-02 21:40:00,Октябрьская,CSH,2024,1 days 17:55:00,2515.0,355.0,0.0023961661341853034
3,2024-01-03 08:59:00,Октябрьская,CSH,2024,2 days 05:14:00,3194.0,679.0,0.003194888178913738
3,2024-01-03 16:45:00,Октябрьская,CSH,2024,2 days 13:00:00,3660.0,466.0,0.003993610223642172
3,2024-01-04 14:20:00,Октябрьская,CSH,2024,3 days 10:35:00,4955.0,1295.0,0.004792332268370607
3,2024-01-04 16:50:00,Октябрьская,CSH,2024,3 days 13:05:00,5105.0,150.0,0.005591054313099041
3,2024-01-04 17:40:00,Октябрьская,CSH,2024,3 days 13:55:00,5155.0,50.0,0.006389776357827476
3,2024-01-05 04:05:00,Октябрьская,CSH,2024,4 days 00:20:00,5780.0,625.0,0.00718849840255591
3,2024-01-05 07:00:00,Октябрьская,CSH,2024,4 days 03:15:00,5955.0,175.0,0.007987220447284345
3,2024-01-06 01:12:00,Октябрьская,CSH,2024,4 days 21:27:00,7047.0,1092.0,0.00878594249201278
3,2024-01-06 04:33:00,Октябрьская,CSH,2024,5 days 00:48:00,7248.0,201.0,0.009584664536741214
3,2024-01-06 06:24:00,Октябрьская,CSH,2024,5 days 02:39:00,7359.0,111.0,0.010383386581469648
3,2024-01-06 14:57:00,Октябрьская,CSH,2024,5 days 11:12:00,7872.0,513.0,0.011182108626198083
3,2024-01-06 17:38:00,Октябрьская,CSH,2024,5 days 13:53:00,8033.0,161.0,0.011980830670926517
3,2024-01-06 19:45:00,Октябрьская,CSH,2024,5 days 16:00:00,8160.0,127.0,0.012779552715654952
3,2024-01-06 20:00:00,Октябрьская,CSH,2024,5 days 16:15:00,8175.0,15.0,0.013578274760383386
3,2024-01-06 23:10:00,Октябрьская,CSH,2024,5 days 19:25:00,8365.0,190.0,0.01437699680511182
3,2024-01-07 04:50:00,Октябрьская,CSH,2024,6 days 01:05:00,8705.0,340.0,0.015175718849840255
3,2024-01-07 09:50:00,Октябрьская,CSH,2024,6 days 06:05:00,9005.0,300.0,0.01597444089456869
3,2024-01-07 10:20:00,Октябрьская,CSH,2024,6 days 06:35:00,9035.0,30.0,0.016773162939297124
3,2024-01-07 10:26:00,Октябрьская,CV,2024,6 days 06:41:00,9041.0,6.0,0.01757188498402556
3,2024-01-07 15:03:00,Октябрьская,CSH,2024,6 days 11:18:00,9318.0,277.0,0.018370607028753993
3,2024-01-07 17:07:00,Октябрьская,CT,2024,6 days 13:22:00,9442.0,124.0,0.019169329073482427
3,2024-01-07 19:28:00,Октябрьская,CSH,2024,6 days 15:43:00,9583.0,141.0,0.019968051118210862
3,2024-01-07 20:12:00,Октябрьская,CSH,2024,6 days 16:27:00,9627.0,44.0,0.020766773162939296
3,2024-01-07 20:39:00,Октябрьская,CSH,2024,6 days 16:54:00,9654.0,27.0,0.02156549520766773
3,2024-01-07 20:50:00,Октябрьская,CSH,2024,6 days 17:05:00,9665.0,11.0,0.022364217252396165
3,2024-01-08 04:27:00,Октябрьская,CSH,2024,7 days 00:42:00,10122.0,457.0,0.0231629392971246
3,2024-01-08 06:50:00,Октябрьская,CV,2024,7 days 03:05:00,10265.0,143.0,0.023961661341853034
3,2024-01-08 10:35:00,Октябрьская,CT,2024,7 days 06:50:00,10490.0,225.0,0.02476038338658147
3,2024-01-08 11:06:00,Октябрьская,CSH,2024,7 days 07:21:00,10521.0,31.0,0.025559105431309903
3,2024-01-09 00:55:00,Октябрьская,CV,2024,7 days 21:10:00,11350.0,829.0,0.026357827476038338
3,2024-01-09 01:11:00,Октябрьская,CT,2024,7 days 21:26:00,11366.0,16.0,0.027156549520766772
3,2024-01-09 04:10:00,Октябрьская,CSH,2024,8 days 00:25:00,11545.0,179.0,0.027955271565495207
3,2024-01-09 06:24:00,Октябрьская,CT,2024,8 days 02:39:00,11679.0,134.0,0.02875399361022364
3,2024-01-09 19:30:00,Октябрьская,CT,2024,8 days 15:45:00,12465.0,786.0,0.029552715654952075
3,2024-01-09 23:05:00,Октябрьская,CT,2024,8 days 19:20:00,12680.0,215.0,0.03035143769968051
3,2024-01-10 03:15:00,Октябрьская,CT,2024,8 days 23:30:00,12930.0,250.0,0.031150159744408944
3,2024-01-10 03:37:00,Октябрьская,CSH,2024,8 days 23:52:00,12952.0,22.0,0.03194888178913738
3,2024-01-10 12:32:00,Октябрьская,CV,2024,9 days 08:47:00,13487.0,535.0,0.03274760383386582
3,2024-01-10 17:37:00,Октябрьская,CSH,2024,9 days 13:52:00,13792.0,305.0,0.03354632587859425
3,2024-01-10 19:24:00,Октябрьская,CSH,2024,9 days 15:39:00,13899.0,107.0,0.034345047923322686
3,2024-01-10 20:28:00,Октябрьская,CSH,2024,9 days 16:43:00,13963.0,64.0,0.03514376996805112
3,2024-01-11 00:14:00,Октябрьская,CSH,2024,9 days 20:29:00,14189.0,226.0,0.035942492012779555
3,2024-01-11 09:45:00,Октябрьская,CSH,2024,10 days 06:00:00,14760.0,571.0,0.036741214057507986
3,2024-01-11 10:18:00,Октябрьская,CSH,2024,10 days 06:33:00,14793.0,33.0,0.037539936102236424
3,2024-01-11 13:14:00,Октябрьская,CSH,2024,10 days 09:29:00,14969.0,176.0,0.038338658146964855
3,2024-01-11 19:36:00,Октябрьская,CSH,2024,10 days 15:51:00,15351.0,382.0,0.03913738019169329
3,2024-01-12 06:17:00,Октябрьская,CSH,2024,11 days 02:32:00,15992.0,641.0,0.039936102236421724
3,2024-01-13 11:10:00,Октябрьская,CSH,2024,12 days 07:25:00,17725.0,1733.0,0.04073482428115016
3,2024-01-13 11:40:00,Октябрьская,CT,2024,12 days 07:55:00,17755.0,30.0,0.04153354632587859
3,2024-01-13 23:22:00,Октябрьская,CSH,2024,12 days 19:37:00,18457.0,702.0,0.04233226837060703
3,2024-01-14 02:20:00,Октябрьская,CV,2024,12 days 22:35:00,18635.0,178.0,0.04313099041533546
3,2024-01-14 08:00:00,Октябрьская,CT,2024,13 days 04:15:00,18975.0,340.0,0.0439297124600639
3,2024-01-14 11:45:00,Октябрьская,CSH,2024,13 days 08:00:00,19200.0,225.0,0.04472843450479233
3,2024-01-14 15:23:00,Октябрьская,CT,2024,13 days 11:38:00,19418.0,218.0,0.04552715654952077
3,2024-01-15 03:40:00,Октябрьская,CSH,2024,13 days 23:55:00,20155.0,737.0,0.0463258785942492
3,2024-01-15 20:44:00,Октябрьская,CSH,2024,14 days 16:59:00,21179.0,1024.0,0.04712460063897764
3,2024-01-16 04:10:00,Октябрьская,CSH,2024,15 days 00:25:00,21625.0,446.0,0.04792332268370607
3,2024-01-16 12:18:00,Октябрьская,CSH,2024,15 days 08:33:00,22113.0,488.0,0.048722044728434506
3,2024-01-16 23:11:00,Октябрьская,CT,2024,15 days 19:26:00,22766.0,653.0,0.04952076677316294
3,2024-01-17 03:12:00,Октябрьская,CT,2024,15 days 23:27:00,23007.0,241.0,0.050319488817891375
3,2024-01-17 05:40:00,Октябрьская,CT,2024,16 days 01:55:00,23155.0,148.0,0.051118210862619806
3,2024-01-17 08:00:00,Октябрьская,CT,2024,16 days 04:15:00,23295.0,140.0,0.051916932907348244
3,2024-01-17 11:48:00,Октябрьская,CSH,2024,16 days 08:03:00,23523.0,228.0,0.052715654952076675
3,2024-01-17 17:37:00,Октябрьская,CSH,2024,16 days 13:52:00,23872.0,349.0,0.05351437699680511
3,2024-01-17 18:02:00,Октябрьская,CSH,2024,16 days 14:17:00,23897.0,25.0,0.054313099041533544
3,2024-01-17 20:20:00,Октябрьская,CSH,2024,16 days 16:35:00,24035.0,138.0,0.05511182108626198
3,2024-01-18 12:05:00,Октябрьская,CSH,2024,17 days 08:20:00,24980.0,945.0,0.05591054313099041
3,2024-01-18 13:08:00,Октябрьская,CT,2024,17 days 09:23:00,25043.0,63.0,0.05670926517571885
3,2024-01-19 05:01:00,Октябрьская,CT,2024,18 days 01:16:00,25996.0,953.0,0.05750798722044728
3,2024-01-19 08:00:00,Октябрьская,CSH,2024,18 days 04:15:00,26175.0,179.0,0.05830670926517572
3,2024-01-19 08:00:00,Октябрьская,CSH,2024,18 days 04:15:00,26175.0,0.0,0.05910543130990415
