,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2024-01-01 13:59:00,46197.0,2024-01-02 14:36:00,Line 1: y = 0.00000391x + (0.00000000),0.17135
1,46197.0,2024-01-02 14:36:00,153331.0,2024-01-03 03:37:00,Line 2: y = 0.00000197x + (0.08980562),0.0862
2,153331.0,2024-01-03 03:37:00,294311.0,2024-01-03 09:15:00,Line 3: y = 0.00000150x + (0.16225129),0.06551
3,294311.0,2024-01-03 09:15:00,389161.0,2024-01-03 23:19:00,Line 4: y = 0.00000222x + (-0.05181834),0.09736
4,389161.0,2024-01-03 23:19:00,524566.0,2024-01-04 04:20:00,Line 5: y = 0.00000133x + (0.29384604),0.05846
