INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
27,2025-01-20 01:30:01.748027544,Зима,0.0008133291219204,0.0009841659933267186,1.2100464213096729,3.5199779900895227,3.1000000000000005,30,1
100,2025-03-14 15:46:25.770669156,Весна,0.0009820939155856,0.0015154788041802172,1.543109859586669,3.4823334622755064,3.1000000000000005,30,0
139,2025-04-01 10:07:45.685966536,Весна,0.0009820939155856,0.0030632765818903638,3.119127950267162,3.691792185835628,3.1000000000000005,30,1
233,2025-06-20 12:13:08.023793880,Лето,0.0008513161195187,0.0017096249490839354,2.008213999343145,3.7226888666213123,3.1000000000000005,30,0
365,2025-10-12 08:56:07.043286378,Осень,0.0009387777269165,0.0011936427325552606,1.271485995386669,3.8200223758811096,3.1000000000000005,30,1
400,2025-10-29 01:31:51.964651440,Осень,0.0009387777269165,0.0012652442687946725,1.347757016935714,3.269025499212204,3.1000000000000005,30,0
