INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
20,2025-01-17 17:30:05.061157956,Зима,0.0006334806240957,0.0007584366991329761,1.1972531917857034,3.9968802396586476,3.1000000000000005,30,1
107,2025-04-10 23:41:14.345370834,Весна,0.0006851635733915,0.0014615285116071346,2.133108893067236,3.16899619087253,3.1000000000000005,30,1
179,2025-06-29 11:34:15.002984712,Лето,0.0007456559889733,0.0016851317576401176,2.259931902324542,3.900033641508662,3.1000000000000005,30,1
300,2025-10-04 23:09:36.360423504,Осень,0.0008876441465225,0.001696303935926963,1.9110179936098584,3.115112881041007,3.1000000000000005,30,1
