INDEX,START_TIME,SEASON,LAMBDA0,LAMBDA_HAT,DELTA_HAT,CUSUM_S,H,COOLDOWN,IN_SPIKE_PERIOD
18,2025-01-13 19:29:14.819741892,Зима,0.0003837131221167,0.0012454097546656187,3.2456793444943695,3.208445158349419,3.1000000000000005,30,1
54,2025-03-31 17:58:11.193685872,Весна,0.0002742467479524,0.000594485418470336,2.167702708998098,3.7970629785848202,3.1000000000000005,30,1
98,2025-07-17 16:39:29.761999560,Лето,0.000382878307209,0.0009747248817415113,2.545782467663917,3.672038611758458,3.1000000000000005,30,1
