,START_TIME,CATEGORY,DELTA_TIME,DELTA_SECONDS,TIME_DIFF,INDEX
0,2023-01-01 01:29:00,2,0 days 00:00:00,0.0,,0.0
1,2023-01-01 05:04:00,2,0 days 03:35:00,215.0,215.0,0.0003281916639317361
2,2023-01-01 12:22:00,2,0 days 10:53:00,653.0,438.0,0.0006563833278634722
3,2023-01-01 17:36:00,2,0 days 16:07:00,967.0,314.0,0.0009845749917952082
4,2023-01-01 18:05:00,2,0 days 16:36:00,996.0,29.0,0.0013127666557269445
5,2023-01-01 20:08:00,2,0 days 18:39:00,1119.0,123.0,0.0016409583196586807
6,2023-01-01 23:15:00,2,0 days 21:46:00,1306.0,187.0,0.0019691499835904165
7,2023-01-02 03:21:00,2,1 days 01:52:00,1552.0,246.0,0.0022973416475221527
8,2023-01-02 05:26:00,2,1 days 03:57:00,1677.0,125.0,0.002625533311453889
9,2023-01-02 06:03:00,2,1 days 04:34:00,1714.0,37.0,0.002953724975385625
10,2023-01-02 06:15:00,2,1 days 04:46:00,1726.0,12.0,0.0032819166393173614
11,2023-01-02 12:16:00,2,1 days 10:47:00,2087.0,361.0,0.003610108303249097
12,2023-01-02 15:30:00,2,1 days 14:01:00,2281.0,194.0,0.003938299967180833
13,2023-01-02 15:45:00,2,1 days 14:16:00,2296.0,15.0,0.004266491631112569
14,2023-01-02 19:09:00,2,1 days 17:40:00,2500.0,204.0,0.004594683295044305
15,2023-01-03 01:01:00,2,1 days 23:32:00,2852.0,352.0,0.004922874958976042
16,2023-01-03 01:03:00,2,1 days 23:34:00,2854.0,2.0,0.005251066622907778
17,2023-01-03 10:00:00,2,2 days 08:31:00,3391.0,537.0,0.005579258286839514
18,2023-01-03 14:40:00,2,2 days 13:11:00,3671.0,280.0,0.00590744995077125
19,2023-01-03 17:27:00,2,2 days 15:58:00,3838.0,167.0,0.0062356416147029865
20,2023-01-03 19:01:00,2,2 days 17:32:00,3932.0,94.0,0.006563833278634723
21,2023-01-03 19:10:00,2,2 days 17:41:00,3941.0,9.0,0.006892024942566458
22,2023-01-03 22:15:00,2,2 days 20:46:00,4126.0,185.0,0.007220216606498194
23,2023-01-04 07:20:00,2,3 days 05:51:00,4671.0,545.0,0.0075484082704299306
24,2023-01-04 08:48:00,2,3 days 07:19:00,4759.0,88.0,0.007876599934361666
25,2023-01-04 09:10:00,2,3 days 07:41:00,4781.0,22.0,0.008204791598293402
26,2023-01-04 10:43:00,2,3 days 09:14:00,4874.0,93.0,0.008532983262225138
27,2023-01-04 12:03:00,2,3 days 10:34:00,4954.0,80.0,0.008861174926156875
28,2023-01-04 15:59:00,2,3 days 14:30:00,5190.0,236.0,0.00918936659008861
29,2023-01-04 19:48:00,2,3 days 18:19:00,5419.0,229.0,0.009517558254020347
30,2023-01-04 20:02:00,2,3 days 18:33:00,5433.0,14.0,0.009845749917952083
31,2023-01-04 23:42:00,2,3 days 22:13:00,5653.0,220.0,0.01017394158188382
32,2023-01-05 02:15:00,2,4 days 00:46:00,5806.0,153.0,0.010502133245815556
